SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,
1599, so ， 房子 是 两 层 的 house 还 再 加 一 个 地下室 ， 空间 非常 大 ， 适合 各 种 聚会 活动 。,2,so,所以,house,房子,,,,,,, 所以 ， 房子 是 两 层 的 房子 还 再 加 一 个 地下室 ， 空间 非常 大 ， 适合 各 种 聚会 活动 。,19,2,4,[2_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 15_ 16_ 17_ 19_ 20_ 21_ 22_ 23],[0_ 7],[1_ 14_ 18_ 24],,,,
1600, 可以 google 地图 一下 ， 地理 位置 真的 超 好 。,1,google,谷歌,,,,,,,,, 可以 谷歌 地图 一下 ， 地理 位置 真的 超 好 。,8,1,2,[0_ 2_ 3_ 5_ 6_ 7_ 8_ 9],[1],[4_ 10],,,,
1601, 附近 有 印度 超市 ， 韩国 超市 ， 街 对面 pizza 店 ， 生活 极为 便利 。,1,pizza,披萨,,,,,,,,, 附近 有 印度 超市 ， 韩国 超市 ， 街 对面 披萨 店 ， 生活 极为 便利 。,12,1,4,[0_ 1_ 2_ 3_ 5_ 6_ 8_ 9_ 11_ 13_ 14_ 15],[10],[4_ 7_ 12_ 16],,,,
1602, 我 暑假 要 出外 实习 ， 所以 bedroom 空 出来 了 。,1,bedroom,卧室,,,,,,,,, 我 暑假 要 出外 实习 ， 所以 卧室 空 出来 了 。,9,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 8_ 9_ 10],[7],[5_ 11],,,,
1603, 房子 位于 全 匹 最 安全 的 squirrel hill .,1,squirrel hill,松鼠山,,,,,,,,, 房子 位于 全 匹 最 安全 的松鼠山 .,7,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 6],[7_ 8],[9],,,,
1604, 位置 ： apartment 位于 squirrel hill 地区 。,2,apartment,公寓,squirrel hill,松鼠山,,,,,,, 位置 ： 公寓 位于 松鼠山 地区 。,3,3,2,[0_ 3_ 6],[2_ 4_ 5],[1_ 7],,,,
1605, 房间 在 一 个 很 漂亮 的 house 的 二 层 。,1,house,房子,,,,,,,,, 房间 在 一 个 很 漂亮 的 房子 的 二 层 。,10,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 10],[7],[11],,,,
1606, 房子 被 包租 婆 keep 得很 干净 整齐 ， 所有 人 都 比较 安静 ， 偶尔 会 一起 看 电影 ， 玩 board game ， 情趣 雅致 ， 气氛 和谐 。,2,keep,保持,board game,电动,,,,,,, 房子 被 包租 婆 保持 得很 干净 整齐 ， 所有 人 都 比较 安静 ， 偶尔 会 一起 看 电影 ， 玩 电动， 情趣 雅致 ， 气氛 和谐 。,22,3,6,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 9_ 10_ 11_ 12_ 13_ 15_ 16_ 17_ 18_ 19_ 21_ 25_ 26_ 28_ 29],[4_ 22_ 23],[8_ 14_ 20_ 24_ 27_ 30],,,,
1607, （ 可 商量 ） 卧室 非常 大 ， 有 walk in closet ， 并且 有 空调 ， full size 的 床 ， 桌子 椅子 等等 各 种 都 是 全 的 。,2,walk in closet,衣橱,full size,大号床垫,,,,,,, （ 可 商量 ） 卧室 非常 大 ， 有 衣橱， 并且 有 空调 ， f大号床垫 的 床 ， 桌子 椅子 等等 各 种 都 是 全 的 。,20,5,7,[1_ 2_ 4_ 5_ 6_ 8_ 13_ 14_ 15_ 19_ 20_ 22_ 23_ 24_ 25_ 26_ 27_ 28_ 29_ 30],[9_ 10_ 11_ 17_ 18],[0_ 3_ 7_ 12_ 16_ 21_ 31],,,,
1608, 客厅 $200 / month 。,1,month,月,,,,,,,,, 客厅 $200 / 月 。,1,1,3,[0],[3],[1_ 2_ 4],,,,
1609, 因为 在 远离 fifth 的 一 侧 ， 所以 很 安静 的 。,1,fifth,第五大街,,,,,,,,, 因为 在 远离 第五大街 的 一 侧 ， 所以 很 安静 的 。,10,1,2,[0_ 1_ 2_ 4_ 5_ 6_ 8_ 9_ 10_ 11],[3],[7_ 12],,,,
1610, 而且 冬天 gas 开 的 很 足 ， 很 暖和 。,1,gas,燃气,,,,,,,,, 而且 冬天 燃气 开 的 很 足 ， 很 暖和 。,8,1,2,[0_ 1_ 3_ 4_ 5_ 6_ 8_ 9],[2],[7_ 10],,,,
1611, 公寓 位于 college garden ， 属于 匹 大 房产 ， 环境 安全 。,1,college garden,大学花园,,,,,,,,, 公寓 位于 大学花园 ， 属于 匹 大 房产 ， 环境 安全 。,8,2,3,[0_ 1_ 5_ 6_ 7_ 8_ 10_ 11],[2_ 3],[4_ 9_ 12],,,,
1612, 大家 好 ， 我 的 apartment 在 highland park 。,2,apartment,公寓,highland park,高地公园,,,,,,, 大家 好 ， 我 的 公寓 在高地公园。,5,3,2,[0_ 1_ 3_ 4_ 6],[5_ 7_ 8],[2_ 9],,,,
1613, 步行 到 giant eagle ， 还有 各 种 饭店 。,1,giant eagle,捷安特鹰,,,,,,,,, 步行 到 捷安特鹰， 还有 各 种 饭店 。,6,2,2,[0_ 1_ 5_ 6_ 7_ 8],[2_ 3],[4_ 9],,,,
1614, 晚上 yellow escort 直接 到 门口 。,1,yellow escort,通勤黄线,,,,,,,,, 晚上通勤黄线 直接 到 门口 。,4,2,1,[0_ 3_ 4_ 5],[1_ 2],[6],,,,
1615, 送 写 字 桌 ， queen size mattress+box ， 沙发 ， 拎包 入住 。,1,queen size,较大号床垫,,,,,,,,, 送 写 字 桌 ，较大号床垫， 沙发 ， 拎包 入住 。,7,2,5,[0_ 1_ 2_ 3_ 9_ 11_ 12],[5_ 6],[4_ 7_ 8_ 10_ 13],,,,
1616, 两 室 两 卫 一 大 厅 一 diner 。,1,diner,晚饭,,,,,,,,, 两 室 两 卫 一 大 厅 一 晚饭 。,8,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7],[8],[9],,,,
1617, 厅 超级 大 足够 放 king size bed 还有 桌子 椅子 还有 空 位置 ！,1,king size bed,最大号床垫,,,,,,,,, 厅 超级 大 足够 放最大号床垫 还有 桌子 椅子 还有 空 位置 ！,11,3,1,[0_ 1_ 2_ 3_ 4_ 8_ 9_ 10_ 11_ 12_ 13],[5_ 6_ 7],[14],,,,
1618, * 房间 设施 ： 独立 bedroom 大概 4m*5m 。,1,bedroom,房间,,,,,,,,, * 房间 设施 ： 独立 房间 大概 4m*5m 。,4,1,4,[1_ 2_ 4_ 6],[5],[0_ 3_ 7_ 8],,,,
1619, apartment 对面 是 walnut street ， 平时 可以 去 购物 。,2,apartment,公寓,walnut street,建国街,,,,,,, 公寓 对面 是 建国街 ， 平时 可以 去 购物 。,6,3,2,[1_ 2_ 6_ 7_ 8_ 9],[0_ 3_ 4],[5_ 10],,,,
1620, 公寓 位于 centre&negley ， 对面 就是 giant eagle ， 平时 买 东西 非常 方便 。,1,giant eagle,捷安特鹰,,,,,,,,, 公寓 位于 centre&negley ， 对面 就是 捷安特鹰 ， 平时 买 东西 非常 方便 。,9,2,4,[0_ 1_ 4_ 5_ 9_ 10_ 11_ 12_ 13],[6_ 7],[2_ 3_ 8_ 14],,,,
1621, html 谢谢 关注 ！,1,html,短讯,,,,,,,,, 短讯 谢谢 关注 ！,2,1,1,[1_ 2],[0],[3],,,,
1622, 关于 地理 位置 的 好坏 ， 大家 可以 google 之 ， 总归 很 好 。,1,google,谷歌,,,,,,,,, 关于 地理 位置 的 好坏 ， 大家 可以 谷歌 之 ， 总归 很 好 。,11,1,3,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9_ 11_ 12_ 13],[8],[5_ 10_ 14],,,,
1623, html 联系 方式 ： pn-20 or em@75,2,html,短讯,or,或者,,,,,,, 短讯 联系 方式 ： pn-20 em@76,2,2,3,[1_ 2],[0_ 5],[3_ 4_ 6],,,,
1624, html 有 兴趣 的 请 联系 em@77,1,html,短讯,,,,,,,,, 短讯 有 兴趣 的 请 联系 em@77,5,1,1,[1_ 2_ 3_ 4_ 5],[0],[6],,,,
1625, 房屋 位置 ： 房子 在 cathedral mansion .,1,cathedral mansion,教堂,,,,,,,,, 房屋 位置 ： 房子 在 教堂,4,2,2,[0_ 1_ 3_ 4],[5_ 6],[2_ 7],,,,
1626, mozart 的 房子 ， 这个 公寓 在 匹兹堡 很 出名 ， 是 老牌 的 公寓 了 。,1,mozart,莫扎特,,,,,,,,, 莫扎特 的 房子 ， 这个 公寓 在 匹兹堡 很 出名 ， 是 老牌 的 公寓 了 。,13,1,3,[1_ 2_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15],[0],[3_ 10_ 16],,,,
1627, eagle 买 东西 ， 然后 再 回来 。,1,eagle,商场名,,,,,,,,, 商场名 买 东西 ， 然后 再 回来 。,5,1,2,[1_ 2_ 4_ 5_ 6],[0],[3_ 7],,,,
1628, 不用 单独 交 deposit 。,1,deposit,存款,,,,,,,,, 不用 单独 交 存款 。,3,1,1,[0_ 1_ 2],[3],[4],,,,
1629, 所以 白天 这个 家 基本上 是 all yours 。,1,all yours,你的,,,,,,,,, 所以 白天 这个 家 基本上 是 你的。,6,2,1,[0_ 1_ 2_ 3_ 4_ 5],[6_ 7],[8],,,,
1630, html 这 上面 有 照片 。,1,html,短讯,,,,,,,,, 短讯 这 上面 有 照片 。,4,1,1,[1_ 2_ 3_ 4],[0],[5],,,,
1631, 房间 是 这个 house 中 最 大 的 一 间 。,1,house,房子,,,,,,,,, 房间 是 这个 房子 中 最 大 的 一 间 。,9,1,1,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 9],[3],[10],,,,
1632, 我 的 email ： em@78,1,email,邮件,,,,,,,,, 我 的 邮件 ： em@78,2,1,2,[0_ 1],[2],[3_ 4],,,,
1633, 整个 apartment 有 四 个 卧室 ， 两 个 洗手间 。,1,apartment,公寓,,,,,,,,, 整个 公寓 有 四 个 卧室 ， 两 个 洗手间 。,8,1,2,[0_ 2_ 3_ 4_ 5_ 7_ 8_ 9],[1],[6_ 10],,,,
1634, html 可以 发 邮件 预约 看 房 ： em@79,1,html,短讯,,,,,,,,, 短讯 可以 发 邮件 预约 看 房 ： em@79,6,1,2,[1_ 2_ 3_ 4_ 5_ 6],[0],[7_ 8],,,,
1635, 你 也 可以 认为 他 是 一 个 living room 。,1,living room,客厅,,,,,,,,, 你 也 可以 认为 他 是 一 个 客厅 。,8,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7],[8_ 9],[10],,,,
1636, 你 找 房子 吧 赶快 接手 我 的 房子 顶 你 个 肺 still available 。,1,still available,招租,,,,,,,,, 你 找 房子 吧 赶快 接手 我 的 房子 顶 你 个 肺 招租 。,13,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[13_ 14],[15],,,,
1637, alex wrote : 顶 你 个 肺 still available 。,2,alex wrote,人名,still available,空闲,,,,,,, 人名顶 个 肺 空闲 。,4,4,2,[3_ 4_ 5_ 6],[0_ 1_ 7_ 8],[2_ 9],,,,
1638, house 是 上下 两 层 改造 成 的 apartment ， 出租 的 bedroom 位于 第二 层 。,3,house,房子,apartment,公寓,bedroom,卧室,,,,, 房子 是 上下 两 层 改造 成 的 公寓 ， 出租 的 卧室 位于 第二 层 。,12,3,2,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 10_ 11_ 13_ 14_ 15],[0_ 8_ 12],[9_ 16],,,,
1639, utility 四 个 人 share 。,2,utility,使用费,share,共享,,,,,,, 使用费 四 个 人 共享 。,3,2,1,[1_ 2_ 3],[0_ 4],[5],,,,
1640, 有 兴趣 的 请 联系 我 michelle em@80,1,michelle,米歇尔,,,,,,,,, 有 兴趣 的 请 联系 我 米歇尔 em@80,6,1,1,[0_ 1_ 2_ 3_ 4_ 5],[6],[7],,,,
1641, html 联系 电话 ： pn-21 ashley xu412-916-9653 grace zhange-mail : em@81,3,html,短讯,ashley,阿什利,grace,格莱斯,,,,, 短讯 联系 电话 ： pn-21 阿什利 xu412-916-9653 格莱斯zhange-mail : em@81,2,3,6,[1_ 2],[0_ 5_ 7],[3_ 4_ 6_ 8_ 9_ 10],,,,
1642, 现有 squirrel hill,1,squirrel hill,松鼠山,,,,,,,,, 现有松鼠山,1,2,0,[0],[1_ 2],[],,,,
1643, 有 兴趣 的 同学 请 text 412.,1,text,短讯,,,,,,,,, 有 兴趣 的 同学 请 短讯 412.,5,1,1,[0_ 1_ 2_ 3_ 4],[5],[6],,,,
1644, mozart 的 房子 ， 这个 公寓 在 匹兹堡 很 出名 ， 是 老牌 的 公寓 了 。,1,mozart,莫扎特,,,,,,,,, 莫扎特 的 房子 ， 这个 公寓 在 匹兹堡 很 出名 ， 是 老牌 的 公寓 了 。,13,1,3,[1_ 2_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15],[0],[3_ 10_ 16],,,,
1645, eagle 买 东西 ， 然后 再 回来 。,1,eagle,鹰,,,,,,,,, 鹰 买 东西 ， 然后 再 回来 。,5,1,2,[1_ 2_ 4_ 5_ 6],[0],[3_ 7],,,,
1646, tos_stream 联系 电话 ： pn-22 grace zhang pn-21 ashley xue-mail : em@82,2,grace zhang,格莱斯张,ashley,阿什利,,,,,,, tos_stream 联系 电话 ： pn-22 格莱斯张 pn-21 阿什利 xue-mail : em@82,2,3,7,[1_ 2],[5_ 6_ 8],[0_ 3_ 4_ 7_ 9_ 10_ 11],,,,
1647, 我 的 邮箱 是 gel em@83,1,gel,人名,,,,,,,,, 我 的 邮箱 是 人名 em@83,4,1,1,[0_ 1_ 2_ 3],[4],[5],,,,
1648, 会 续签 lease ， 保障 权利 。,1,lease,租契,,,,,,,,, 会 续签 租契 ， 保障 权利 。,4,1,2,[0_ 1_ 4_ 5],[2],[3_ 6],,,,
1649, 顶 一下 ~ 再 顶 ~ 这 是 一 个 和 bedroom 几乎 一样 的 living room ， 可以 给 有 兴趣 的 同学 看 实物 图 ~,2,bedroom,房间,living room,卧室,,,,,,, 顶 一下 ~ 再 顶 ~ 这 是 一 个 和 房间 几乎 一样 的 卧室 ， 可以 给 有 兴趣 的 同学 看 实物 图 ~,21,3,4,[0_ 1_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 12_ 13_ 14_ 18_ 19_ 20_ 21_ 22_ 23_ 24_ 25_ 26],[11_ 15_ 16],[2_ 5_ 17_ 27],,,,
1650, 有 兴趣 的 请 联系 cora ( em@84,1,cora,人名,,,,,,,,, 有 兴趣 的 请 联系 人名 ( em@84,5,1,2,[0_ 1_ 2_ 3_ 4],[5],[6_ 7],,,,
1651, 附近 交通 方便 ， shuttle ， escort 经过 。,2,shuttle,公交,escort,通勤,,,,,,, 附近 交通 方便 ， 公交 ， 通勤 经过 。,4,2,3,[0_ 1_ 2_ 7],[4_ 6],[3_ 5_ 8],,,,
1652, 房子 信息 ： 是 一 个 house ， 共 三 层 ， 一 层 是 客厅 ， 厨房 。,1,house,房子,,,,,,,,, 房子 信息 ： 是 一 个 房子 ， 共 三 层 ， 一 层 是 客厅 ， 厨房 。,13,1,5,[0_ 1_ 3_ 4_ 5_ 8_ 9_ 10_ 12_ 13_ 14_ 15_ 17],[6],[2_ 7_ 11_ 16_ 18],,,,
1653, 每 层 均 有 一 个 独立 卫生间 和 shower 。,1,shower,淋浴间,,,,,,,,, 每 层 均 有 一 个 独立 卫生间 和 淋浴间 。,9,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8],[9],[10],,,,
1654, 五 分钟 到 walnut 逛街 ；,1,walnut,坚果,,,,,,,,, 五 分钟 到 坚果 逛街 ；,4,1,1,[0_ 1_ 2_ 4],[3],[5],,,,
1655, 距离 购物 街 walnut street 两 个 block 。,2,walnut street,坚果街,block,街区,,,,,,, 距离 购物 街 坚果街两 个 街区 。,5,3,1,[0_ 1_ 2_ 5_ 6],[3_ 4_ 7],[8],,,,
1656, 联系 方式 ： 电话 ： pn-23 email ： em@85,1,email,邮件,,,,,,,,, 联系 方式 ： 电话 ： pn-23 邮件 ： em@85,3,1,5,[0_ 1_ 3],[6],[2_ 4_ 5_ 7_ 8],,,,
1657, 请 email lana em@86,1,email lana,给lana发邮件,,,,,,,,, 请 em@87,1,2,1,[0],[1_ 2],[3],,,,
1658, 房间 比较 小 ， full-size 的 床 可以 放下 ， 不过 现在 的 床 是 twin 的 。,1,twin,姐妹,,,,,,,,, 房间 比较 小 ，姐妹 的 床 可以 放下 ， 不过 现在 的 床 是 twin 的 。,13,1,4,[0_ 1_ 2_ 5_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 16],[15],[3_ 4_ 9_ 17],,,,
1659, 公寓 在 walnut street 和 shady ave .,2,walnut street,坚果街,shady ave,阴影街,,,,,,, 公寓 在 坚果街 和 阴影街 .,3,4,1,[0_ 1_ 4],[2_ 3_ 5_ 6],[7],,,,
1660, 去 downtown 和 waterfront 都 很 方便 。,2,downtown,市中心,waterfront,前水,,,,,,, 去 市中心 和 前水 都 很 方便 。,5,2,1,[0_ 2_ 4_ 5_ 6],[1_ 3],[7],,,,
1661, escort 可以 到 murray 桥头 。,2,escort,通勤,murray,穆勒,,,,,,, 通勤 可以 到 穆勒 桥头 。,3,2,1,[1_ 2_ 4],[0_ 3],[5],,,,
1662, 两 个 full bath 洗澡 不 会 挤 。,1,full bath,洗澡间,,,,,,,,, 两 个 洗澡间洗澡 不 会 挤 。,6,2,1,[0_ 1_ 4_ 5_ 6_ 7],[2_ 3],[8],,,,
1663, google map 还是 比较 准确 的 。,1,google map,谷歌地图,,,,,,,,, 谷歌地图还是 比较 准确 的 。,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,
1664, 晚上 回家 还 可以 做 escort 。,1,escort,通勤,,,,,,,,, 晚上 回家 还 可以 做 通勤 。,5,1,1,[0_ 1_ 2_ 3_ 4],[5],[6],,,,
1665, 一 楼 ， one bedroom ， one living room .,2,one bedroom,单人间,one living room,客厅,,,,,,, 一 楼 ， 单人间，客厅,2,5,3,[0_ 1],[3_ 4_ 6_ 7_ 8],[2_ 5_ 9],,,,
1666, the price : 公寓 出价 两 人 住 的 one bedroom one living room 是 $1100 .,2,the price,价格,one bedroom one living room,,单人间和客厅,,,,,, 价格 : 公寓 出价 两 人 住 的 单人间和客厅 是 $1100 .,7,7,3,[3_ 4_ 5_ 6_ 7_ 8_ 14],[0_ 1_ 9_ 10_ 11_ 12_ 13],[2_ 15_ 16],,,,
1667, 我 的 房间 是 这个 house 中 最 大 的 一 间 。,1,house,房子,,,,,,,,, 我 的 房间 是 这个 房子 中 最 大 的 一 间 。,11,1,1,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11],[5],[12],,,,
1668, 我 的 email ： em@78,1,email,邮件,,,,,,,,, 我 的 邮件 ： em@78,2,1,2,[0_ 1],[2],[3_ 4],,,,
1669, 两 房 中 的 一 房 现在 出租 ， 月 租$450 加 utility 。,1,utility,使用,,,,,,,,, 两 房 中 的 一 房 现在 出租 ， 月 租$450 加 使用 。,10,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 9_ 11],[12],[8_ 10_ 13],,,,
1670, 房子 信息 如下 ： 位置 : squirrel hill.,1,squirrel,松鼠山,,,,,,,,, 房子 信息 如下 ： 位置 : 松鼠山,4,1,3,[0_ 1_ 2_ 4],[6],[3_ 5_ 7],,,,
1671, 在 和 murray ave 交界 的 地方 ， 离 学校 1.,1,murray ave,穆勒街,,,,,,,,, 穆勒街 交界 的 地方 ， 离 学校 1.,7,2,2,[0_ 1_ 4_ 5_ 6_ 8_ 9],[2_ 3],[7_ 10],,,,
1672, 独立 两 层 house 。,1,house,房子,,,,,,,,, 独立 两 层房子。,3,1,1,[0_ 1_ 2],[3],[4],,,,
1673, 刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 family 很 安静 ， 也 很 安全 。,1,family,家庭,,,,,,,,, 刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 家庭 很 安静 ， 也 很 安全 。,23,1,5,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 12_ 13_ 14_ 16_ 17_ 18_ 19_ 20_ 22_ 23_ 25_ 26_ 27],[21],[4_ 11_ 15_ 24_ 28],,,,
1674, 联系 方式 ： email : rhys.,1,email,邮件,,,,,,,,, 联系 方式 ： 邮件 : rhys.,2,1,3,[0_ 1],[3],[2_ 4_ 5],,,,
1675, 健身房 （ 带 空调 跟 电视 ， 一般 很少 人 用 ， 很 free ） ；,1,free,免费,,,,,,,,, 健身房 （ 带 空调 跟 电视 ， 一般 很少 人 用 ， 很 免费 ） ；,10,1,5,[0_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 12],[13],[1_ 6_ 11_ 14_ 15],,,,
1676, if you have any questions ， feel free to send me email in 中文 to em@88,3,if you have any questions,有问题,feel free to send me email in,邮件咨询,to,至,,,,, 有问题邮件咨询至,1,13,2,[13],[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 14],[5_ 15],,,,
1677, 匹 大 的 学生 公寓 college garden ， 很 方便 的 maintenance service 。,2,college garden,大学花园,maintenance service,修理,,,,,,, 匹 大 的 学生 公寓 大学花园 ， 很 方便 的 修理。,8,4,2,[0_ 1_ 2_ 3_ 4_ 8_ 9_ 10],[5_ 6_ 11_ 12],[7_ 13],,,,
1678, 有 on street parking ， 也 有 室内 停车 （ 收费 ） 。,1,on street parking,街边停车,,,,,,,,, 有 街边停车， 也 有 室内 停车 （ 收费 ） 。,6,3,4,[0_ 5_ 6_ 7_ 8_ 10],[1_ 2_ 3],[4_ 9_ 11_ 12],,,,
1679, 还 没有 尝试 用 easy recovery 软件 ， 听说 软件 层面 很 难 恢复 求 高手 帮忙 恢复 硬盘 ！,1,easy recovery,还原,,,,,,,,, 还 没有 尝试 用还原 软件 ， 听说 软件 层面 很 难 恢复 求 高手 帮忙 恢复 硬盘 ！,16,2,2,[0_ 1_ 2_ 3_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18],[4_ 5],[7_ 19],,,,
1680, 地段 好 ， 前面 就 有 giant eagle 超市 。,1,giant eagle,捷安特鹰,,,,,,,,, 地段 好 ， 前面 就 有 捷安特鹰 超市 。,6,2,2,[0_ 1_ 3_ 4_ 5_ 8],[6_ 7],[2_ 9],,,,
1681, 因为 是 学校 的 房产 ， 所以 你 必须 跟 学校 的 property management 签 合同 及 付 押金 。,1,property management,资产管理,,,,,,,,, 因为 是 学校 的 房产 ， 所以 你 必须 跟 学校 的 资产管理 签 合同 及 付 押金 。,16,2,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11_ 14_ 15_ 16_ 17_ 18],[12_ 13],[5_ 19],,,,
1682, 我们 共同 share 的 公共 区域 希望 能 保持 卫生 。,1,share,共享,,,,,,,,, 我们 共同 共享 的 公共 区域 希望 能 保持 卫生 。,9,1,1,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 8_ 9],[2],[10],,,,
1683, 房子 信息 如下 ： 位置 : squirrel hill.,1,squirrel,松鼠山,,,,,,,,, 房子 信息 如下 ： 位置 :松鼠山,4,1,3,[0_ 1_ 2_ 4],[6],[3_ 5_ 7],,,,
1684, 在 和 murray ave 交界 的 地方 ， 离 学校 1.,1,murray ave,穆勒街,,,,,,,,, 在 和 穆勒街 交界 的 地方 ， 离 学校 1.,7,2,2,[0_ 1_ 4_ 5_ 6_ 8_ 9],[2_ 3],[7_ 10],,,,
1685, 独立 两 层 house 。,1,house,房子,,,,,,,,, 独立 两 层 房子 。,3,1,1,[0_ 1_ 2],[3],[4],,,,
1686, 刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 family 很 安静 ， 也 很 安全 。,1,family,家庭,,,,,,,,, 刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 家庭 很 安静 ， 也 很 安全 。,23,1,5,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 12_ 13_ 14_ 16_ 17_ 18_ 19_ 20_ 22_ 23_ 25_ 26_ 27],[21],[4_ 11_ 15_ 24_ 28],,,,
1687, 房子 信息 如下 ： 位置 : north oakland.,1,north,北,,,,,,,,, 房子 信息 如下 ： 位置 : 北,4,1,3,[0_ 1_ 2_ 4],[6],[3_ 5_ 7],,,,
1688, 独立 house 。,1,house,房子,,,,,,,,, 独立 房子 。,1,1,1,[0],[1],[2],,,,
1689, 一 间 大 房间 出租 ， 有 家具 ， 超大 closet 。,1,closet,衣橱,,,,,,,,, 一 间 大 房间 出租 ， 有 家具 ， 超大 衣橱。,8,1,3,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9],[10],[5_ 8_ 11],,,,
1690, 一 个 月 $500 ， 一 年 lease .,1,lease,租约,,,,,,,,, 一 个 月 $500 ， 一 年 租约 .,5,1,3,[0_ 1_ 2_ 5_ 6],[7],[3_ 4_ 8],,,,
1691, 1-3 个 bedroom 均可 。,1,bedroom,房间,,,,,,,,, 1-3 个 房间 均可 。,2,1,2,[1_ 3],[2],[0_ 4],,,,
1692, 有 需要 roommate 的 也 可以 联系 我 。,1,roommate,室友,,,,,,,,, 有 需要 室友 的 也 可以 联系 我 。,7,1,1,[0_ 1_ 3_ 4_ 5_ 6_ 7],[2],[8],,,,
1693, 大家 都 是 学生 ， 要 住 的 话 lease 啥 的 都 可以 给 你们 看 。,1,lease,租约,,,,,,,,, 大家 都 是 学生 ， 要 住 的 话 租约 啥 的 都 可以 给 你们 看 。,15,1,2,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15_ 16],[9],[4_ 17],,,,
1694, （ 已 无效 ） 是 一 个 两 室 一 厅 的 apartment ， 两 个 房间 已 有 人 住 ， 现出 租 客厅 。,1,apartment,公寓,,,,,,,,, （ 已 无效 ） 是 一 个 两 室 一 厅 的 公寓 ， 两 个 房间 已 有 人 住 ， 现出 租 客厅 。,20,1,5,[1_ 2_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 14_ 15_ 16_ 17_ 18_ 19_ 20_ 22_ 23_ 24],[12],[0_ 3_ 13_ 21_ 25],,,,
1695, 一 间 大 房间 出租 ， 有 家具 ， 超大 closet 。,1,closet,衣橱,,,,,,,,, 一 间 大 房间 出租 ， 有 家具 ， 超大 衣橱 。,8,1,3,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9],[10],[5_ 8_ 11],,,,
1696, 一 个 月 $500 ， 一 年 lease .,1,lease,租约,,,,,,,,, 一 个 月 $500 ， 一 年 租约 .,5,1,3,[0_ 1_ 2_ 5_ 6],[7],[3_ 4_ 8],,,,
1698, 我 的 邮箱 francis em@89,1,francis,人名,,,,,,,,, 我 的 邮箱 人名 em@89,3,1,1,[0_ 1_ 2],[3],[4],,,,
1699, apt 在 centre ave 上 。,2,apt,公寓,centre ave,中央街,,,,,,, 公寓 在 中央街上 。,2,3,1,[1_ 4],[0_ 2_ 3],[5],,,,
1700, 如果 有 兴趣 的 可以 email 我 ： em@90,1,email,邮件,,,,,,,,, 如果 有 兴趣 的 可以 邮件 我 ： em@90,6,1,2,[0_ 1_ 2_ 3_ 4_ 6],[5],[7_ 8],,,,
