SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,,
743, 下面 是 自己 对 这个 apartment 的 一些 总结 。,1,apartment,公寓,,,,,,,,, 下面 是 自己 对 这个 公寓 的 一些 总结 。,8,1,1,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8],[5],[9],,,,,
744, oakland 的 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 好 房 您 不 能 错过 ！,7,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7],[0],[8],,,,,
745, 房租 每 月 $2500 ， 房租 不 包括 utilities （ 水 / 电 / 气 ） 。,1,utilities,水电气,,,,,,,,, 房租 每 月 $2500 ， 房租 不 包括水电气 （ 水 / 电 / 气 ） 。,9,1,7,[0_ 1_ 2_ 5_ 6_ 7_ 10_ 12_ 14],[8],[3_ 4_ 9_ 11_ 13_ 15_ 16],,,,,
746, 房租 不 包括 utilities （ 水 / 电 / 气 ） 。,1,utilities,水电气,,,,,,,,, 房租 不 包括水电气 （ 水 / 电 / 气 ） 。,6,1,5,[0_ 1_ 2_ 5_ 7_ 9],[3],[4_ 6_ 8_ 10_ 11],,,,,
747, 房租 $600 / 月 ， all utility included （ i.,1,all utility included,水电气,,,,,,,,, 房租 $600 / 月  ，包括所有水电气费用（ i.,2,3,5,[0_ 3],[5_ 6_ 7],[1_ 2_ 4_ 8_ 9],,,,,
748, 如 有 兴趣 请 电子邮件 ： em@32,1,email,电子邮件,,,,,,,,, 如 有 兴趣 请 电子邮件 ： em@32,4,1,2,[0_ 1_ 2_ 3],[4],[5_ 6],,,,,
749, 地址 ： 松 鼠 山 bartlett st ， giant eagle 后面 。,2,bartlett st,巴洛特街,giant eagle,大老鹰,,,,,,, 地址 ： 松 鼠 山巴洛特街， 大老鹰 后面 。,5,4,3,[0_ 2_ 3_ 4_ 10],[5_ 6_ 8_ 9],[1_ 7_ 11],,,,,
750, 联系 方式 ： call : 412-901-7283e-mail : em@33,1,call,拨电话,,,,,,,,, 联系 方式 ：电话: pn-16 电子邮箱l : em@33,2,1,5,[0_ 1],[3],[2_ 4_ 5_ 6_ 7],,,,,
751, manager 联系 方式 ：,1,manager,经理,,,,,,,,, 经理 联系 方式 ：,2,1,1,[1_ 2],[0],[3],,,,,
752, lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,1,lebanon,黎巴嫩,,,,,,,,, 黎巴嫩， 该 区 高中 在 滨州 公立 排名 第九 。,8,1,2,[2_ 3_ 4_ 5_ 6_ 7_ 8_ 9],[0],[1_ 10],,,,,
753, 去 超市 也 很 方便 ， giant eagle ， target ， trader joe ' s 均 公交 直达 。,4,giant eagle,大老鹰,target,塔吉特,trader joe,缺德舅,s,s,,, 去 超市 也 很 方便 ， 大老鹰 ， 塔吉特 ， 缺德舅 均 公交 直达 。,8,6,5,[0_ 1_ 2_ 3_ 4_ 15_ 16_ 17],[6_ 7_ 9_ 11_ 12_ 14],[5_ 8_ 10_ 13_ 18],,,,,
754, 请 联系 我 ： jenny em@34,1,jenny,杰尼,,,,,,,,, 请 联系 我 ： jenny em@34,3,1,2,[0_ 1_ 2],[4],[3_ 5],,,,,
755, 房东 人 很 nice 。,1,nice,好,,,,,,,,, 房东 人 很 好。,3,1,1,[0_ 1_ 2],[3],[4],,,,,
756, 步行 到 匹 大 课室 、 图书馆 和 cafeteria 都 只 需 几 分钟 。,1,cafeteria,自助餐厅,,,,,,,,, 步行 到 匹 大 课室 、 图书馆 和自助餐厅都 只 需 几 分钟 。,12,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9_ 10_ 11_ 12_ 13],[8],[5_ 14],,,,,
757, 去 centre ave 上 的 giant eagle 也 只 需要 十 分钟 左右 。,2,centre ave,中街,giant eagle,大老鹰,,,,,,, 去 中街 上 的 大老鹰 也 只 需要 十 分钟 左右 。,9,4,1,[0_ 3_ 4_ 7_ 8_ 9_ 10_ 11_ 12],[1_ 2_ 5_ 6],[13],,,,,
758, 本人 来自 沈阳 ， 在 public health school 。,1,public health school,公立健康学校,,,,,,,,, 本人 来自 沈阳 ， 在 公立健康学校 。,4,3,2,[0_ 1_ 2_ 4],[5_ 6_ 7],[3_ 8],,,,,
759, 十 分钟 步行 至 walnut st,1,walnut st,核桃街,,,,,,,,, 十 分钟 步行 至 核桃街,4,2,1,[1_ 2_ 3_ 4],[5_ 6],[0],,,,,
760, 下面 是 自己 对 这个 apartment 的 一些 总结 。,1,apartment,公寓,,,,,,,,, 下面 是 自己 对 这个公寓 的 一些 总结 。,8,1,1,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8],[5],[9],,,,,
761, 公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,1,may flower,五月花,,,,,,,,, 公寓 五月花是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,18,2,3,[0_ 3_ 4_ 5_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15_ 17_ 18_ 19_ 20_ 21],[1_ 2],[9_ 16_ 22],,,,,
762, 具体 email 沟通 em@35,1,email,电子邮件,,,,,,,,, 具体 电子邮件 沟通 em@35,2,1,1,[0_ 2],[1],[3],,,,,
763, apartment 周边 环境 安静 ， 治安 也 比较 好 。,1,apartment,公寓,,,,,,,,, 公寓 周边 环境 安静 ， 治安 也 比较 好 。,7,1,2,[1_ 2_ 3_ 5_ 6_ 7_ 8],[0],[4_ 9],,,,,
764, 这个 studio 在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,1,studio,工作室,,,,,,,,, 这个工作室在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,13,1,4,[0_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 12_ 13_ 15_ 16],[1],[5_ 11_ 14_ 17],,,,,
765, 独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 studio 。,1,studio,工作室,,,,,,,,, 独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 工作室 。,13,1,3,[0_ 1_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[15],[2_ 6_ 16],,,,,
766, 联系 方式 ： email : em@36,1,email,电子邮件,,,,,,,,, 联系 方式 ： 电子邮件 : em@36,2,1,3,[0_ 1],[3],[2_ 4_ 5],,,,,
767, chesterfield road 出租 卧室 二 间 $330 / 月,1,chesterfield road,切斯特菲尔德路,,,,,,,,, 切斯特菲尔德路 出租 卧室 二 间 $330 / 月,5,2,2,[2_ 3_ 4_ 5_ 8],[0_ 1],[6_ 7],,,,,
768, 免费 室外 停车 ， 收费 室内 garage,1,garage,车库,,,,,,,,, 免费 室外 停车 ， 收费 室内 车库,5,1,1,[0_ 1_ 2_ 4_ 5],[6],[3],,,,,
769, house 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,1,house,住宅,,,,,,,,, 独栋住宅 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,9,1,2,[1_ 2_ 3_ 5_ 6_ 7_ 8_ 9_ 10],[0],[4_ 11],,,,,
770, 公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多 studio 都 是 开放 厨房 ) .,1,studio,工作室,,,,,,,,, 公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多工作室都 是 开放 厨房 ) .,26,1,7,[0_ 1_ 2_ 3_ 5_ 6_ 8_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 18_ 20_ 21_ 22_ 23_ 24_ 26_ 28_ 29_ 30_ 31],[27],[4_ 7_ 12_ 19_ 25_ 32_ 33],,,,,
771, 电话 ： pn-17 ， email em@12,1,email,电子邮件,,,,,,,,, 电话 ： pn-17 ， 电子邮件 em@12,1,1,4,[0],[4],[1_ 2_ 3_ 5],,,,,
772, 出门 走 一 分钟 不到 就 有 81-83 bus 。,1,bus,公交,,,,,,,,, 出门 走 一 分钟 不到 就 有 81-83 公交 。,7,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 6],[8],[7_ 9],,,,,
773, leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,2,leasing office,负责租赁的办公室,lobby,大厅,,,,,,, 负责租赁的办公室就 在大厅 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,15,3,3,[2_ 3_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19],[0_ 1_ 4],[5_ 10_ 20],,,,,
774, 公寓 里 自 配 独立 卫生间 ， closet ， 厨房 ， 非常 方便 ~,1,closet,衣橱,,,,,,,,, 公寓 里 自 配 独立 卫生间 ， 衣橱 ， 厨房 ， 非常 方便 ~,9,1,4,[0_ 1_ 2_ 3_ 4_ 5_ 9_ 11_ 12],[7],[6_ 8_ 10_ 13],,,,,
775, 本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 living room ！,1,living room,客厅,,,,,,,,, 本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 客厅 ！,20,2,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 15_ 16_ 17_ 18_ 19_ 20_ 21],[22_ 23],[7_ 14_ 24],,,,,
776, conditions : 三 层 house 里面 最 大 的 一 间 卧室 。,2,conditions,情况,house,住宅,,,,,,, 情况 : 三 层独栋住宅 里面 最 大 的 一 间 卧室 。,9,2,2,[2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 11],[0_ 4],[1_ 12],,,,,
777, 二 层 是 三 个 卧室 和 一 间 bathroom 。,1,bathroom,浴室,,,,,,,,, 二 层 是 三 个 卧室 和 一 间 浴室。,9,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8],[9],[10],,,,,
778, 两 位 非常 nice 的 男生 ， 分别 为 pitt 和 duquesne 研究生 。,3,nice,好,pitt,匹兹堡大学,duquesne,杜肯,,,,, 两 位 非常好 的 男生 ， 分别 为匹兹堡大学 和 杜肯大学研究生 。,9,3,2,[0_ 1_ 2_ 4_ 5_ 7_ 8_ 10_ 12],[3_ 9_ 11],[6_ 13],,,,,
779, 别 说 自己 没 天赋 ， have fun 不 需要 天赋 !,1,have fun,娱乐,,,,,,,,, 别 说 自己 没 天赋 ， 娱乐 不 需要 天赋 !,8,2,2,[0_ 1_ 2_ 3_ 4_ 8_ 9_ 10],[6_ 7],[5_ 11],,,,,
780, 往返 匹 大 cathedral of learning,1,cathedral of learning,学习大教堂,,,,,,,,, 往返 匹 大 学习大教堂,3,3,0,[0_ 1_ 2],[3_ 4_ 5],[],,,,,
781, oakland 住 有 一 年 了 ， 经常 凌晨 走路 回家 ， 都 没 问题 的,1,oakland,奥克兰,,,,,,,,, 奥克兰 住 有 一 年 了 ， 经常 凌晨 走路 回家 ， 都 没 问题 的,13,1,2,[1_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 12_ 13_ 14_ 15],[0],[6_ 11],,,,,
782, （ 我 的 这个 房间 是 没有 阳台 的 （ balcony ） ）,1,balcony,阳台,,,,,,,,, （ 我 的 这个 房间 是 没有 阳台 的 （ 阳台 ） ）,8,1,4,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8],[10],[0_ 9_ 11_ 12],,,,,
783, 公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多 studio 都 是 开放 厨房 ) .,1,studio,工作室,,,,,,,,, 公寓 位于 五 楼 ， 采光 良好 ， 公寓 空间 很 大 ， 有 独立 的 卫生间 更衣 间 ， 和 完全 分离 的 厨房 ( 很多 工作室 都 是 开放 厨房 ) .,26,1,7,[0_ 1_ 2_ 3_ 5_ 6_ 8_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 18_ 20_ 21_ 22_ 23_ 24_ 26_ 28_ 29_ 30_ 31],[27],[4_ 7_ 12_ 19_ 25_ 32_ 33],,,,,
784, 购物 轻松 ， 从 公寓 步行 五 分钟 大 超市 giant eagle ， whole foods 。,2,giant eagle,大老鹰,whole foods,全食,,,,,,, 购物 轻松 ， 从 公寓 步行 五 分钟 大 超市 大老鹰 ，全食 。,9,4,3,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 8_ 9],[10_ 11_ 13_ 14],[2_ 12_ 15],,,,,
785, 提供 免费 的 street parking 和 便宜 的 室内 车库 。,1,street parking,路边停车,,,,,,,,, 提供 免费 的 路边停车 和 便宜 的 室内 车库 。,8,2,1,[0_ 1_ 2_ 5_ 6_ 7_ 8_ 9],[3_ 4],[10],,,,,
786, 卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,2,closet,衣橱,closet,衣橱,,,,,,, 卧室 内 一 个 衣橱 ， 客厅 另 有 一 个 壁橱 。,9,2,2,[0_ 1_ 2_ 3_ 6_ 7_ 8_ 9_ 10],[4_ 11],[5_ 12],,,,,
787, 因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 faculty 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,1,faculty,员工,,,,,,,,, 因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 员工 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,21,1,3,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 17_ 18_ 19_ 20_ 21_ 22_ 23],[13],[5_ 16_ 24],,,,,
788, college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,2,college garden,学校花园,pitt,匹兹堡大学,,,,,,, 学校花园 公寓 属于 匹兹堡大学 学校 资产 并由 学校 负责 管理 与 维护 。,10,3,1,[2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[0_ 1_ 4],[13],,,,,
789, 现有 独立 的 一 间 bedroom 出租 ， 在 mayflower 公寓 ， 属于 匹 大 的 房子 ， 在 north oakland 。,3,bedroom,卧室,mayflower,五月花,north oakland,北奥克兰,,,,, 现有 独立 的 一 间 卧室 出租 ， 在 五月花 公寓 ， 属于 匹 大 的 房子 ， 在 北奥克兰。,14,4,4,[0_ 1_ 2_ 3_ 4_ 6_ 8_ 10_ 12_ 13_ 14_ 15_ 16_ 18],[5_ 9_ 19_ 20],[7_ 11_ 17_ 21],,,,,
790, 每 月 租金 $450 ， 包括 所有 utility （ 水 ， 电 ， 气 ， 暖气 ） 和 网络 。,1,utility,水电气,,,,,,,,, 每 月 租金 $450 ， 包括 所有水电气（ 水 ， 电 ， 气 ， 暖气 ） 和 网络 。,11,1,8,[0_ 1_ 2_ 5_ 6_ 9_ 11_ 13_ 15_ 17_ 18],[7],[3_ 4_ 8_ 10_ 12_ 14_ 16_ 19],,,,,
791, 房子 距离 pitt 各 大 学院 都 非常 近 。,1,pitt,匹兹堡大学,,,,,,,,, 房子 距离 匹兹堡大学各 大 学院 都 非常 近 。,8,1,1,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 8],[2],[9],,,,,
792, female only ， 有意 请 联系 我 。,1,female only,仅限女生,,,,,,,,, 仅限女生， 有意 请 联系 我 。,4,2,2,[3_ 4_ 5_ 6],[0_ 1],[2_ 7],,,,,
793, phone : pn-18 请 短信 ( prefer ),2,phone,电话,prefer,比较喜欢,,,,,,, 电话 : pn-18 请 短信 (更加倾向),2,2,4,[3_ 4],[0_ 6],[1_ 2_ 5_ 7],,,,,
794, 首先 是 容易 找到 month to month 的 一 月 付 房租 。,1,month to month,月到月,,,,,,,,, 首先 是 容易 找到月到月的 一 月 付 房租 。,9,3,1,[0_ 1_ 2_ 3_ 7_ 8_ 9_ 10_ 11],[4_ 5_ 6],[12],,,,,
795, 访 学 的 同学 没 听说 谁 不 签 一 年 lease 就 找 不 到 房子 住 马路 的 。,1,lease,合同,,,,,,,,, 访 学 的 同学 没 听说 谁 不 签 一 年合同就 找 不 到 房子 住 马路 的 。,19,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19],[11],[20],,,,,
796, 家具 齐全 ， queen size 席梦思 大 床 ， 提包 入住 。,1,queen size,大号尺寸的,,,,,,,,, 家具 齐全 ，大号尺寸的 席梦思 大 床 ， 提包 入住 。,7,2,3,[0_ 1_ 5_ 6_ 7_ 9_ 10],[3_ 4],[2_ 8_ 11],,,,,
797, 另 所 有 utility 全 包 。,1,utility,水电气,,,,,,,,, 另 所 有 水电气 全 包 。,5,1,1,[0_ 1_ 2_ 4_ 5],[3],[6],,,,,
798, 另 据 walnut street 几 分钟 步行 距离 ， 吃喝 方便 。,1,walnut street,核桃街,,,,,,,,, 另 据 核桃街 几 分钟 步行 距离 ， 吃喝 方便 。,8,2,2,[0_ 1_ 4_ 5_ 6_ 7_ 9_ 10],[2_ 3],[8_ 11],,,,,
799, 要求 ： 附近 好 停车 ， house 和 apartment 都 可以 ， 月 总 费用 在 $600 以下 。,2,house,住宅,apartment,公寓,,,,,,, 要求 ： 附近 好 停车 ， 独栋住宅 和 公寓都 可以 ， 月 总 费用 在 $600 以下 。,12,2,5,[0_ 2_ 3_ 4_ 7_ 9_ 10_ 12_ 13_ 14_ 15_ 17],[6_ 8],[1_ 5_ 11_ 16_ 18],,,,,
800, 公寓 内 有 gym ， recreational room ， 夏天 有 游泳池,2,gym,体育馆,recreational room,娱乐室,,,,,,, 公寓 内 有 体育馆 ，娱乐室 ， 夏天 有 游泳池,6,3,2,[0_ 1_ 2_ 8_ 9_ 10],[3_ 5_ 6],[4_ 7],,,,,
801, 相当于 免 了 半 个 月 的 房租 ~ 包 水 和 trash ， 免费 停车,1,trash,垃圾,,,,,,,,, 相当于 免 了 半 个 月 的 房租 ~ 包 水 和 垃圾， 免费 停车,13,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11_ 14_ 15],[12],[8_ 13],,,,,
802, 同时 也 靠近 fifth ave ， 交通 十分 方便 。,1,fifth ave,五街,,,,,,,,, 同时 也 靠近五街， 交通 十分 方便 。,6,2,2,[0_ 1_ 2_ 6_ 7_ 8],[3_ 4],[5_ 9],,,,,
803, 非常 方便 ， center 上 就 有 个 giant eagle .,2,center,中心,giant eagle,大老鹰,,,,,,, 非常 方便 ， 中心 上 就 有 个 大老鹰 .,6,3,2,[0_ 1_ 4_ 5_ 6_ 7],[3_ 8_ 9],[2_ 10],,,,,
804, 非常 方便 ， center 上 就 有 个 giant eagle .,2,center,中心,giant eagle,大老鹰,,,,,,, 非常 方便 ，中心上 就 有 个 大老鹰 .,6,3,2,[0_ 1_ 4_ 5_ 6_ 7],[3_ 8_ 9],[2_ 10],,,,,
805, 非常 适合 读 summer 但 没有 宿舍 住 的 匹 大学生 和 初 到 匹兹堡 的 任何 学者 ！,1,summer,暑校,,,,,,,,, 非常 适合 读 暑校但 没有 宿舍 住 的 匹 大学生 和 初 到 匹兹堡 的 任何 学者 ！,17,1,1,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17],[3],[18],,,,,
806, 步行 到 匹 大 课室 、 图书馆 和 cafeteria 都 只 需 几 分钟 。,1,cafeteria,自助餐厅,,,,,,,,, 步行 到 匹 大 课室 、 图书馆 和自助餐厅都 只 需 几 分钟 。,12,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9_ 10_ 11_ 12_ 13],[8],[5_ 14],,,,,
807, 之后 可以 和 公司 再 签 下 一 年 的 lease 。,1,lease,合同,,,,,,,,, 之后 可以 和 公司 再 签 下 一 年 的合同 。,10,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9],[10],[11],,,,,
808, 详情 ： 独立 厨房 ， 室内 居住 面积 非常 大 ， 大 closet 两 个 。,1,closet,衣橱,,,,,,,,, 详情 ： 独立 厨房 ， 室内 居住 面积 非常 大 ， 大 衣橱 两 个 。,11,1,4,[0_ 2_ 3_ 5_ 6_ 7_ 8_ 9_ 11_ 13_ 14],[12],[1_ 4_ 10_ 15],,,,,
809, 家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住 。,1,queen size bed,大号尺寸的床,,,,,,,,, 家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， 大号尺寸的床 ， 配置 齐全 ， 拎包 入住 。,10,3,8,[0_ 1_ 3_ 5_ 7_ 9_ 15_ 16_ 18_ 19],[11_ 12_ 13],[2_ 4_ 6_ 8_ 10_ 14_ 17_ 20],,,,,
810, 免费 室外 停车 ， 收费 室内 garage,1,garage,车库,,,,,,,,, 免费 室外 停车 ， 收费 室内车库,5,1,1,[0_ 1_ 2_ 4_ 5],[6],[3],,,,,
811, 地点 ： atwood street,1,atwood street,艾特伍德街,,,,,,,,, 地点 ：艾特伍德街,1,2,1,[0],[2_ 3],[1],,,,,
812, 如 有 兴趣 ， 请 email : em@37,1,email,电子邮件,,,,,,,,, 如 有 兴趣 ， 请 发电子邮件: em@37,4,1,3,[0_ 1_ 2_ 4],[5],[3_ 6_ 7],,,,,
813, 地点 ： atwood street,1,atwood street,艾特伍德街,,,,,,,,, 地点 ：艾特伍德街,1,2,1,[0],[2_ 3],[1],,,,,
814, 有意 的 同学 请 email 联系 我 。,1,email,电子邮件,,,,,,,,, 如 有 兴趣 ， 请 发电子邮件 : em@37,6,1,1,[0_ 1_ 2_ 3_ 5_ 6],[4],[7],,,,,
815, up up up up 来自 : 微 社区,1,up up up up,顶顶顶顶,,,,,,,,, 顶顶顶顶来自 : 微 社区,3,4,1,[4_ 6_ 7],[0_ 1_ 2_ 3],[5],,,,,
816, 联系 电话 or text ： 412-6518342 jane,2,or text,或者短信,jane,简,,,,,,, 联系 电话 或者短信 ： 412-6518342 jane,2,3,2,[0_ 1],[2_ 3_ 6],[4_ 5],,,,,
817, 现在 出租 该 house 三 层 的 三 件 卧室 中 的 一 间 。,1,house,住宅,,,,,,,,, 现在 出租 该独栋住宅 三 层 的 三 件 卧室 中 的 一 间 。,13,1,1,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13],[3],[14],,,,,
818, 房间 有 一 个 queen size 的 床 还 有 一 个 写字 桌 。,1,queen size,大号尺寸的,,,,,,,,, 房间 有 一 个 大号尺寸的 的 床 还 有 一 个 写字 桌 。,12,2,1,[0_ 1_ 2_ 3_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13],[4_ 5],[14],,,,,
819, apartment 是 一 个 house 的 第二 层 ， 一共 有 三 层,2,apartment,公寓,house,,,,,,,, 公寓 是 一 个 独栋住宅的 第二 层 ， 一共 有 三 层,10,2,1,[1_ 2_ 3_ 5_ 6_ 7_ 9_ 10_ 11_ 12],[0_ 4],[8],,,,,
820, 距离 audi 和 giant eagle 十 分钟 左右 。,2,audi,奥迪,giant eagle,大老鹰,,,,,,, 距离 奥迪 和 大老鹰 十 分钟 左右 。,5,3,1,[0_ 2_ 5_ 6_ 7],[1_ 3_ 4],[8],,,,,
821, 地点 最 好 靠近 bayard st 和 n craig st 交接 的 地方 ， 就是 走路 五 分钟 就 到 的 那 种 。,2,bayard st,拜亚迪街,n craig st,北克列戈街,,,,,,, 地点 最 好 靠近拜亚迪街和 北克列戈街 交接 的 地方 ， 就是 走路 五 分钟 就 到 的 那 种 。,17,5,2,[0_ 1_ 2_ 3_ 6_ 10_ 11_ 12_ 14_ 15_ 16_ 17_ 18_ 19_ 20_ 21_ 22],[4_ 5_ 7_ 8_ 9],[13_ 23],,,,,
822, 出租 匹 大 校外 学生 公寓 （ 隶属 匹兹堡 大学 ） 联系 电话 ： pn-19 【 summary 】 出租 隶属 匹兹堡 大学 off-campus 公寓 客厅 。,1,summary,摘要,,,,,,,,, 出租 匹 大 校外 学生 公寓 （ 隶属 匹兹堡 大学 ） 联系 电话 ： pn-19 【 摘要 】 出租 隶属 匹兹堡 大学 校外 公寓 客厅 。,17,1,8,[0_ 1_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 11_ 12_ 18_ 19_ 20_ 21_ 23_ 24],[16],[6_ 10_ 13_ 14_ 15_ 17_ 22_ 25],,,,,
823, 卧室 面积 足够 放下 full/queen 床 和 书桌 ， 卧室 内 有 一 个 closet ， 走道 有 一 个 walk-in closet 。,2,closet,衣橱,closet,衣橱,,,,,,, 卧室 面积 足够 放下 全尺寸偏大的床 和 书桌 ， 卧室 内 有 一 个 衣橱 ， 走道 有 一 个 进门 的壁橱 。,16,2,5,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 9_ 10_ 11_ 12_ 13_ 16_ 17_ 18_ 19],[14_ 21],[4_ 8_ 15_ 20_ 22],,,,,
824, college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,2,college garden,学校花园,pitt,匹兹堡大学,,,,,,, 学校花园公寓 属于 匹兹堡大学 学校 资产 并由 学校 负责 管理 与 维护 。,10,3,1,[2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[0_ 1_ 4],[13],,,,,
825, 已 添加 房间 照片 ， still available .,1,still available,依旧有效,,,,,,,,, 已 添加 房间 照片 ， 依旧有效.,4,2,2,[0_ 1_ 2_ 3],[5_ 6],[4_ 7],,,,,
826, 公寓 内 有 gym ， recreational room ， 夏天 有 游泳池,2,gym,体育馆,recreational room,娱乐室,,,,,,, 公寓 内 有 体育馆 ， 娱乐室 ， 夏天 有 游泳池,6,3,2,[0_ 1_ 2_ 8_ 9_ 10],[3_ 5_ 6],[4_ 7],,,,,
827, 天天 去 giant eagle 不 是 梦 ！,1,giant eagle,大老鹰,,,,,,,,, 天天 去 大老鹰 不 是 梦 ！,5,2,1,[0_ 1_ 4_ 5_ 6],[2_ 3],[7],,,,,
828, 周边 ： 附近 有 dollar general ， giant eagle market district 。,2,dollar general,达乐公司,giant eagle market district,大老鹰超市区,,,,,,, 周边 ： 附近 有 达乐公司， 大老鹰超市区。,3,6,3,[0_ 2_ 3],[4_ 5_ 7_ 8_ 9_ 10],[1_ 6_ 11],,,,,
829, 更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， utility 全 包 。,1,utility,水电气,,,,,,,,, 更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， 水电气全 包 。,12,1,8,[0_ 2_ 3_ 4_ 5_ 6_ 9_ 11_ 12_ 15_ 18_ 19],[17],[1_ 7_ 8_ 10_ 13_ 14_ 16_ 20],,,,,
830, 停车 有 很 大 的 garage 。,1,garage,车库,,,,,,,,, 停车 有 很 大 的 车库。,5,1,1,[0_ 1_ 2_ 3_ 4],[5],[6],,,,,
