word index,word form,pos-tag,head,dep rel,frequency,Surprisal
13,时间,NN,13,dobj,9.88E-16,3.555848
14,可,VV,16,aux:modal,1.43E-15,3.001836
15,商议,VV,13,conj,5.16E-18,4.950258
16,。,PU,3,punct,,1.149027
,,,,,,
PSU,135,,,,,
0,车,NN,2,compound:nn,1.90E-16,4.722855
1,厘红,NN,7,nsubj,,Infinity
2,是,VC,7,dep,1.98E-14,2.025023
3,不,AD,3,dep,8.49E-15,2.568168
4,是,VC,3,dep,1.98E-14,3.072737
5,比较,AD,7,advmod,8.65E-16,3.361425
6,吵,VV,0,root,1.11E-18,5.023704
,,,,,,
PSU,138,,,,,
0,帕克,NN,3,nsubj,1.65E-18,4.652567
1,克莱斯特,AD,3,advmod,,6.968827
2,属于,VV,0,root,2.52E-16,3.68498
3,村里,NN,5,compound:nn,1.37E-17,6.027836
4,性价比,NN,9,dep,2.80E-19,6.803387
5,很,AD,7,advmod,2.06E-15,4.024155
6,高,JJ,9,amod,1.12E-15,3.62658
7,的,DEG,7,case,1.12E-13,1.168541
8,小区,NN,3,dobj,2.04E-17,5.350997
9,，,PU,3,punct,,0.8166095
10,当时,NT,12,nmod:tmod,6.80E-16,2.843066
11,申请,VV,3,conj,2.38E-16,5.073422
12,也,AD,14,advmod,5.45E-15,2.946125
13,花,VV,12,ccomp,8.97E-17,4.17469
14,了,AS,14,aux:asp,1.80E-14,0.1710705
15,不少,CD,17,dep,1.09E-19,1.65746
16,时间,NN,18,compound:nn,9.88E-16,1.961065
17,功夫,NN,14,dobj,3.21E-17,6.378576
18,。,PU,3,punct,,1.039428
,,,,,,
PSU,139,,,,,
0,车,NN,4,nsubj,1.90E-16,4.722855
1,在,P,3,case,1.88E-14,2.083894
2,宾夕法尼亚,NR,4,nmod:prep,1.85E-18,4.28946
3,斯泰特,VV,0,root,,Infinity
4,克里奇,NN,4,dobj,,6.820245
5,。,PU,4,punct,,1.98174
,,,,,,
PSU,140,,,,,
0,帕克,AD,2,advmod,1.65E-18,4.652567
1,克莱斯特,VV,0,root,,6.968827
2,优先,NN,2,dobj,7.56E-17,5.11364
3,！,PU,2,punct,,1.759728
,,,,,,
PSU,151,,,,,
0,博士生,VV,0,root,8.76E-21,6.258925
1,最后,JJ,3,amod,4.27E-16,4.313113
2,半,CD,1,nmod:range,1.13E-16,3.577726
3,年,M,3,mark:clf,1.38E-14,1.542977
4,，,PU,1,punct,,0.6656479
5,女生,NN,1,dep,5.11E-18,5.353633
6,。,PU,1,punct,,1.312258
,,,,,,
PSU,152,,,,,
0,现,AD,2,advmod,5.94E-16,3.529129
1,住在,VV,0,root,,3.578183
2,帕克,NN,7,compound:nn,1.65E-18,5.693485
3,克莱斯特,NN,7,compound:nn,,6.867423
4,小区,NN,7,compound:nn,2.04E-17,5.677073
5,叠层,NN,7,compound:nn,,7.462402
6,房,NN,2,dobj,1.54E-16,4.853328
7,。,PU,2,punct,,1.131529
,,,,,,
PSU,156,,,,,
0,药房,NN,5,advmod:loc,4.19E-19,5.514662
1,：,PU,1,dep,,3.244052
2,里,LC,1,case,1.06E-15,4.323356
3,特,AD,5,advmod,3.22E-16,5.092282
4,艾德,VA,0,root,,6.796175
,,,,,,
PSU,157,,,,,
0,健身,NN,6,nmod:topic,9.34E-18,5.886802
1,：,PU,6,punct,,3.113293
2,健身房,NN,6,dep,5.44E-19,5.749864
3,（,PU,6,punct,,2.406438
4,可以,VV,6,aux:modal,2.86E-15,3.659142
5,游泳,VV,0,root,1.02E-17,4.278619
6,、,PU,6,punct,,0.9759859
7,攀岩,NN,6,dobj,1.27E-20,5.259154
8,、,PU,6,punct,,0.3296752
9,健身,VV,6,conj,9.34E-18,4.331759
10,、,PU,6,punct,,0.7809263
11,打球,VV,6,conj,1.86E-18,5.692241
12,）,PU,6,punct,,3.17702
13,。,PU,6,punct,,0.863662
,,,,,,
PSU,161,,,,,
0,交通,NN,2,nsubj,3.19E-16,4.374603
1,便利,VA,0,root,3.70E-17,1.938197
2,，,PU,2,punct,,0.2455528
3,出门,VV,14,xcomp,1.02E-17,5.519196
4,就,AD,14,advmod,3.73E-15,1.824707
5,是,VC,14,cop,1.98E-14,2.294847
6,r,NR,11,conj,,5.414762
7,，,PU,11,punct,,1.850998
8,rp,NR,11,conj,,7.374193
9,，,PU,11,punct,,1.772481
10,rc,NR,14,nmod:assmod,,7.089008
11,等,ETC,11,etc,2.53E-15,3.11686
12,公交,NN,14,compound:nn,5.53E-18,5.171039
13,路线,NN,2,conj,2.18E-16,4.546617
14,，,PU,2,punct,,0.7084641
15,平均,JJ,18,amod,2.89E-16,3.713787
16,大概,AD,18,advmod,6.00E-17,4.86546
17,十,CD,20,nsubj,5.04E-15,2.824531
18,分钟,M,18,mark:clf,8.38E-17,5.150318
19,一,CD,2,conj,1.35E-14,1.547273
20,趟,M,20,mark:clf,7.98E-18,2.11235
21,。,PU,2,punct,,1.120574
,,,,,,
PSU,167,,,,,
0,房型,VV,0,root,7.44E-20,7.042348
1,（,PU,5,punct,,2.436456
2,具体,AD,5,advmod,7.52E-16,4.221547
3,可以,VV,5,aux:modal,2.86E-15,2.789743
4,参见,VV,1,dep,2.21E-17,1.28311
5,破,JJ,7,amod,3.14E-17,4.194023
6,音特,NN,8,compound:nn,,Infinity
7,小区,NN,10,compound:nn,2.04E-17,5.356089
8,官方,NN,10,compound:nn,3.78E-17,4.472029
9,网站,NN,5,dobj,3.51E-17,4.855608
10,）,PU,5,punct,,2.326992
11,：,PU,1,punct,,2.528825
,,,,,,
PSU,169,,,,,
0,若,CS,4,advmod,7.71E-17,3.118308
1,直接,AD,4,advmod,7.02E-16,3.307886
2,步行,VV,4,xcomp,6.42E-18,3.433277
3,去,VV,0,root,8.22E-16,2.653774
4,学校,NN,4,dobj,6.26E-16,2.801429
5,，,PU,4,punct,,0.7323937
6,也,AD,9,advmod,5.45E-15,1.818346
7,只,AD,9,advmod,8.69E-16,3.109254
8,需,VV,4,dep,2.34E-16,3.755962
9,二十,CD,9,nmod:range,3.23E-18,4.96185
10,分钟,M,10,mark:clf,8.38E-17,5.15742
11,，,PU,9,punct,,0.7515755
12,比,P,16,case,7.97E-16,2.096727
13,花园路,NN,15,compound:nn,,7.023832
14,广场,NN,16,compound:nn,2.10E-17,4.353139
15,小区,NN,21,nmod:prep,2.04E-17,4.831069
16,离,P,18,case,1.31E-16,4.80756
17,学校,NN,21,nmod:prep,6.26E-16,3.069816
18,还,AD,21,advmod,2.84E-15,2.533906
19,要,VV,21,xcomp,3.65E-15,3.287271
20,近,VA,9,conj,2.66E-16,3.667585
21,。,PU,4,punct,,1.063136
,,,,,,
PSU,180,,,,,
0,低价,AD,2,advmod,1.35E-20,5.804013
1,出手,VV,0,root,6.03E-18,5.833682
2,几,CD,9,nummod,1.14E-15,4.219488
3,台,M,3,mark:clf,1.93E-16,2.987237
4,戴尔,NR,7,conj,1.63E-18,5.931195
5,和,CC,7,cc,1.59E-14,1.697388
6,宏碁,NR,9,nmod:assmod,,Infinity
7,的,DEG,7,case,1.12E-13,1.397776
8,显示器,NN,2,dobj,3.27E-18,4.871163
9,，,PU,2,punct,,0.667812
10,20-50,CD,12,dep,,Infinity
11,$,NN,2,dep,,4.665088
12,。,PU,2,punct,,3.071363
,,,,,,
PSU,187,,,,,
0,她,PN,2,nsubj,1.24E-15,3.000799
1,叫,VV,0,root,6.65E-17,3.312001
2,杰尼弗,NN,2,dobj,,Infinity
3,。,PU,2,punct,,1.427697
,,,,,,
PSU,191,,,,,
0,她,PN,2,nsubj,1.24E-15,3.000799
1,叫,VV,0,root,6.65E-17,3.312001
2,杰尼弗,NN,2,dobj,,Infinity
3,，,PU,2,punct,,1.197862
4,是,VC,12,cop,1.98E-14,1.642624
5,一,CD,12,nummod,1.35E-14,0.9724376
6,位,M,6,mark:clf,7.78E-16,0.8896266
7,访,VV,9,xcomp,4.11E-17,5.710457
8,学,VV,12,acl,1.55E-15,1.677201
9,老师,NN,9,dobj,8.81E-17,4.326218
10,的,DEC,9,mark,1.12E-13,1.156968
11,家属,NN,2,conj,2.52E-17,4.397664
12,，,PU,2,punct,,0.8605615
13,为人,NN,15,nsubj,2.77E-17,4.44821
14,可靠,VA,2,conj,9.62E-17,2.813878
15,，,PU,2,punct,,0.5049582
16,有,VE,20,dep,1.01E-14,2.480326
17,意向,NN,17,dobj,1.60E-17,4.052519
18,的,DEC,17,mark,1.12E-13,1.171536
19,老师,NN,22,nsubj,8.81E-17,3.84568
20,可,VV,22,aux:modal,1.43E-15,3.533065
21,放心,VV,2,conj,3.44E-17,4.356298
22,联系,NN,22,dobj,6.05E-16,4.942729
23,。,PU,2,punct,,0.6328061
,,,,,,
PSU,195,,,,,
0,发光,VV,0,root,2.14E-18,5.230359
1,二极管,NN,4,compound:nn,6.98E-19,6.127424
2,照明,NN,4,compound:nn,5.98E-18,3.400139
3,防,NN,5,compound:nn,4.86E-17,5.454813
4,滑板,NN,1,dobj,1.04E-19,6.290938
,,,,,,
PSU,197,,,,,
0,公交,NN,4,nsubj,5.53E-18,4.813935
1,是,VC,4,cop,1.98E-14,2.815954
2,r,NN,4,compound:nn,,5.612209
3,线,NN,0,root,1.79E-16,4.122903
4,或者,CC,4,cc,6.81E-16,3.951275
5,rc,AD,7,advmod,,7.253896
6,到,VV,4,conj,5.42E-15,3.29688
7,学校,NN,7,dobj,6.26E-16,3.181077
8,。,PU,4,punct,,1.30103
,,,,,,
PSU,206,,,,,
0,艾利克斯人,NN,3,nsubj,,Infinity
1,很,AD,3,advmod,2.06E-15,3.645963
2,好,VA,0,root,1.73E-15,3.559633
3,，,PU,3,punct,,1.364868
4,很,AD,6,advmod,2.06E-15,2.922842
5,有,VE,3,conj,1.01E-14,1.204791
6,耐心,NN,6,dobj,1.45E-17,2.650063
7,，,PU,3,punct,,0.6342447
8,教,VV,13,dep,2.29E-16,4.207957
9,得,DER,13,dep,1.01E-15,3.014609
10,也,AD,13,advmod,5.45E-15,3.07557
11,非常,AD,13,advmod,4.30E-16,1.401955
12,细致,VA,3,conj,3.71E-17,3.232699
13,～,PU,3,punct,,5.296423
14,赞,VV,3,conj,6.74E-18,5.436415
15,一,CD,15,nmod:range,1.35E-14,3.255779
16,个,M,16,mark:clf,4.57E-15,5.279712
17,！,PU,3,punct,,4.735135
,,,,,,
PSU,207,,,,,
0,艾利克斯人,VV,0,root,,Infinity
1,很好,NN,1,dobj,4.89E-18,4.697355
2,！,PU,1,punct,,2.654369
,,,,,,
PSU,209,,,,,
0,谢谢,VV,0,root,1.57E-17,5.637844
1,艾利克斯,VA,5,dep,,8.397801
2,的,DEV,2,mark,1.12E-13,0.6341161
3,悉心,AD,5,advmod,1.39E-18,5.585366
4,指导,VV,1,ccomp,4.64E-16,1.052941
5,！,PU,1,punct,,4.599137
,,,,,,
PSU,211,,,,,
0,艾利克斯,CD,2,dep,,7.042348
1,人,NN,4,nsubj,8.08E-15,2.702277
2,非常,AD,4,advmod,4.30E-16,3.731995
3,准时,VA,0,root,4.10E-18,4.655066
4,，,PU,4,punct,,1.264227
5,今天,NT,12,nmod:tmod,3.98E-16,4.130194
6,在,P,9,case,1.88E-14,1.5786
7,他,PN,9,dep,6.29E-15,2.381945
8,这里,PN,12,nmod:prep,5.77E-16,4.289908
9,一,CD,12,dep,1.35E-14,3.048401
10,次,M,10,mark:clf,1.38E-15,1.306591
11,过,VV,4,conj,1.22E-15,2.597319
12,，,PU,4,punct,,1.442165
13,车况,NN,16,nsubj,1.34E-19,6.595061
14,也,AD,16,advmod,5.45E-15,2.1993
15,不错,VA,4,conj,2.31E-17,3.839395
16,，,PU,4,punct,,0.3928004
17,所以,AD,20,advmod,8.57E-16,2.140021
18,非常,AD,20,advmod,4.30E-16,3.306568
19,感谢,VV,4,conj,4.79E-17,6.123741
20,他,PN,20,dobj,6.29E-15,1.280925
21,！,PU,4,punct,,4.332859
,,,,,,
PSU,212,,,,,
0,开车,VV,9,advcl:loc,8.55E-18,5.886802
1,时,LC,1,case,2.87E-15,1.688534
2,注意,VV,7,acl,5.20E-16,4.193646
3,的,DEC,3,mark,1.12E-13,0.8383324
4,细节,NN,7,conj,4.44E-17,3.187404
5,和,CC,7,cc,1.59E-14,1.468675
6,问题,NN,9,nsubj,3.24E-15,4.112967
7,都,AD,9,advmod,3.54E-15,2.06923
8,说,VV,12,nsubj,4.27E-15,2.945485
9,的,DEC,9,mark,1.12E-13,2.571905
10,很,AD,12,advmod,2.06E-15,2.414346
11,详细,VA,0,root,1.12E-16,2.253468
12,，,PU,12,punct,,0.5797836
13,对于,P,15,case,9.90E-16,3.302278
14,考试,NN,17,nmod,8.74E-17,4.68701
15,的,DEG,15,case,1.12E-13,1.138389
16,准备,NN,20,nsubj,3.56E-16,4.079524
17,也,AD,20,advmod,5.45E-15,4.587212
18,很,AD,20,advmod,2.06E-15,2.436718
19,专业,VA,12,conj,5.36E-16,3.568651
20,，,PU,12,punct,,0.7739857
21,考试,NN,23,compound:nn,8.74E-17,5.365481
22,时候,NN,25,nsubj,7.22E-16,4.642551
23,考官,AD,25,advmod,2.87E-19,6.077246
24,说,VV,27,acl,4.27E-15,4.332344
25,的,DEC,25,mark,1.12E-13,1.677769
26,话,NN,29,conj,6.07E-16,2.238255
27,和,CC,29,cc,1.59E-14,3.071676
28,艾利克斯,NN,33,nsubj,,7.919408
29,平时,AD,31,advmod,2.54E-17,5.163585
30,说,VV,33,advmod:dvp,4.27E-15,2.934934
31,的,DEV,31,mark,1.12E-13,1.677769
32,一模一样,VA,12,conj,2.45E-18,5.936919
33,。,PU,12,punct,,0.6465095
,,,,,,
PSU,213,,,,,
0,而且,AD,8,advmod,1.05E-15,4.159117
1,除了,P,3,case,2.58E-16,3.278111
2,考试,NN,8,nmod:prep,8.74E-17,4.090054
3,，,PU,8,punct,,0.7681618
4,艾利克斯,NR,8,nsubj,,8.173179
5,也,AD,8,advmod,5.45E-15,2.825934
6,会,VV,8,aux:modal,3.45E-15,1.535582
7,说,VV,0,root,4.27E-15,2.67179
8,汽车,NN,11,compound:nn,2.53E-16,4.936718
9,保养,NN,11,compound:nn,6.52E-18,3.078751
10,技巧,NN,13,nmod:assmod,5.83E-17,5.368835
11,的,DEG,11,case,1.12E-13,1.208089
12,东西,NN,16,nsubj,4.28E-16,3.429223
13,，,PU,16,punct,,0.5892994
14,很,AD,16,advmod,2.06E-15,3.879669
15,实用,VA,8,ccomp,6.56E-17,3.8189
16,。,PU,8,punct,,1.100925
,,,,,,
PSU,215,,,,,
0,顶,VV,19,dep,1.19E-17,4.495176
1,，,PU,1,punct,,1.357491
2,艾利克斯,VV,1,conj,,8.068028
3,连,AD,5,advmod,1.10E-16,4.260496
4,教官,NN,3,dobj,3.19E-18,4.264259
5,要,VV,7,xcomp,3.65E-15,3.613124
6,说,VV,3,conj,4.27E-15,3.491637
7,什么,PN,7,dobj,1.36E-15,3.624208
8,考,VV,7,conj,7.00E-17,5.515059
9,什么,PN,9,dobj,1.36E-15,4.134568
10,都,AD,15,advmod,3.54E-15,1.325722
11,讲,VV,15,dep,2.07E-16,4.463939
12,的,DER,15,dep,1.12E-13,1.365662
13,非常,AD,15,advmod,4.30E-16,4.764738
14,清楚,VA,9,conj,2.21E-16,2.625532
15,，,PU,1,punct,,0.5542872
16,不,AD,18,neg,8.49E-15,3.185597
17,愁,VV,1,conj,6.53E-19,6.950118
18,考,VV,0,root,7.00E-17,5.149358
19,不过,AD,19,advmod,3.11E-16,3.619453
,,,,,,
PSU,216,,,,,
0,艾利克斯,NN,3,nsubj,,7.042348
1,特别,AD,3,advmod,8.88E-16,3.936396
2,耐心,VA,0,root,1.45E-17,6.617759
3,而且,CC,3,cc,1.05E-15,3.076602
4,十分,AD,6,advmod,4.75E-16,2.961022
5,周到,VA,3,conj,3.57E-18,3.462715
6,。,PU,3,punct,,0.9820795
,,,,,,
PSU,218,,,,,
0,艾利克斯,NN,5,nsubj,,7.042348
1,教,VV,5,dep,2.29E-16,4.255155
2,的,DER,5,dep,1.12E-13,1.098421
3,非常,AD,5,advmod,4.30E-16,4.546196
4,耐心,VA,0,root,1.45E-17,3.997379
5,，,PU,5,punct,,0.775082
6,不断,AD,8,advmod,6.97E-16,3.993333
7,纠正,VV,5,conj,7.57E-17,6.174795
8,我,PN,10,nsubj,5.51E-15,2.997352
9,驾驶,VV,13,nmod,3.17E-17,5.631036
10,中,LC,10,case,8.87E-15,2.866169
11,的,DEG,10,case,1.12E-13,2.95423
12,问题,NN,8,dobj,3.24E-15,3.038928
13,。,PU,5,punct,,0.5228963
,,,,,,
PSU,220,,,,,
0,艾利克斯,NN,2,compound:nn,,7.042348
1,师父,NN,4,nsubj,8.32E-20,5.563893
2,非常,AD,4,advmod,4.30E-16,2.960861
3,有,VE,0,root,1.01E-14,2.19128
4,耐心,NN,4,dobj,1.45E-17,2.444169
5,、,PU,4,punct,,1.157677
6,十分,AD,8,advmod,4.75E-16,4.869647
7,负责任,VA,4,conj,5.18E-21,4.855207
8,。,PU,4,punct,,1.004628
,,,,,,
PSU,221,,,,,
0,以上,PN,7,dep,6.02E-16,3.550299
1,各,DT,3,det,2.64E-15,1.865696
2,点,NN,7,nsubj,6.26E-16,1.195017
3,，,PU,7,punct,,0.9852768
4,艾利克斯,AD,7,advmod,,8.122066
5,全部,AD,7,advmod,3.64E-16,4.119654
6,满足,VV,0,root,2.88E-16,3.978866
7,。,PU,7,punct,,1.564093
,,,,,,
PSU,222,,,,,
0,艾利克斯,NN,7,nsubj,,7.042348
1,是,VC,7,cop,1.98E-14,2.262907
2,个,M,7,nummod,4.57E-15,2.305347
3,很,AD,5,advmod,2.06E-15,1.839511
4,好,JJ,7,amod,1.73E-15,3.683981
5,的,DEG,5,case,1.12E-13,0.1918855
6,老师,NN,0,root,8.81E-17,3.979763
7,，,PU,7,punct,,0.7649361
8,本人,PN,10,nsubj,6.27E-17,4.743279
9,练,VV,7,conj,1.85E-17,6.007974
10,了,AS,10,aux:asp,1.80E-14,1.560198
11,六,CD,14,nummod,1.11E-15,3.085765
12,次,M,12,mark:clf,1.38E-15,1.294324
13,去路,NN,10,dobj,7.90E-19,7.332495
14,考,VV,10,conj,7.00E-17,5.422603
15,顺利,AD,17,advmod,1.04E-16,5.127396
16,通过,VV,10,conj,1.48E-15,1.408825
17,。,PU,7,punct,,0.8713334
,,,,,,
PSU,224,,,,,
0,另外,AD,6,advmod,2.46E-16,2.677585
1,，,PU,6,punct,,0.177946
2,艾利克斯,NN,6,nsubj,,8.16631
3,对,P,5,case,6.42E-15,3.061685
4,考试,NN,6,nmod:prep,8.74E-17,4.24917
5,考点,VV,0,root,2.54E-19,3.455827
6,，,PU,6,punct,,0.7715207
7,过程,NN,10,conj,1.08E-15,4.421956
8,及,CC,10,cc,1.61E-15,2.584246
9,考官,NN,11,nsubj,2.87E-19,5.521638
10,讲到,VV,13,acl,8.70E-21,6.874231
11,的,DEC,11,mark,1.12E-13,1.838045
12,指令,NN,16,nsubj,4.61E-17,4.013205
13,都,AD,16,advmod,3.54E-15,2.25807
14,很,AD,16,advmod,2.06E-15,2.082479
15,熟悉,VV,6,conj,1.03E-16,2.019324
16,。,PU,6,punct,,0.8154756
,,,,,,
PSU,225,,,,,
0,我,PN,4,conj,5.51E-15,3.527254
1,和,CC,4,cc,1.59E-14,1.50853
2,我,PN,4,compound:nn,5.51E-15,0.8834607
3,妻子,NN,13,nsubj,8.08E-17,3.977133
4,来,VV,13,advcl:loc,4.31E-15,3.640887
5,美国,NR,5,dobj,1.11E-15,3.090226
6,后,LC,5,case,2.28E-15,2.114197
7,都,AD,13,advmod,3.54E-15,3.376089
8,是,VC,13,cop,1.98E-14,1.697883
9,跟,P,12,case,9.82E-17,3.409119
10,艾利克斯,NN,12,compound:nn,,7.892808
11,学习,NN,13,nmod:prep,6.18E-16,3.999402
12,开车,VV,0,root,8.55E-18,5.040468
13,的,DEC,13,mark,1.12E-13,1.358343
14,，,PU,13,punct,,2.142764
15,并且,AD,19,advmod,3.64E-16,1.920201
16,我们,PN,19,nsubj,4.68E-15,3.217662
17,都,AD,19,advmod,3.54E-15,1.869208
18,通过,VV,13,conj,1.48E-15,3.180472
19,考试,NN,19,dobj,8.74E-17,2.843994
20,，,PU,19,punct,,0.5968588
21,拿到,VV,19,conj,5.69E-21,4.931542
22,了,AS,22,aux:asp,1.80E-14,0.5569816
23,驾照,NN,22,dobj,1.71E-19,6.665176
24,。,PU,13,punct,,0.8073095
,,,,,,
PSU,226,,,,,
0,真心,AD,4,advmod,8.77E-18,5.592087
1,为,P,3,case,6.56E-15,1.834862
2,大家,PN,4,nmod:prep,3.06E-16,4.210767
3,推荐,VV,0,root,4.33E-17,4.542004
4,艾利克斯,NN,4,dobj,,8.204341
5,，,PU,4,punct,,1.435746
6,有,VE,4,conj,1.01E-14,2.332879
7,他,PN,10,nmod:assmod,6.29E-15,3.542229
8,的,DEG,8,case,1.12E-13,0.3149483
9,指导,NN,12,conj,4.64E-16,3.329972
10,和,CC,12,cc,1.59E-14,1.635535
11,帮助,NN,7,dobj,3.30E-16,1.347773
12,，,PU,4,punct,,0.8840161
13,相信,VV,4,conj,1.44E-16,4.176879
14,会,VV,18,aux:modal,3.45E-15,1.97576
15,顺利,VA,18,advmod:dvp,1.04E-16,4.495502
16,地,DEV,16,mark,3.89E-15,1.459486
17,通过,VV,14,ccomp,1.48E-15,1.343939
18,考试,NN,18,dobj,8.74E-17,2.861246
19,。,PU,4,punct,,1.265866
,,,,,,
PSU,227,,,,,
0,艾利克斯,NN,5,nsubj,,7.042348
1,教,VV,5,dep,2.29E-16,4.255155
2,的,DER,5,dep,1.12E-13,1.098421
3,很,AD,5,advmod,2.06E-15,4.611136
4,好,VA,0,root,1.73E-15,3.690312
5,，,PU,5,punct,,1.364868
6,总结,VV,5,conj,1.69E-16,4.804494
7,出,VV,7,conj,2.20E-15,0.8822398
8,了,AS,8,aux:asp,1.80E-14,0.8668778
9,很多,CD,8,dep,3.62E-16,2.147467
10,开车,VV,7,conj,8.55E-18,5.643823
11,技巧,NN,11,dobj,5.83E-17,5.191487
12,，,PU,5,punct,,0.6264369
13,非常,AD,15,advmod,4.30E-16,3.158492
14,受用,VA,5,conj,1.01E-18,5.11843
15,。,PU,5,punct,,0.8519375
,,,,,,
PSU,246,,,,,
0,地点,NN,3,dep,8.03E-17,4.410243
1,：,PU,3,punct,,0.06790023
2,海慈,VV,0,root,,7.641098
3,小区,NN,3,dobj,2.04E-17,6.298467
,,,,,,
PSU,249,,,,,
0,本人,PN,9,nsubj,6.27E-17,5.073573
1,在,P,4,case,1.88E-14,1.430376
2,村里,NN,4,compound:nn,1.37E-17,4.652658
3,期间,NN,9,nmod:prep,3.45E-16,3.767715
4,没有,AD,9,neg,2.81E-15,2.740326
5,和,P,8,case,1.59E-14,2.836276
6,杨安娜,NR,8,nmod:assmod,,Infinity
7,本人,PN,9,nmod:prep,6.27E-17,4.319025
8,有,VE,0,root,1.01E-14,2.379487
9,过,AS,9,aux:asp,1.22E-15,1.681049
10,业务,NN,14,nmod,5.09E-16,4.82724
11,上,LC,11,case,6.90E-15,2.380745
12,的,DEG,11,case,1.12E-13,0.6874902
13,来往,NN,9,dobj,1.41E-17,4.13169
14,，,PU,9,punct,,0.7308592
15,原,JJ,17,amod,2.83E-16,3.317473
16,贴,NN,21,nsubj,1.53E-17,4.811226
17,不,AD,21,neg,8.49E-15,2.849663
18,是,VC,21,cop,1.98E-14,2.280407
19,我,PN,21,nsubj,5.51E-15,2.95925
20,发,VV,9,conj,6.77E-16,4.018643
21,的,DEC,21,mark,1.12E-13,0.9248334
22,。,PU,9,punct,,1.758407
,,,,,,
PSU,257,,,,,
0,我,PN,4,nsubj,5.51E-15,3.527254
1,跟,P,3,case,9.82E-17,2.785546
2,安娜,NN,4,nmod:prep,5.24E-18,3.995795
3,交流,VV,0,root,2.58E-16,4.678213
4,过,AS,4,aux:asp,1.22E-15,3.011394
5,几,CD,4,dep,1.14E-15,2.53946
6,回,M,6,mark:clf,3.67E-16,2.077875
7,，,PU,4,punct,,0.7085153
8,她,PN,11,nsubj,1.24E-15,2.621512
9,还,AD,11,advmod,2.84E-15,1.824311
10,要,VV,4,conj,3.65E-15,3.291412
11,我,PN,14,nsubj,5.51E-15,2.870129
12,不,AD,14,neg,8.49E-15,1.87483
13,买,VV,11,ccomp,9.43E-17,4.124556
14,他们,PN,16,compound:nn,2.97E-15,3.240203
15,保险,NN,14,dobj,4.16E-16,5.772229
16,，,PU,4,punct,,1.120305
17,比,P,19,case,7.97E-16,3.409823
18,其他,DT,20,nmod:prep,1.18E-15,1.592076
19,贵,VA,4,conj,2.85E-17,5.367191
20,一点,AD,20,advmod,4.63E-16,2.961874
21,。,PU,4,punct,,0.9764267
,,,,,,
PSU,260,,,,,
0,我,PN,4,nsubj,5.51E-15,3.527254
1,也,AD,4,advmod,5.45E-15,2.296368
2,不,AD,4,neg,8.49E-15,1.219945
3,怀疑,VV,0,root,9.15E-17,4.276687
4,州,NN,6,nsubj,1.18E-16,3.7407
5,伐木,VV,4,ccomp,8.13E-19,6.768974
6,在,P,8,case,1.88E-14,2.407168
7,业界,NN,10,nmod,5.79E-18,4.257644
8,的,DEG,8,case,1.12E-13,1.035276
9,实力,NN,15,conj,1.02E-16,4.006296
10,和,CC,15,cc,1.59E-14,1.725968
11,对,P,13,case,6.42E-15,2.170852
12,客户,NN,15,nmod,9.52E-17,3.006271
13,的,DEG,13,case,1.12E-13,0.6569086
14,忠诚,NN,6,dobj,1.96E-17,4.33145
15,。,PU,4,punct,,0.7148192
,,,,,,
PSU,261,,,,,
0,楼,NN,2,compound:nn,1.04E-16,5.387967
1,主,NN,8,nsubj,5.09E-16,3.39245
2,原本,AD,8,advmod,1.65E-17,5.500844
3,不,AD,8,neg,8.49E-15,2.212468
4,是,VC,8,cop,1.98E-14,0.9513947
5,我,PN,8,nmod:assmod,5.51E-15,2.95925
6,的,DEG,6,case,1.12E-13,0.4496557
7,客户,NN,0,root,9.52E-17,3.55354
8,，,PU,8,punct,,0.9206144
9,经,P,12,case,7.68E-16,3.240686
10,朋友,NN,12,compound:nn,2.21E-16,2.720907
11,介绍,NN,14,nmod:prep,2.96E-16,0.1728623
12,需要,VV,14,xcomp,1.30E-15,4.460619
13,帮忙,VV,8,conj,1.20E-17,3.780101
14,才,AD,21,advmod,5.58E-16,2.811905
15,从,P,20,case,2.92E-15,2.638199
16,别的,DT,18,det,3.48E-20,3.691898
17,州,NN,20,compound:nn,1.18E-16,2.743734
18,伐木,NN,20,compound:nn,8.13E-19,6.768974
19,代理,NN,21,nmod:prep,1.45E-16,4.815248
20,转到,VV,14,ccomp,8.38E-21,5.513474
21,我,PN,24,nmod:assmod,5.51E-15,3.331694
22,的,DEG,22,case,1.12E-13,0.8991196
23,办公室,NN,21,dobj,1.54E-16,3.419492
24,。,PU,8,punct,,0.851521
,,,,,,
PSU,264,,,,,
0,安娜,AD,7,advmod,5.24E-18,4.587765
1,你,PN,7,nmod:topic,1.63E-15,4.336796
2,这,DT,4,det,9.99E-15,2.608921
3,公关,NN,5,compound:nn,8.32E-18,6.678437
4,水平,NN,7,nsubj,9.06E-16,4.811993
5,太,AD,7,advmod,2.18E-16,4.562498
6,低,VA,10,dep,3.72E-16,3.33154
7,了,AS,7,aux:asp,1.80E-14,2.549959
8,吧,SP,10,discourse,7.06E-17,4.231757
9,。,PU,0,root,,0.6876153
,,,,,,
PSU,271,,,,,
0,我,PN,3,nsubj,5.51E-15,3.527254
1,是,VC,3,cop,1.98E-14,1.29398
2,访,VV,0,root,4.11E-17,6.538312
3,学,VV,3,advmod:rcomp,1.55E-15,1.677201
4,，,PU,3,punct,,0.8293038
