sentence id,sentence,chinese word index,punct index,source
4664,至于 你 说 的 贪心 ， 我 只 能 说 ， 心里 有 什么 眼睛 里 看到 的 就 是 什么 。,[0_1_2_3_4_6_7_8_9_11_12_13_14_15_16_17_18_19_20],[5_10_21],PSU
4665,我 怎么 就 恶心 回复 了 ， 我 只是 向 万一 不 懂 行情 的 国人 说 一下 ， 国人 被 国人 坑 的 情况 不要 太 多 。,[0_1_2_3_4_5_7_8_9_10_11_12_13_14_15_16_17_19_20_21_22_23_24_25_26_27],[6_18_28],PSU
4666,电脑 还 可以 尝试 自己 修 一下 ， 但 修 电视 感觉 挺 难 的 .,[0_1_2_3_4_5_6_8_9_10_11_12_13_14],[7_15],PSU
4667,半 卖 半 送 ， 价格 $ 5-$20 不等 .,[0_1_2_3_5_8],[4_6_7_9],PSU
4668,房子 还 在 ， 欢迎 咨询,[0_1_2_4_5],[3],PSU
4669,请 有 兴趣 的 同学 老师 跟 我 联系 ， 谢谢,[0_1_2_3_4_5_6_7_8_10],[9],PSU
4670,车况 非常 好 ， 高速 以及 村里 开 表现 都 非常 好 。,[0_1_2_4_5_6_7_8_9_10_11],[3_12],PSU
4671,除此之外 ， 从来 没有 出 过 任何 问题 。,[0_2_3_4_5_6_7],[1_8],PSU
4672,要价 $ 5500.,[0],[1_2],PSU
4673,车 尚 在 。,[0_1_2],[3],PSU
4674,寻找 有 同样 意向 的 人 结伴 去 看 啊 。,[0_1_2_3_4_5_6_7_8_9],[10],PSU
4676,无线 路由器 什么 型号 ？,[0_1_2_3],[4],PSU
4677,好几 天 没 上来 了 ， 有事 请 联系 微 信,[0_1_2_3_4_6_7_8_9_10],[5],PSU
4679,所有 家具 都 挺 新 的 。,[0_1_2_3_4_5],[6],PSU
4680,自己 顶 一下 ， 有 xu'yao 租房 的 欢迎 联系,[0_1_2_4_6_7_8_9],[3_5],PSU
4682,不可以 ， 我们 想 找 可以 长期 租 的 。,[0_2_3_4_5_6_7_8],[1_9],PSU
4683,现在 房子 还 在 ， 有 兴趣 的 欢迎 联系 。,[0_1_2_3_5_6_7_8_9],[4_10],PSU
4684,哇 感觉 好 棒 哦,[0_1_2_3_4],[],PSU
4685,楼层 比较 高 ， 采光 良好 ， 阳光 明媚 。,[0_1_2_4_5_7_8],[3_6_9],PSU
4686,房间 也 挺 大 。,[0_1_2_3],[4],PSU
4687,我 在 这 里面 住 了 一 年 半 ， 非常 舒服 ， 房子 没 出现 过 任何 问题 ， 中间 换 过 一 次 灯泡 ， 物业 也 非常 负责 ， 很 快 就 进行 了 维修 。,[0_1_2_3_4_5_6_7_8_10_11_13_14_15_16_17_18_20_21_22_23_24_25_27_28_29_30_32_33_34_35_36_37],[9_12_19_26_31_38],PSU
4688,我 也 有 少量 家具 ， 如果 有 需要 ， 我 也 可以 折价 转卖 。,[0_1_2_3_4_6_7_8_10_11_12_13_14],[5_9_15],PSU
4689,我们 夫妻 二 人 是 9.,[0_1_2_3_4],[5],PSU
4692,链接 中 也 有 关于 实验 更 详细 的 说明 ， 谢谢 ！,[0_1_2_3_4_5_6_7_8_9_11],[10_12],PSU
4693,客厅 还有 饭桌 ， 配套 椅子 杂七杂八 ， 等等 等等 .,[0_1_2_4_5_6_8_9],[3_7_10],PSU
4695,如果 你 有 兴趣 ， 那 就 行动 起来 吧 ！,[0_1_2_3_5_6_7_8_9],[4_10],PSU
4696,有 房间 打算 出租 的 同学 请 联系 我 ， 谢谢 。,[0_1_2_3_4_5_6_7_8_10],[9_11],PSU
4697,更新 ， 打包 出售 。,[0_2_3],[1_4],PSU
4698,由于 我 刚 到 美国 ， 没有 车 ， 所以 希望 家具 能够 送到 小区 。,[0_1_2_3_4_6_7_9_10_11_12_13_14],[5_8_15],PSU
4700,求助 啊 ， 急,[0_1_3],[2],PSU
4701,找 一 个 女生 接 : 2016.,[0_1_2_3_4],[5_6],PSU
4702,共 用 厨房 、 浴室 ， 阳台 和 客厅 。,[0_1_2_4_6_7_8],[3_5_9],PSU
4703,请 问 目前 房子 还 有 吗 ？,[0_1_2_3_4_5_6],[7],PSU
4704,本人 想要 短 租 7/28-8/1 ， 价格 上 怎么 定 ？,[0_1_2_3_6_7_8_9],[4_5_10],PSU
4705,7/28-8/1 可以 吗 ？,[1_2],[0_3],PSU
4706,非常 大 的 实 木 书桌 ， 只 售 $ 50.,[0_1_2_3_4_5_7_8],[6_9_10],PSU
4707,老公 国内 高校 教师 ， 去做 访问 学者 。,[0_1_2_3_5_6_7],[4_8],PSU
4708,我 是 男生 ， 但是 一般 我 不 在家 ， 大部分 时间 都 在 纽约 。,[0_1_2_4_5_6_7_8_10_11_12_13_14],[3_9_15],PSU
4709,你 买 称心 ， 我 卖 舒心 ！,[0_1_2_4_5_6],[3_7],PSU
4711,可以 短 租 吗 ， ba'yue'fen'de ？,[0_1_2_3],[4_5_6],PSU
4712,不 短 租,[0_1_2],[],PSU
4713,还有 房间 吗 ？,[0_1_2],[3],PSU
4714,请 问 还有 房间 吗 ？,[0_1_2_3_4],[5],PSU
4715,请 问 房间 还 在 不,[0_1_2_3_4_5],[],PSU
4716,还有 房间 么,[0_1_2],[],PSU
4717,请 问 房子 还有 么,[0_1_2_3_4],[],PSU
4718,顶 一 个 ~,[0_1_2],[3],PSU
4719,有 卖 有 送 。,[0_1_2_3],[4],PSU
4720,你 好 这个 座位 还 有效 吗 ？,[0_1_2_3_4_5_6],[7],PSU
4721,有 公交 车站 v/ve 门口 ， 走路 一 分钟 。,[0_1_2_4_6_7_8],[3_5_9],PSU
4722,冬天 贵 。,[0_1],[2],PSU
4724,各位 学生 大家 好 ： 本人 男性 ， 提供 长期 驾照 陪练 服务 。,[0_1_2_3_5_6_8_9_10_11_12],[4_7_13],PSU
4725,这 是 抱 着 对 学生 本身 也 是 对 自己 负责任 的 态度 。,[0_1_2_3_4_5_6_7_8_9_10_11_12_13],[14],PSU
4727,非常 值得 推荐 ！,[0_1_2],[3],PSU
4728,感谢 大家 一路 以来 的 支持 。,[0_1_2_3_4_5],[6],PSU
4729,谢谢 啦 ~,[0_1],[2],PSU
4731,租约 2016/8/1－2017/7/31 。,[0],[1_2],PSU
4732,照片 中 的 家具 除了 床 和 椅子 之外 都 有 。,[0_1_2_3_4_5_6_7_8_9_10],[11],PSU
4733,椅子 可以 另 提供 。,[0_1_2_3],[4],PSU
4734,这 是 客厅 和 厨房 。,[0_1_2_3_4],[5],PSU
4735,这 是 卫生间 。,[0_1_2],[3],PSU
4736,这 是 小区 。,[0_1_2],[3],PSU
4737,帖子 已 更新 。,[0_1_2],[3],PSU
4738,我 对 你 的 房子 比较 感 兴趣 ， 但是 你 的 邮箱 地址 好像 有 问题 ， 发 不了 邮件,[0_1_2_3_4_5_6_7_9_10_11_12_13_14_15_16_18_19_20],[8_17],PSU
4739,你 好 ， 请 问 房子 现在 还 有 么,[0_1_3_4_5_6_7_8_9],[2],PSU
4740,将 于 7.,[0_1],[2],PSU
4742,希望 房间 采光 好 ， 最好 是 朝阳 带有 独立 卫生间 ；,[0_1_2_3_5_6_7_8_9_10],[4_11],PSU
4743,有 想 出租 房间 的 同学 麻烦 联系 下 我 ， 谢谢 ！,[0_1_2_3_4_5_6_7_8_9_11],[10_12],PSU
4745,已 租 到 房子 ， 谢谢 大家 ！,[0_1_2_3_5_6],[4_7],PSU
4746,别的 时候 都 很 安静 .,[0_1_2_3_4],[5],PSU
4747,如果 人 在 村里 ， 可以 一起 约 的 见面 聊 。,[0_1_2_3_5_6_7_8_9_10],[4_11],PSU
4752,现在 剩余 不 多 了 ， 有 需要 的 请 联系 哈 ~,[0_1_2_3_4_6_7_8_9_10_11],[5_12],PSU
4753,房租 原价 每 月 $550 现在 只要 $400 ！,[0_1_2_3_5_6],[4_7_8],PSU
4754,剩下 的 我 帮 你 补贴 ！,[0_1_2_3_4_5],[6],PSU
4755,每个 人 都 有 自己 的 账单 ， 只 需 缴纳 个人 账单 上 的 费用 即可 ， 不 会 受 他人 影响 。,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15_16_18_19_20_21_22],[7_17_23],PSU
4756,每 人 每 月 电气 费 大概 $25-35 ， 夏天 要 更 少 一点 。,[0_1_2_3_4_5_6_9_10_11_12_13],[7_8_14],PSU
4757,因为 房间 在 三 层 ， 又 不 靠 公路 ， 所以 完全 没有 噪音 。,[0_1_2_3_4_6_7_8_9_11_12_13_14],[5_10_15],PSU
4758,价格 可 议 给 补贴 ！,[0_1_2_3_4],[5],PSU
4759,五月 到 八月 之间 租房 价格 还 可以 优惠 ！,[0_1_2_3_4_5_6_7_8],[9],PSU
4760,请 问 房子 还 有 吗,[0_1_2_3_4_5],[],PSU
4761,能 短 租 7.,[0_1_2],[3],PSU
4762,日期 还 可 商量 ！,[0_1_2_3],[4],PSU
4763,性价比 很 高 的 小区 来 租 呀,[0_1_2_3_4_5_6_7],[],PSU
4764,本人 性别 男 ， 行李 不多 ， 生活 习惯 良好 。,[0_1_2_4_5_7_8_9],[3_6_10],PSU
4765,交通 非常 方便 ， 5-10 钟 一 趟 。,[0_1_2_5_6_7],[3_4_8],PSU
4766,对面 就是 超市 、 饭店 ， 生活 非常 方便 。,[0_1_2_4_6_7_8],[3_5_9],PSU
4767,好的 ， 我 发 你 邮件,[0_2_3_4_5],[1],PSU
4768,是 哪个 小区 ？,[0_1_2],[3],PSU
4769,可以 留 电话 吗,[0_1_2_3],[],PSU
4770,请 问 房子 现在 还 有 么 ？,[0_1_2_3_4_5_6],[7],PSU
4771,短 租 吗 ？,[0_1_2],[3],PSU
4772,请 问 短 租 吗 ？,[0_1_2_3_4],[5],PSU
4773,可以 去看 下 房子 吗 ？,[0_1_2_3_4],[5],PSU
4774,你 好 ， 请 问 能 短 租 吗 ， 从 7.,[0_1_3_4_5_6_7_8_10],[2_9_11],PSU
4776,你 好 ， 请 问 房子 现在 还 有 么 ？,[0_1_3_4_5_6_7_8_9],[2_10],PSU
4777,如 题 所 示 。,[0_1_2_3],[4],PSU
4778,预定 ， 哈哈,[0_2],[1],PSU
4779,想 找 一 间 可以 短 租 的 房子 。,[0_1_2_3_4_5_6_7_8],[9],PSU
4780,地点 房型 不 限 。,[0_1_2_3],[4],PSU
4782,本人 还有 三 天 就 搬家 了 ， 家具 统统 甩卖 。,[0_1_2_3_4_5_6_8_9_10],[7_11],PSU
4783,租房 者 是 研究生 女生 ， 干净 ， 安静 ， 好 相处 。,[0_1_2_3_4_6_8_10_11],[5_7_9_12],PSU
4784,房租 好 商议 ！,[0_1_2],[3],PSU
4785,被 放 鸽子 了 。,[0_1_2_3],[4],PSU
4786,租 一 年,[0_1_2],[],PSU
4788,没 地方 住 .,[0_1_2],[3],PSU
4789,需要 有 家具 ， 空调 .,[0_1_2_4],[3_5],PSU
4790,， 不 开 箱 的 .,[1_2_3_4],[0_5],PSU
4791,骗子 就 别 来 浪费 时间 了 ， 什么 钓 鱼 网站 肯定 不 会 点 开 的 .,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15_16_17],[7_18],PSU
4792,房间 位于 三 楼 （ 顶楼 ） 。,[0_1_2_3_5],[4_6_7],PSU
4793,屋内 干净 整洁 ， 家具 齐全 。,[0_1_2_4_5],[3_6],PSU
4794,有 联系 电话 吗 ？,[0_1_2_3],[4],PSU
4795,我 想 住 一 段 时间,[0_1_2_3_4_5],[],PSU
4796,但是 新 加入 的 人 的 收入 没有 那么 严格 限制 ， 一般 博士生 都 没 问题 的 。,[0_1_2_3_4_5_6_7_8_9_10_12_13_14_15_16_17],[11_18],PSU
4797,七月 中旬 入住 可以 吗 ？,[0_1_2_3_4],[5],PSU
4799,您 好 房子 还 租 吗,[0_1_2_3_4_5],[],PSU
4801,地理 位置 很 好 ， 周围 非常 安静 。,[0_1_2_3_5_6_7],[4_8],PSU
4802,能 租 半 年 么,[0_1_2_3_4],[],PSU
4803,你 好 ， 我 和 我 朋友 正在 找 房子 。,[0_1_3_4_5_6_7_8_9],[2_10],PSU
4804,请 问 能 短 租 吗 （ 7.,[0_1_2_3_4_5],[6_7],PSU
4806,请 问 是 哪个 小区 ？,[0_1_2_3_4],[5],PSU
4807,求 带 包裹 到 机场 附近 的 快递 点 。,[0_1_2_3_4_5_6_7_8],[9],PSU
4808,已 更新 ， 谢谢 ！,[0_1_3],[2_4],PSU
4810,本人 性格 随和 ， 易于 相处 。,[0_1_2_4_5],[3_6],PSU
4811,安装 的 是 什么 操作 系统 ？,[0_1_2_3_4_5],[6],PSU
4812,难道 要 自己 背 走 了 .,[0_1_2_3_4_5],[6],PSU
4813,有 问题 请 留言 ~,[0_1_2_3],[4],PSU
4814,本人 当天 回到 村里 ， 如果 想 回来 还 可以 带 回来 。,[0_1_2_3_5_6_7_8_9_10_11],[4_12],PSU
4816,卖 了 的 已 删除 ， 多加 了 一些 新 的 物件 。,[0_1_2_3_4_6_7_8_9_10_11],[5_12],PSU
4817,床 ， 风扇 ， 台灯 ， 收纳 盒 都 卖 了 。,[0_2_4_6_7_8_9_10],[1_3_5_11],PSU
4818,最后 三 天 ， 价格 统统 优惠 ， 买 多 送 多,[0_1_2_4_5_6_8_9_10_11],[3_7],PSU
4819,还有 一些 小 东西 ， 如果 你 来 了 可以 当场 看 。,[0_1_2_3_5_6_7_8_9_10_11],[4_12],PSU
4820,哇 ， 好多 东西,[0_2_3],[1],PSU
4821,想要 ~ ],[0],[1_2],PSU
4822,有 一 个 矮 的 架子 ， 要 的 话 快 。,[0_1_2_3_4_5_7_8_9_10],[6_11],PSU
4824,干净 舒适 ， 弹性 适度 ， 非常 的 实用 。,[0_1_3_4_6_7_8],[2_5_9],PSU
4825,只有 简单 行李 ， 自己 有 车 。,[0_1_2_4_5_6],[3_7],PSU
4826,长期 投资 。,[0_1],[2],PSU
4827,不 知道 买 什么 了 。,[0_1_2_3_4],[5],PSU
4828,如果 想 回来 还 可以 带 回来 。,[0_1_2_3_4_5_6],[7],PSU
4830,楼 主 找到 房 了 吗 ？,[0_1_2_3_4_5],[6],PSU
4831,所有 的 居家 用品 免费 赠送 ， 拎包 入住 。,[0_1_2_3_4_5_7_8],[6_9],PSU
4832,不再 考虑 其他 人员 。,[0_1_2_3],[4],PSU
4833,求 个 电扇,[0_1_2],[],PSU
4834,居然 和 我 短 租 的 时间 一样,[0_1_2_3_4_5_6_7],[],PSU
4835,我 是 谁 ？,[0_1_2],[3],PSU
4836,苏 加 *,[0_1],[2],PSU
4837,建议 暑假 租 个 短期 的 （ 现在 优惠 很大 ） ， 在 开学 时 再 正式 租 这个 房间 ， 这样 可以 省 很多 。,[0_1_2_3_4_5_7_8_9_12_13_14_15_16_17_18_19_21_22_23_24],[6_10_11_20_25],PSU
4838,你 好 房子 还 在 吗 ？,[0_1_2_3_4_5],[6],PSU
4839,想 知道 交通 方便 么 ？,[0_1_2_3_4],[5],PSU
4840,而且 现在 人 在 国内 ， 没 办法 过来 看 房子,[0_1_2_3_4_6_7_8_9_10],[5],PSU
4841,毕业 搬家 ， 良心 甩卖 。,[0_1_3_4],[2_5],PSU
4842,因为 要 考虑 运输 的 问题 。,[0_1_2_3_4_5],[6],PSU
4843,自行车 还 在 不 ？,[0_1_2_3],[4],PSU
4844,请 问 能 描述 一下 打印机 的 功能 么 ？,[0_1_2_3_4_5_6_7_8],[9],PSU
4845,整个 房子 很 大 ， 客厅 餐厅 厨房 和 卧室 都 很 宽敞 。,[0_1_2_3_5_6_7_8_9_10_11_12],[4_13],PSU
4846,可以 签 三 个 月 吗 ？,[0_1_2_3_4_5],[6],PSU
4847,请 问 可以 短 租 一 个 月 （ 8.,[0_1_2_3_4_5_6_7],[8_9],PSU
4848,我 想 要 租 一 年 （ 2016.,[0_1_2_3_4_5],[6_7],PSU
4849,请 问 能 租 半 年 么,[0_1_2_3_4_5_6],[],PSU
4850,可以 短 租 吗 （ 7.,[0_1_2_3],[4_5],PSU
4851,补充 一下 本人 男生,[0_1_2_3],[],PSU
4852,可以 发送 照片 。,[0_1_2],[3],PSU
4853,需要 调整 位置 。,[0_1_2],[3],PSU
4854,转椅 有 图片 吗,[0_1_2_3],[],PSU
4855,好的 ， 我 会 尽快 发给 你 ， 今晚 或者 明天 。,[0_2_3_4_5_6_8_9_10],[1_7_11],PSU
4856,国内 电压 不 是 和 美国 不 一样 ？,[0_1_2_3_4_5_6_7],[8],PSU
4857,你 好 ， 请 问 如何 联系 你 ， 谢谢 ！,[0_1_3_4_5_6_7_9],[2_8_10],PSU
4858,房间 位 于 一 楼 ， 搬家 非常 方便 ， 隔音 也 很 好 。,[0_1_2_3_4_6_7_8_10_11_12_13],[5_9_14],PSU
4859,价钱 可 见面 后进 一 步 商议 。,[0_1_2_3_4_5_6],[7],PSU
4860,安静 、 干净 、 好 相 处女 博士 （ ）,[0_2_4_5_6_7],[1_3_8_9],PSU
4861,这个 号码 将 在 八月 初 可以 使用 ， 如果 大家 有 需要 ， 请 联系 我 。,[0_1_2_3_4_5_6_7_9_10_11_12_14_15_16],[8_13_17],PSU
4862,短信 ， 电话 美国 国内 免费 。,[0_2_3_4_5],[1_6],PSU
4863,其余 更 详细 信息 ， 请 联系 我 哦 。,[0_1_2_3_5_6_7_8],[4_9],PSU
4864,希望 下一 版 能 改正,[0_1_2_3_4],[],PSU
4865,初 来 论坛 ， 向 大家 问好 ！,[0_1_2_4_5_6],[3_7],PSU
4867,你 好 ， 已经 发 了 邮件 不 知道 有 没 有 收到 ？,[0_1_3_4_5_6_7_8_9_10_11_12],[2_13],PSU
4868,只有 我 一 位 ， 有 时间 刚好 的 朋友 赶快 联系 我 。,[0_1_2_3_5_6_7_8_9_10_11_12],[4_13],PSU
4869,回国 在即 ， 有 各 类 生活 用品 ， 低价 处理 ， 需要 的 老师 同学 请 联系 我 ！,[0_1_3_4_5_6_7_9_10_12_13_14_15_16_17_18],[2_8_11_19],PSU
4870,学习 桌 有 图 吗,[0_1_2_3_4],[],PSU
4871,然后 车 只有 俩 座 ， 所以 只 能 载 一 个 人 ， 就 这样 。,[0_1_2_3_4_6_7_8_9_10_11_12_14_15],[5_13_16],PSU
4872,（ 过期 ） 周四 晚上 或者 周五 早上 也 行 啊 。,[1_3_4_5_6_7_8_9_10],[0_2_11],PSU
4873,真心 不 想 自己 开 ！,[0_1_2_3_4],[5],PSU
4874,不错 ， 有 机会 搭乘 。,[0_2_3_4],[1_5],PSU
4875,房子 还 在 吗 ?,[0_1_2_3],[4],PSU
4876,已 发 邮件,[0_1_2],[],PSU
4877,如 有意 参加 者 ， 请 联系 微 信 chen_2_0,[0_1_2_3_5_6_7_8],[4_9],PSU
4878,没 人 吗 ？,[0_1_2],[3],PSU
4879,即将 毕业 ， 还 要 在 村 待 段 时间 处理 一些 事情 。,[0_1_3_4_5_6_7_8_9_10_11_12],[2_13],PSU
4880,本人 女 ， 安静 干净 容易 相处 。,[0_1_3_4_5_6],[2_7],PSU
4881,预算 约 等于 四百 每 月 。,[0_1_2_3_4_5],[6],PSU
4882,-- 很 靠近 中国 超市 0.,[1_2_3_4],[0_5],PSU
4883,骗子 ， 鉴定 完毕,[0_2_3],[1],PSU
4884,最好 是 北边 的 房子 ， 新生 生活 比较 方便,[0_1_2_3_4_6_7_8_9],[5],PSU
4885,您 好 ， 房子 还 有 吗 ？,[0_1_3_4_5_6],[2_7],PSU
4886,喜欢 自己 在家 唱歌 的 朋友 可以 考虑 ， 感兴趣 请 联系 tian.,[0_1_2_3_4_5_6_7_9_10_11],[8_12],PSU
4887,电子 产品 折旧 这么 低 ？,[0_1_2_3_4],[5],PSU
4888,倒 也 没有 。,[0_1_2],[3],PSU
4889,需要 在 下午 两 点 前 到 ， 谢谢 !,[0_1_2_3_4_5_6_8],[7_9],PSU
4890,另 有 家具 若干 ， 包括 床 ， 电视 ， 沙发 ， 衣柜 ， 微波炉 等 ， 可 半 卖 半 送 。,[0_1_2_3_5_6_8_10_12_14_15_17_18_19_20_21],[4_7_9_11_13_16_22],PSU
4891,什么 时候 可以 开始 住 ？,[0_1_2_3_4],[5],PSU
4892,是否 方便 看 一下 房 ？,[0_1_2_3_4],[5],PSU
4894,本人 平时 比较 爱 干净 ， 对 车 内外 定时 清洗 。,[0_1_2_3_4_6_7_8_9_10],[5_11],PSU
4895,要求 ： 爱 干净 ， 爱 安静 ， 不 养 宠物 ， 好 相处 的 女生 ;,[0_2_3_5_6_8_9_10_12_13_14_15],[1_4_7_11_16],PSU
4896,男生 也 可以 商量 ， 需要 十分 爱 干净 。,[0_1_2_3_5_6_7_8],[4_9],PSU
4897,这个 房子 照片 链接 地址 。,[0_1_2_3_4],[5],PSU
4898,请 仔细 辨认 域名 ， 不要 上当 。,[0_1_2_3_5_6],[4_7],PSU
4899,我 也 觉得 这个 人 是 骗子,[0_1_2_3_4_5_6],[],PSU
4900,却 是 骗子 ， 大家 小心,[0_1_2_4_5],[3],PSU
4901,希望 大家 都 找到 满意 的 房子 。,[0_1_2_3_4_5_6],[7],PSU
4902,有 人数 限制 吗 ？,[0_1_2_3],[4],PSU
4903,你 要 加 几 个 人 ？,[0_1_2_3_4_5],[6],PSU
4905,多 种 功能 ， 想 煮 什么 都 能 做 ！,[0_1_2_4_5_6_7_8_9],[3_10],PSU
4906,还有 哑铃 。,[0_1],[2],PSU
4907,本人 因 回国 ， 所以 甩卖 家具 。,[0_1_2_4_5_6],[3_7],PSU
4909,车况 良好 ， 里程 低 ， 还 很 新 。,[0_1_3_4_6_7_8],[2_5_9],PSU
4910,顺便 赠送 吸尘器,[0_1_2],[],PSU
4912,周日 早上 出发 ， 下午 返回 .,[0_1_2_4_5],[3_6],PSU
4913,有 木 有 人 一起 ～,[0_1_2_3_4],[5],PSU
4914,同学 你 好 ， 我 刚好 和 你 行程 重合 。,[0_1_2_4_5_6_7_8_9],[3_10],PSU
4915,同学 ， 还 缺 人 吗,[0_2_3_4_5],[1],PSU
4916,毕业 卖 （ 几乎 是 送 ） 一 波 什么 都 有 ！,[0_1_3_4_5_7_8_9_10_11],[2_6_12],PSU
4917,不 记得 了 反正 很 贵 ！,[0_1_2_3_4_5],[6],PSU
4918,注意 ： 不 是 自动 门 。,[0_2_3_4_5],[1_6],PSU
4920,我 试着 申请 了 一下 ， 不行 ， 说 只 有 学生 和 员工 才 能 申请,[0_1_2_3_4_6_8_9_10_11_12_13_14_15_16],[5_7],PSU
4921,新 住户 要 买 一 个 buspass，$295一年 。,[0_1_2_3_4_5],[6_7],PSU
4922,请 问 是 男生 还是 女生 呢 ？,[0_1_2_3_4_5_6],[7],PSU
4924,时间 是 7.,[0_1],[2],PSU
4925,很 小 具体 面积 不 知道,[0_1_2_3_4_5],[],PSU
4926,动力 强劲 ， 3.,[0_1],[2_3],PSU
4927,因 本人 需要 资金 所以 出售 。,[0_1_2_3_4_5],[6],PSU
4928,因为 都 是 男生 ， 所以 只 招 男生 ， 比较 方便 。,[0_1_2_3_5_6_7_8_10_11],[4_9_12],PSU
4929,没有 特别 要求 ， 讲 卫生 就 好 。,[0_1_2_4_5_6_7],[3_8],PSU
4930,请 问 租 半 年 可以 吗 ？,[0_1_2_3_4_5_6],[7],PSU
4931,桌子 ， 柜子 厨具 ；,[0_2_3],[1_4],PSU
4933,提供 部分 家具 （ 床 和 桌子 ） 和 厨具 。,[0_1_2_4_5_6_8_9],[3_7_10],PSU
4934,入住 后 需要 交 一 个 月 房租 为 押金 。,[0_1_2_3_4_5_6_7_8_9],[10],PSU
4935,你 好 ， 可以 租 2016.,[0_1_3_4],[2_5],PSU
4936,使用 三 个 月 左右 。,[0_1_2_3_4],[5],PSU
4937,联系 电话 ： 814-seven-seven-seven-0327 。,[0_1],[2_3_4],PSU
4938,最 好 先 发 个 短信 。,[0_1_2_3_4_5],[6],PSU
4939,可 安排 房子 参观 。,[0_1_2_3],[4],PSU
4940,已 找到 ， 谢谢 关注,[0_1_3_4],[2],PSU
4941,书桌 有 图片 吗,[0_1_2_3],[],PSU
4942,有的 ， 我 发 邮件 给 你 ， 谢谢,[0_2_3_4_5_6_8],[1_7],PSU
4943,多少 钱 一 位,[0_1_2_3],[],PSU
4944,东西 便宜 卖 自己 顶,[0_1_2_3_4],[],PSU
4945,感觉 其他 帖子 见到 的 我 家 基本上 都 有 。,[0_1_2_3_4_5_6_7_8_9],[10],PSU
4946,可以 不 给 。,[0_1_2],[3],PSU
4947,图片 在 这里 。,[0_1_2],[3],PSU
4948,请 问 桌子 有 图片 吗,[0_1_2_3_4_5],[],PSU
4949,请 大家 多多 指教 ， 谢谢 ！,[0_1_2_3_5],[4_6],PSU
4950,感谢 各位 ！,[0_1],[2],PSU
4951,车 已 卖 谢谢 大家 的 关注 ~,[0_1_2_3_4_5_6],[7],PSU
4952,有何 要求 ？,[0_1],[2],PSU
4957,你 好 ， 我 是 名 女生 ， 你们 是 男生 吗 ？,[0_1_3_4_5_6_8_9_10_11],[2_7_12],PSU
4958,各位 好 ， 本人 目前 是 大 三 工科 男 一 名 。,[0_1_3_4_5_6_7_8_9_10_11],[2_12],PSU
4959,首先 介绍 一下 本 小区 ： 这 是 一 个 很 安静 祥和 的 小区 ， 我 也 是 在 此 论坛 找到 这 套 房 的 。,[0_1_2_3_4_6_7_8_9_10_11_12_13_14_16_17_18_19_20_21_22_23_24_25_26],[5_15_27],PSU
4960,最后 总结 一下 ： 我 个人 认为 这 是 我 找到 过 的 性价比 最高 的 房 ， 整 套 一共 $990一月 ， 次 卧$475 ， 主 卧$515 （ 不过 可以 商量 ） 。,[0_1_2_4_5_6_7_8_9_10_11_12_13_14_15_16_18_19_20_23_26_29_30_31],[3_17_21_22_24_25_27_28_32_33],PSU
4961,请 各位 有 兴趣 的 尽快 联系 我 啊 ！,[0_1_2_3_4_5_6_7_8],[9],PSU
4962,最近 更新 了 啊 ！,[0_1_2_3],[4],PSU
4963,还没 找到 房 的 请 赶紧 联系 我 ！,[0_1_2_3_4_5_6_7],[8],PSU
4964,价钱 可 商议 。,[0_1_2],[3],PSU
4965,如果 这 期间 的 前 一 段 或 后 一 段 有 房 也 可 考虑 。,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15],[16],PSU
4966,差 几 天 ye'ke'yi,[0_1_2],[3],PSU
4967,你 好 ， 请 问 价钱 是 多少 呢 ？,[0_1_3_4_5_6_7_8],[2_9],PSU
4968,短期 出租 的 ？,[0_1_2],[3],PSU
4971,已 更新 图片,[0_1_2],[],PSU
4972,准备 什么 时候 去 ？,[0_1_2_3],[4],PSU
4973,具体 时间 还 没有 定 ， 我们 就是 有 这个 想法 ， 大家 可以 商量 商量,[0_1_2_3_4_6_7_8_9_10_12_13_14_15],[5_11],PSU
4974,下午 出发 ， 具体 时间 可以 商量,[0_1_3_4_5_6],[2],PSU
4975,跑 长途 无忧 。,[0_1_2],[3],PSU
4976,有 其他 联系 方式 吗 ？,[0_1_2_3_4],[5],PSU
4977,此 贴 一直 有效 哦 ！,[0_1_2_3_4],[5],PSU
4979,房间 还 在 否 ？,[0_1_2_3],[4],PSU
4980,楼 主 能 留下 联系 方式 吗,[0_1_2_3_4_5_6],[],PSU
4982,忘记 说 了 ， 车子 性能 良好 ， 尤其 发动机 保养 的 很 好 ， 可以 跑 高速 、 长途 ， 都 没有 问题,[0_1_2_4_5_6_8_9_10_11_12_13_15_16_17_19_21_22_23],[3_7_14_18_20],PSU
4983,有 人 吗 。,[0_1_2],[3],PSU
4984,本人 访问 学者 ， 男 ， 不 吵闹 ， 作息 规律 ， 容易 相处 。,[0_1_2_4_6_7_9_10_12_13],[3_5_8_11_14],PSU
4986,男 ， 博士后 ， 求 一 房间 。,[0_2_4_5_6],[1_3_7],PSU
4987,时间 倾向于 08/16-03/17 。,[0_1],[2_3],PSU
