SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,CodeSwitch6,Translation6,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation
1641,你 也 可以 认为 他 是 一 个 living room 。,1,living room,,,,,,,,,,,,8,2,1,[0_1_2_3_4_5_6_7],[8_9],[10]
1642,你 找 房子 吧 赶快 接手 我 的 房子 顶 你 个 肺 still available 。,1,still available,,,,,,,,,,,,13,2,1,[0_1_2_3_4_5_6_7_8_9_10_11_12],[13_14],[15]
1643,alex wrote : 顶 你 个 肺 still available 。,2,alex wrote,,still available,,,,,,,,,,4,4,2,[3_4_5_6],[0_1_7_8],[2_9]
1644,house 是 上下 两 层 改造 成 的 apartment ， 出租 的 bedroom 位于 第二 层 。,3,house,,apartment,,bedroom,,,,,,,,12,3,2,[1_2_3_4_5_6_7_10_11_13_14_15],[0_8_12],[9_16]
1645,utility 四 个 人 share 。,2,utility,,share,,,,,,,,,,3,2,1,[1_2_3],[0_4],[5]
1646,有 兴趣 的 请 联系 我 michelle em1305,1,michelle em1305,,,,,,,,,,,,6,1,0,[0_1_2_3_4_5],[6_7],
1647,html 联系 电话 ： pn288 ashley xu412-916-9653 grace zhange-mail : em1306,3,html,,pn288 ashley xu412-916-9653 grace,,em1306,,,,,,,,2,3,4,[1_2],[0_4_5_7_10],[3_6_8_9]
1648,现有 squirrel hill,1,squirrel hill,,,,,,,,,,,,1,2,0,[0],[1_2],
1649,有 兴趣 的 同学 请 text 412.,1,text,,,,,,,,,,,,5,1,1,[0_1_2_3_4],[5],[6]
1650,mozart 的 房子 ， 这个 公寓 在 匹兹堡 很 出名 ， 是 老牌 的 公寓 了 。,1,mozart,,,,,,,,,,,,13,1,3,[1_2_4_5_6_7_8_9_11_12_13_14_15],[0],[3_10_16]
1651,eagle 买 东西 ， 然后 再 回来 。,1,eagle,,,,,,,,,,,,5,1,2,[1_2_4_5_6],[0],[3_7]
1652,tos_stream 联系 电话 ： pn291 grace zhang pn288 ashley xue-mail : em1310,2,pn291 grace zhang pn288 ashley,,em1310,,,,,,,,,,2,3,4,[1_2],[4_5_6_7_8_11],[0_3_9_10]
1653,我 的 邮箱 是 gel em436,1,gel em436,,,,,,,,,,,,4,1,0,[0_1_2_3],[4_5],
1654,会 续签 lease ， 保障 权利 。,1,lease,,,,,,,,,,,,4,1,2,[0_1_4_5],[2],[3_6]
1655,顶 一下 ~ 再 顶 ~ 这 是 一 个 和 bedroom 几乎 一样 的 living room ， 可以 给 有 兴趣 的 同学 看 实物 图 ~,2,bedroom,,living room,,,,,,,,,,21,3,4,[0_1_3_4_6_7_8_9_10_12_13_14_18_19_20_21_22_23_24_25_26],[11_15_16],[2_5_17_27]
1656,有 兴趣 的 请 联系 cora ( em1316,1,cora ( em1316,,,,,,,,,,,,5,1,1,[0_1_2_3_4],[5_7],[6]
1657,附近 交通 方便 ， shuttle ， escort 经过 。,1,shuttle ， escort,,,,,,,,,,,,4,2,3,[0_1_2_7],[4_6],[3_5_8]
1658,房子 信息 ： 是 一 个 house ， 共 三 层 ， 一 层 是 客厅 ， 厨房 。,1,house,,,,,,,,,,,,13,1,5,[0_1_3_4_5_8_9_10_12_13_14_15_17],[6],[2_7_11_16_18]
1659,每 层 均 有 一 个 独立 卫生间 和 shower 。,1,shower,,,,,,,,,,,,9,1,1,[0_1_2_3_4_5_6_7_8],[9],[10]
1660,五 分钟 到 walnut 逛街 ；,1,walnut,,,,,,,,,,,,4,1,1,[0_1_2_4],[3],[5]
1661,距离 购物 街 walnut street 两 个 block 。,2,walnut street,,block,,,,,,,,,,5,3,1,[0_1_2_5_6],[3_4_7],[8]
1662,联系 方式 ： 电话 ： pn293 email ： em1320,1,pn293 email ： em1320,,,,,,,,,,,,3,1,3,[0_1_3],[5_6_8],[2_4_7]
1663,请 email lana em1256,1,email lana em1256,,,,,,,,,,,,1,2,0,[0],[1_2_3],
1664,房间 比较 小 ， full-size 的 床 可以 放下 ， 不过 现在 的 床 是 twin 的 。,1,twin,,,,,,,,,,,,13,1,4,[0_1_2_5_6_7_8_10_11_12_13_14_16],[15],[3_4_9_17]
1665,公寓 在 walnut street 和 shady ave .,2,walnut street,,shady ave,,,,,,,,,,3,4,1,[0_1_4],[2_3_5_6],[7]
1666,去 downtown 和 waterfront 都 很 方便 。,2,downtown,,waterfront,,,,,,,,,,5,2,1,[0_2_4_5_6],[1_3],[7]
1667,escort 可以 到 murray 桥头 。,2,escort,,murray,,,,,,,,,,3,2,1,[1_2_4],[0_3],[5]
1668,两 个 full bath 洗澡 不 会 挤 。,1,full bath,,,,,,,,,,,,6,2,1,[0_1_4_5_6_7],[2_3],[8]
1669,google map 还是 比较 准确 的 。,1,google map,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
1670,晚上 回家 还 可以 做 escort 。,1,escort,,,,,,,,,,,,5,1,1,[0_1_2_3_4],[5],[6]
1671,一 楼 ， one bedroom ， one living room .,1,one bedroom ， one living room,,,,,,,,,,,,2,5,3,[0_1],[3_4_6_7_8],[2_5_9]
1672,the price : 公寓 出价 两 人 住 的 one bedroom one living room 是 $1100 .,2,the price,,one bedroom one living room,,,,,,,,,,7,7,3,[3_4_5_6_7_8_14],[0_1_9_10_11_12_13],[2_15_16]
1673,我 的 房间 是 这个 house 中 最 大 的 一 间 。,1,house,,,,,,,,,,,,11,1,1,[0_1_2_3_4_6_7_8_9_10_11],[5],[12]
1674,我 的 email ： em1248,1,email ： em1248,,,,,,,,,,,,2,1,1,[0_1],[2_4],[3]
1675,两 房 中 的 一 房 现在 出租 ， 月 租$450 加 utility 。,1,utility,,,,,,,,,,,,10,1,3,[0_1_2_3_4_5_6_7_9_11],[12],[8_10_13]
1676,有 意愿 联系 看 房 的 可以 打 pn296 ， or chen.,1,pn296 ， or,,,,,,,,,,,,8,1,2,[0_1_2_3_4_5_6_7],[8_10],[9_11]
1677,房子 信息 如下 ： 位置 : squirrel hill.,1,squirrel,,,,,,,,,,,,4,1,3,[0_1_2_4],[6],[3_5_7]
1678,在 和 murray ave 交界 的 地方 ， 离 学校 1.,1,murray ave,,,,,,,,,,,,7,2,2,[0_1_4_5_6_8_9],[2_3],[7_10]
1679,独立 两 层 house 。,1,house,,,,,,,,,,,,3,1,1,[0_1_2],[3],[4]
1680,刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 family 很 安静 ， 也 很 安全 。,1,family,,,,,,,,,,,,23,1,5,[0_1_2_3_5_6_7_8_9_10_12_13_14_16_17_18_19_20_22_23_25_26_27],[21],[4_11_15_24_28]
1681,联系 方式 ： email : rhys.,1,email,,,,,,,,,,,,2,1,3,[0_1],[3],[2_4_5]
1682,健身房 （ 带 空调 跟 电视 ， 一般 很少 人 用 ， 很 free ） ；,1,free,,,,,,,,,,,,10,1,5,[0_2_3_4_5_7_8_9_10_12],[13],[1_6_11_14_15]
1683,if you have any questions ， feel free to send me email in 中文 to em1335,2,if you have any questions ， feel free to send me email in,,to em1335,,,,,,,,,,1,13,1,[13],[0_1_2_3_4_6_7_8_9_10_11_12_14_15],[5]
1684,匹 大 的 学生 公寓 college garden ， 很 方便 的 maintenance service 。,2,college garden,,maintenance service,,,,,,,,,,8,4,2,[0_1_2_3_4_8_9_10],[5_6_11_12],[7_13]
1685,有 on street parking ， 也 有 室内 停车 （ 收费 ） 。,1,on street parking,,,,,,,,,,,,6,3,4,[0_5_6_7_8_10],[1_2_3],[4_9_11_12]
1686,还 没有 尝试 用 easy recovery 软件 ， 听说 软件 层面 很 难 恢复 求 高手 帮忙 恢复 硬盘 ！,1,easy recovery,,,,,,,,,,,,16,2,2,[0_1_2_3_6_8_9_10_11_12_13_14_15_16_17_18],[4_5],[7_19]
1687,地段 好 ， 前面 就 有 giant eagle 超市 。,1,giant eagle,,,,,,,,,,,,6,2,2,[0_1_3_4_5_8],[6_7],[2_9]
1688,因为 是 学校 的 房产 ， 所以 你 必须 跟 学校 的 property management 签 合同 及 付 押金 。,1,property management,,,,,,,,,,,,16,2,2,[0_1_2_3_4_6_7_8_9_10_11_14_15_16_17_18],[12_13],[5_19]
1689,我们 共同 share 的 公共 区域 希望 能 保持 卫生 。,1,share,,,,,,,,,,,,9,1,1,[0_1_3_4_5_6_7_8_9],[2],[10]
1690,房子 信息 如下 ： 位置 : squirrel hill.,1,squirrel,,,,,,,,,,,,4,1,3,[0_1_2_4],[6],[3_5_7]
1691,在 和 murray ave 交界 的 地方 ， 离 学校 1.,1,murray ave,,,,,,,,,,,,7,2,2,[0_1_4_5_6_8_9],[2_3],[7_10]
1692,独立 两 层 house 。,1,house,,,,,,,,,,,,3,1,1,[0_1_2],[3],[4]
1693,刚刚 重新 装修 过 ， 都 是 新 的 非常 干净 ， 周围 植被 丰富 ， 附近 住 的 都 是 family 很 安静 ， 也 很 安全 。,1,family,,,,,,,,,,,,23,1,5,[0_1_2_3_5_6_7_8_9_10_12_13_14_16_17_18_19_20_22_23_25_26_27],[21],[4_11_15_24_28]
1694,房子 信息 如下 ： 位置 : north oakland.,1,north,,,,,,,,,,,,4,1,3,[0_1_2_4],[6],[3_5_7]
1695,独立 house 。,1,house,,,,,,,,,,,,1,1,1,[0],[1],[2]
1696,一 间 大 房间 出租 ， 有 家具 ， 超大 closet 。,1,closet,,,,,,,,,,,,8,1,3,[0_1_2_3_4_6_7_9],[10],[5_8_11]
1697,一 个 月 $500 ， 一 年 lease .,1,lease,,,,,,,,,,,,5,1,3,[0_1_2_5_6],[7],[3_4_8]
1698,1-3 个 bedroom 均可 。,1,bedroom,,,,,,,,,,,,2,1,2,[1_3],[2],[0_4]
1699,有 需要 roommate 的 也 可以 联系 我 。,1,roommate,,,,,,,,,,,,7,1,1,[0_1_3_4_5_6_7],[2],[8]
1700,大家 都 是 学生 ， 要 住 的 话 lease 啥 的 都 可以 给 你们 看 。,1,lease,,,,,,,,,,,,15,1,2,[0_1_2_3_5_6_7_8_10_11_12_13_14_15_16],[9],[4_17]
1701,（ 已 无效 ） 是 一 个 两 室 一 厅 的 apartment ， 两 个 房间 已 有 人 住 ， 现出 租 客厅 。,1,apartment,,,,,,,,,,,,20,1,5,[1_2_4_5_6_7_8_9_10_11_14_15_16_17_18_19_20_22_23_24],[12],[0_3_13_21_25]
1702,一 间 大 房间 出租 ， 有 家具 ， 超大 closet 。,1,closet,,,,,,,,,,,,8,1,3,[0_1_2_3_4_6_7_9],[10],[5_8_11]
1703,一 个 月 $500 ， 一 年 lease .,1,lease,,,,,,,,,,,,5,1,3,[0_1_2_5_6],[7],[3_4_8]
1704,本人 很 爱 干净 ， 喜欢 打 羽毛球 ， nab ， 看 电影 、 听 音乐 ， 比较 安静 ， 很 好 相处 。,1,nab,,,,,,,,,,,,16,1,7,[0_1_2_3_5_6_7_11_12_14_15_17_18_20_21_22],[9],[4_8_10_13_16_19_23]
1705,我 的 邮箱 francis em1355,1,francis em1355,,,,,,,,,,,,3,1,0,[0_1_2],[3_4],
1706,apt 在 centre ave 上 。,2,apt,,centre ave,,,,,,,,,,2,3,1,[1_4],[0_2_3],[5]
1707,如果 有 兴趣 的 可以 email 我 ： em1357,2,email,,em1357,,,,,,,,,,6,1,1,[0_1_2_3_4_6],[5_8],[7]
1708,整 套 apt 位 于 一 栋 house 的 二 层 ， 三 室 两 厅 ， 中央 空调 ， 各 种 设施 齐全 而且 非常 新 !,2,apt,,house,,,,,,,,,,22,2,4,[0_1_3_4_5_6_8_9_10_12_13_14_15_17_18_20_21_22_23_24_25_26],[2_7],[11_16_19_27]
1709,$550 plus utilities ， plus last month rent and$100 utility security deposit 有 兴趣 请 联系 ： 我 （ em1175,2,plus utilities ， plus last month rent and$100 utility security deposit,,em1175,,,,,,,,,,5,9,5,[12_13_14_15_17],[1_2_4_5_6_7_9_10_11_19],[0_3_8_16_18]
1710,giant eagle 跟 target 都 很 近 。,2,giant eagle,,target,,,,,,,,,,4,3,1,[2_4_5_6],[0_1_3],[7]
1711,如果 没有 ， 方便 联系 一下 我们 吗 ， email ： em1364,1,email ： em1364,,,,,,,,,,,,7,1,3,[0_1_3_4_5_6_7],[9_11],[2_8_10]
1712,house 有 中央 空调 循环 ， 通风 和 湿度 都 没有 没 问题 。,1,house,,,,,,,,,,,,11,1,2,[1_2_3_4_6_7_8_9_10_11_12],[0],[5_13]
1713,可以 住 两 个 人 或者 couple 。,1,couple,,,,,,,,,,,,6,1,1,[0_1_2_3_4_5],[6],[7]
1714,我们 都 是 今年 master 新生,1,master,,,,,,,,,,,,5,1,0,[0_1_2_3_5],[4],
1715,包含 utilities 么 ？,1,utilities,,,,,,,,,,,,2,1,1,[0_2],[1],[3]
1716,房子 是 两 个 bedroom （ 一 大 ， 一 小 ） ， 厨房 和 卫生间 都 很 大 。,1,bedroom,,,,,,,,,,,,14,1,5,[0_1_2_3_6_7_9_10_13_14_15_16_17_18],[4],[5_8_11_12_19]
1717,具体 情况 可 面谈 ， 有 需要 的 同学 ， 直接 发 email 给 我 就 行 了 。,1,email,,,,,,,,,,,,15,1,3,[0_1_2_3_5_6_7_8_10_11_13_14_15_16_17],[12],[4_9_18]
1718,本人 me 的 master 。,2,me,,master,,,,,,,,,,2,2,1,[0_2],[1_3],[4]
1719,足够 的 存储 空间 ， 每个 卧室 都 有 宽敞 的 closet ， 客厅 和 走道 有 storage ， 其中 一 个 为 walk-in 。,2,closet,,storage,,,,,,,,,,18,2,5,[0_1_2_3_5_6_7_8_9_10_13_14_15_16_19_20_21_22],[11_17],[4_12_18_23_24]
1720,about me : 多伦多 大学 本科 毕业 。,1,about me,,,,,,,,,,,,4,2,2,[3_4_5_6],[0_1],[2_7]
1721,有意 可以 联系 我 email : em1005,1,email : em1005,,,,,,,,,,,,4,1,1,[0_1_2_3],[4_6],[5]
1722,整个 apartment 还 包括 一 个 厨房 ， 一 个 餐厅 ， 和 一 个 卫生间 。,1,apartment,,,,,,,,,,,,13,1,3,[0_2_3_4_5_6_8_9_10_12_13_14_15],[1],[7_11_16]
1723,tang ) 或 pn302 ( ms.,2,tang,,pn302,,,,,,,,,,1,1,3,[2],[0_3],[1_4_5]
1724,公寓 在 oakland ， craig st.,1,oakland ， craig,,,,,,,,,,,,2,2,2,[0_1],[2_4],[3_5]
1725,有 兴趣 请 联系 我 cora pn303 ， em1316,1,cora pn303 ， em1316,,,,,,,,,,,,5,1,1,[0_1_2_3_4],[5_6_8],[7]
1726,位于 north craig st.,1,north craig,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
1727,和 bayard st .,1,bayard st,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
1728,房租 包 gas ， water ， sewage ， heat 。,1,gas ， water ， sewage ， heat,,,,,,,,,,,,2,4,4,[0_1],[2_4_6_8],[3_5_7_9]
1729,因为 在 远离 fifth 的 一 侧 ， 所以 很 安静 的 。,1,fifth,,,,,,,,,,,,10,1,2,[0_1_2_4_5_6_8_9_10_11],[3],[7_12]
1730,而且 冬天 gas 开 的 很 足 ， 很 暖和 。,1,gas,,,,,,,,,,,,8,1,2,[0_1_3_4_5_6_8_9],[2],[7_10]
1731,位于 north craig st.,1,north craig,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
1732,和 bayard st .,1,bayard st,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
1733,三 层 楼 豪宅 basement 带 车库 带 ， 现 租金 为 $500 一 个 月 不 包 utility ， 家具 齐全 ， 暑期 有意 sub-lease 剩下 三 个 月 的 同学 价格 好 商量 。,2,basement,,utility,,,,,,,,,,28,2,6,[0_1_2_3_5_6_7_9_10_11_13_14_15_16_17_20_21_23_24_26_27_28_29_30_31_32_33_34],[4_18],[8_12_19_22_25_35]
1734,bus stop 也 就 在家 门口 。,1,bus stop,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
1735,和 我 去 过 的 其他 apartment 相比 ， webster hall 是 最 新 的 之一 。,2,apartment,,webster hall,,,,,,,,,,12,3,2,[0_1_2_3_4_5_7_11_12_13_14_15],[6_9_10],[8_16]
1736,具体 可以 再 google 地图 上 看到 。,1,google,,,,,,,,,,,,6,1,1,[0_1_2_4_5_6],[3],[7]
1737,本人 匹 大 的 phd ， 女生 。,1,phd,,,,,,,,,,,,5,1,2,[0_1_2_3_6],[4],[5_7]
1738,bus stop 也 就 在家 门口 。,1,bus stop,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
1739,五 分钟 到 walnut 逛街 ；,1,walnut,,,,,,,,,,,,4,1,1,[0_1_2_4],[3],[5]
1740,bus stop 也 就 在家 门口 。,1,bus stop,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
1741,house 在 north craig st.,2,house,,north craig,,,,,,,,,,1,3,1,[1],[0_2_3],[4]
1742,上 ， 临近 centre ave.,1,centre,,,,,,,,,,,,2,1,2,[0_2],[3],[1_4]
1743,欢迎 email 联系 联系 方式 ： em1416,2,email,,em1416,,,,,,,,,,4,1,1,[0_2_3_4],[1_6],[5]
1744,联系 方式 ： email : em1417,1,email : em1417,,,,,,,,,,,,2,1,2,[0_1],[3_5],[2_4]
1745,房间 内 有 air conditioner ， furniture 齐全 ， 可以 直接 拎包 入住 。,1,air conditioner ， furniture,,,,,,,,,,,,8,3,3,[0_1_2_7_9_10_11_12],[3_4_6],[5_8_13]
1746,离 giant eagle （ market district ） 也 非常 地 近 。,1,giant eagle （ market district,,,,,,,,,,,,5,4,3,[0_7_8_9_10],[1_2_4_5],[3_6_11]
1747,house 在 north craig st.,2,house,,north craig,,,,,,,,,,1,3,1,[1],[0_2_3],[4]
1748,上 ， 临近 centre ave.,1,centre,,,,,,,,,,,,2,1,2,[0_2],[3],[1_4]
1749,五 分钟 到 walnut 逛街 ；,1,walnut,,,,,,,,,,,,4,1,1,[0_1_2_4],[3],[5]
1750,房屋 所 属 公司 ： union real estate 之 coronado 公司 房屋 类型 ：,2,union real estate,,coronado,,,,,,,,,,8,4,2,[0_1_2_3_8_10_11_12],[5_6_7_9],[4_13]
1751,bus stop 也 就 在家 门口 。,1,bus stop,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
1752,walk : 5-7-minto downtown （ 门口 就 是 车站 ） : 71b/71 d direct bus.,3,walk,,downtown,,d direct,,,,,,,,4,4,7,[5_6_7_8],[0_3_12_13],[1_2_4_9_10_11_14]
1753,巨大 宽敞 的 全 装修 living room ， 2.,1,living room,,,,,,,,,,,,5,2,2,[0_1_2_3_4],[5_6],[7_8]
1754,目前 dining room 被 改装 成 一 个 小 living room ， 有 沙发 和 电视 。,2,dining room,,living room,,,,,,,,,,11,4,2,[0_3_4_5_6_7_8_12_13_14_15],[1_2_9_10],[11_16]
1755,living room 很大 ， 可以 放 full size 的 大 床 和 各 种 家具 。,2,living room,,full size,,,,,,,,,,10,4,2,[2_4_5_8_9_10_11_12_13_14],[0_1_6_7],[3_15]
1756,虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 dining room ， kitchen 还有 bathroom 相隔 ， 所以 互相 干扰 不 大 。,2,dining room ， kitchen,,bathroom,,,,,,,,,,25,4,6,[0_1_2_4_5_6_8_9_10_11_12_13_14_15_16_18_19_20_25_27_29_30_31_32_33],[21_22_24_26],[3_7_17_23_28_34]
1757,是 apartment building ， 有 很 好 的 管理 公司 。,1,apartment building,,,,,,,,,,,,7,2,2,[0_4_5_6_7_8_9],[1_2],[3_10]
1758,一 来 pittsburgh 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,1,pittsburgh,,,,,,,,,,,,16,1,3,[0_1_3_4_5_7_8_9_10_11_13_14_15_16_17_18],[2],[6_12_19]
1759,和 bayard st .,1,bayard st,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
1760,我们 的 公寓 位于 hobart street ， 出行 方便 。,1,hobart street,,,,,,,,,,,,6,2,2,[0_1_2_3_7_8],[4_5],[6_9]
1761,外出 吃饭 可 到 murray 上 ， 有 川 霸王 和 china star 以及 各 种 小 馆 。,2,murray,,china star,,,,,,,,,,14,3,2,[0_1_2_3_5_7_8_9_10_13_14_15_16_17],[4_11_12],[6_18]
1762,html 谢谢 ！,1,html,,,,,,,,,,,,1,1,1,[1],[0],[2]
1763,到 giant eagle 很 近 。,1,giant eagle,,,,,,,,,,,,3,2,1,[0_3_4],[1_2],[5]
1764,去 中国 超市 、 匹 大 、 downtown 等 地 只 需 一 辆 公交 。,1,downtown,,,,,,,,,,,,12,1,3,[0_1_2_4_5_8_9_10_11_12_13_14],[7],[3_6_15]
1765,适合 交流 学者 或者 summer 过来 读书 的 女生 。,1,summer,,,,,,,,,,,,8,1,1,[0_1_2_3_5_6_7_8],[4],[9]
1766,escort 及 shuttle 均 可 到达 。,2,escort,,shuttle,,,,,,,,,,4,2,1,[1_3_4_5],[0_2],[6]
1767,bus stop 也 就 在家 门口 。,1,bus stop,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
1768,一 来 pittsburgh 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,1,pittsburgh,,,,,,,,,,,,16,1,3,[0_1_3_4_5_7_8_9_10_11_13_14_15_16_17_18],[2],[6_12_19]
1769,和 bayard st .,1,bayard st,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
1770,公司 meyers management 所有 ， 因为 交通 方便 ， 价钱 合理 ， 所以 是 很 热门,1,meyers management,,,,,,,,,,,,11,2,3,[0_3_5_6_7_9_10_12_13_14_15],[1_2],[4_8_11]
1771,craig 上 有 两 间 中式 餐厅 ，,1,craig,,,,,,,,,,,,6,1,1,[1_2_3_4_5_6],[0],[7]
1772,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门 、 收取 信件 包裹 。,1,nice,,,,,,,,,,,,22,1,4,[0_1_2_4_5_6_8_9_10_11_12_13_14_15_17_18_19_20_21_23_24_25],[16],[3_7_22_26]
1773,bus stop 也 就 在家 门口 。,1,bus stop,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
1774,人 都 很 nice 。,1,nice,,,,,,,,,,,,3,1,1,[0_1_2],[3],[4]
1775,出租 的 是 house 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的 。,1,house,,,,,,,,,,,,20,1,4,[0_1_2_4_5_7_8_10_11_12_13_15_16_17_18_19_20_21_22_23],[3],[6_9_14_24]
1776,可以 出 粗 全 套 或 只 租 living room （ 320/per month ） 。,2,living room,,month,,,,,,,,,,8,3,4,[0_1_2_3_4_5_6_7],[8_9_12],[10_11_13_14]
1777,house 在 north craig st.,2,house,,north craig,,,,,,,,,,1,3,1,[1],[0_2_3],[4]
1778,上 ， 临近 centre ave.,1,centre,,,,,,,,,,,,2,1,2,[0_2],[3],[1_4]
1779,学校 escort 也 直接 到 。,1,escort,,,,,,,,,,,,4,1,1,[0_2_3_4],[1],[5]
1780,这个 apartment 是 在 这个 地段 来 说 是 非常 便宜 的 。,1,apartment,,,,,,,,,,,,11,1,1,[0_2_3_4_5_6_7_8_9_10_11],[1],[12]
1781,房间 内 有 一 个 很 大 的 closet 和 一 个 bathroom 。,2,closet,,bathroom,,,,,,,,,,11,2,1,[0_1_2_3_4_5_6_7_9_10_11],[8_12],[13]
1782,地下室 有 洗衣机 和 dryer ， 是 房东 提供 的 ， 免费 。,1,dryer,,,,,,,,,,,,9,1,3,[0_1_2_3_6_7_8_9_11],[4],[5_10_12]
1783,联系 email : em1455,1,email : em1455,,,,,,,,,,,,1,1,1,[0],[1_3],[2]
1784,人 都 很 nice 。,1,nice,,,,,,,,,,,,3,1,1,[0_1_2],[3],[4]
1785,我们 都 很 喜欢 这个 apt ， 生活 在 这里 很 方便 。,1,apt,,,,,,,,,,,,10,1,2,[0_1_2_3_4_7_8_9_10_11],[5],[6_12]
1786,房间 内 有 一 个 很 大 的 closet 。,1,closet,,,,,,,,,,,,8,1,1,[0_1_2_3_4_5_6_7],[8],[9]
1787,即刻 就 可以 入住 ， 部分 家具 赠送 或者 on sale 。,1,on sale,,,,,,,,,,,,8,2,2,[0_1_2_3_5_6_7_8],[9_10],[4_11]
1788,house 在 north craig st.,2,house,,north craig,,,,,,,,,,1,3,1,[1],[0_2_3],[4]
1789,上 ， 临近 centre ave.,1,centre,,,,,,,,,,,,2,1,2,[0_2],[3],[1_4]
1790,management 人 非常 nice 。,2,management,,nice,,,,,,,,,,2,2,1,[1_2],[0_3],[4]
1791,一 、 户型 布局 整 套 房子 有 两 间 bedroom ， 一 间 bathroom ， living room 及 dining room 。,3,bedroom,,bathroom ， living room,,dining room,,,,,,,,12,6,4,[0_2_3_4_5_6_7_8_9_12_13_18],[10_14_16_17_19_20],[1_11_15_21]
1792,周围 有 韩国 超市 ， 门口 bus 直达 giant eagle 。,2,bus,,giant eagle,,,,,,,,,,6,3,2,[0_1_2_3_5_7],[6_8_9],[4_10]
1793,附近 有 星巴克 ， subway 和 许多 意大利 餐馆 。,1,subway,,,,,,,,,,,,7,1,2,[0_1_2_5_6_7_8],[4],[3_9]
1794,去 cvs ， giant eagle 和 中国 超市 都 很 方便 。,1,cvs ， giant eagle,,,,,,,,,,,,7,3,2,[0_5_6_7_8_9_10],[1_3_4],[2_11]
1795,house 在 north craig st.,2,house,,north craig,,,,,,,,,,1,3,1,[1],[0_2_3],[4]
1796,上 ， 临近 centre ave.,1,centre,,,,,,,,,,,,2,1,2,[0_2],[3],[1_4]
1797,就 我 这个 apt 来说 ， 大 ， 整洁 ， 干净 。,1,apt,,,,,,,,,,,,7,1,4,[0_1_2_4_6_8_10],[3],[5_7_9_11]
1798,我 的 bedroom 还 带 了 一 个 closet 和 一 个 厕所 。,2,bedroom,,closet,,,,,,,,,,11,2,1,[0_1_3_4_5_6_7_9_10_11_12],[2_8],[13]
1799,房租 便宜 ： $450 全 包 ， 房租 ， 水电 ， wireless ， heating ， 全 都 包括 。,1,wireless ， heating,,,,,,,,,,,,9,2,8,[0_1_4_5_7_9_15_16_17],[11_13],[2_3_6_8_10_12_14_18]
1800,两 个 人 都 很 nice ， 不 喜欢 party 。,2,nice,,party,,,,,,,,,,7,2,2,[0_1_2_3_4_7_8],[5_9],[6_10]
1801,有意 请 email : cecilia.,1,email,,,,,,,,,,,,2,1,2,[0_1],[2],[3_4]
1802,出租 地点 : 位于 north craig st.,1,north craig,,,,,,,,,,,,3,2,2,[0_1_3],[4_5],[2_6]
1803,和 bayard st .,1,bayard st,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
1804,和 bayard st .,1,bayard st,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
1805,房间 内 有 一 个 很 大 的 closet 。,1,closet,,,,,,,,,,,,8,1,1,[0_1_2_3_4_5_6_7],[8],[9]
1806,房子 可以 不 签 lease ， 但 需要 付 一 个 月 的 押金 。,1,lease,,,,,,,,,,,,12,1,2,[0_1_2_3_6_7_8_9_10_11_12_13],[4],[5_14]
1807,联系 email : wenzhou.,1,email,,,,,,,,,,,,1,1,2,[0],[1],[2_3]
1808,请 联系 ： ying fei,1,ying fei,,,,,,,,,,,,2,2,1,[0_1],[3_4],[2]
1809,联系 方式 ： email : kidd em1481,1,email : kidd em1481,,,,,,,,,,,,2,2,2,[0_1],[3_5_6],[2_4]
1810,有 合适 的 请 email ： em1285,1,email ： em1285,,,,,,,,,,,,4,1,1,[0_1_2_3],[4_6],[5]
