SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
469,在 walnut 附近 ， 附近 有 很多 吃饭 逛街 的 地方,在 核桃 街 附近 ， 附近 有 很多 吃饭 逛街 的 地方,[],[1],[1_2],[3],[4]
470,公共 家居 都 是 全 的 ， 房间 里 有 桌子 椅子 ， full size 的 床 ， 因为 我 之后 还 要 回来 住 ， 所以 柜子 ， 箱子 里面 的 东西 希望 你 不 要 动,公共 家居 都 是 全 的 ， 房间 里 有 桌子 椅子 ， 全尺寸 大小 的 床 ， 因为 我 之后 还 要 回来 住 ， 所以 柜子 ， 箱子 里面 的 东西 希望 你 不 要 动,[],[13_14],[13_14],[6_12_17_25_28],[6_12_17_25_28]
471,已 降价 ， still available,已 降价 ， 依旧 有效,[],[3_4],[3_4],[2],[2]
472,出租 的 这个 卧室 很 大 ， 阳光 充沛 ， 是 独 栋 三 层 大 house 四 个 卧室 中 的 一 个  。,出租 的 这个 卧室 很 大 ， 阳光 充沛 ， 是 独 栋 三 层 大 独 栋 住宅 四 个 卧室 中 的 一 个  。,[],[16],[18],[6_9_24],[6_9_26]
473,出租 的 这个 卧室 位于 第二 层 ， 一 层 是 share 的 客厅 餐厅 和 厨房  。,出租 的 这个 卧室 位于 第二 层 ， 一 层 是 共享 的 客厅 餐厅 和 厨房  。,[],[11],[11],[7_17],[7_17]
474,家具 齐全 ， 书架 ， 衣柜 ， full size 床 ， 书桌 ， 椅子 等 ；,家具 齐全 ， 书架 ， 衣柜 ， 全尺寸 大 小 床 ， 书桌 ， 椅子 等 ；,[],[7_8],[7_8_9],[2_4_6_10_12_15],[2_4_6_11_13_16]
475,取暖 用 gas ， 暖气 很 足 ， 房东 付  。,取暖 用 气 ， 暖气 很 足 ， 房东 付  。,[],[2_3],[2_3],[3_7_10],[3_7_10]
476,房子 的 大致 floor plan,房子 的 大致 平面图,[],[3_4],[3],,
477,二 楼 的 full bathroom,二 楼 的 完整 浴室,[],[3_4],[3_4],,
478,家具 齐全 ， 书架 ， 衣柜 ， queen size 床 ， 书桌 ， 椅子 等 ；,家具 齐全 ， 书架 ， 衣柜 ， 大号 尺寸 的 床 ， 书桌 ， 椅子 等 ；,[],[7_8],[7_8_9],[2_4_6_10_12_15],[2_4_6_11_13_16]
479,走 五 分钟 过 一 个 街区 就 是 forbes 和 murray ave ， 各 种 餐馆 ， 超市 都 能 找到  。,走 五 分钟 过 一 个 街区 就 是 福布斯 和 默里 街 ， 各 种 餐馆 ， 超市 都 能 找到  。,[],[9_11_12_13],[9_11_12_13],[13_17_22],[13_17_22]
480,公寓 有 免费 gym ， 门口 有 免费 停车场  。,公寓 有 免费 体育馆 ， 门口 有 免费 停车场  。,[],[3_4],[3_4],[4_9],[4_9]
481,你 好 ， 可以 看看 我们 的 house ， 详见 我 的 帖子,你 好 ， 可以 看看 我们 的 独栋 住宅 ， 详见 我 的 帖子,[],[7_8],[7_8_9],[2_8],[2_9]
482,east liberty 超大 公寓 出租 啦 ！,"    "" "" "" "" "" 东方 责任 "" "" "" ""  超大 公寓 出租 啦 ！ "" "" """,[],[0_1],[0_1_2_3_4_5_6_7_8_9_10_11],[6],[0_1_2_3_4_5_8_9_10_11_16_17_18_19]
483,mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便  。,莫扎特 是 匹兹堡 的 大 物业 ， 艾灵顿 是 莫扎特 的 物业 总部 ， 物业 维修 都 很 方便  。,[],[0_7_9],[0_7_9],[6_13_19],[6_13_19]
484,门口 有 cvs 很 方便  。,门口 有 cvs ( 超市名 )  很 方便  。,[cvs],[2],[2_3_4_5],[5],[3_5_8]
485,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18,[yan],[8_9],[8_9],[3_7_9],[3_7_9]
486,位于 安全 的 西 oakland ！,位于 安全 的 西 奥克兰 ！,[],[4_5],[4_5],[5],[5]
487,房租 不 包括 utilities （ 水 / 电 / 气 ）  。,房租 不 包括 水电气 （ 水 / 电 / 气 ）  。,[],[3_4],[3_4],[4_6_8_10_11],[4_6_8_10_11]
488,采光 充足 ， 物业 nice  。,采光 充足 ， 物业 好 。,[],[4_5],[4_5],[2_5],[2_5]
489,整 租 可以 直接 跟 物业 签 lease 一 年  。,整 租 可以 直接 跟 物业 签 合同 一 年  。,[],[7],[7],[10],[10]
490,独立 house 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住  。,独立 独 栋 住宅 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住  。,[],[1],[1_2_3],[7_11_14],[9_13_16]
491,公寓 位 于 cvs 超市 旁 生活 十分 便利 ， 离 公交 车站 也 非常 近 十 分钟 可 到 giant eagle 等 大 超市  。,公寓 位 于 cvs ( 超市名 )  超市 旁 生活 十分 便利 ， 离 公交 车站 也 非常 近 十 分钟 可 到 大老鹰 等 大 超市  。,[cvs],[3_20_21],[3_4_5_6_23],[9_25],[4_6_12_27]
492,hello 大家 好,嘿 大家 好,[],[0],[0],,
493,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当 popular ， 相当 好 的 ~~~,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当 受 追捧 ， 相当 好 的 ~~~,[],[17_18],[17_18_19],[2_13_18],[2_13_19_23]
494,preferred 地点  ：,比较 喜欢 的 地点  ：,[],[0],[0_1_2],[2],[4]
495,最 多 两 人 share 一 个 卫生间,最 多 两 人 共享 一 个 卫生间,[],[4],[4],,
496,研究生 social work 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作,研究生 社会 工作 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作,[],[1_2],[1],[4_14],[4_14]
497,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18,[yan],[8_9],[8_9],[3_7_9],[3_7_9]
498,公寓 house 皆 可  。,公寓 独栋 住宅 皆 可  。,[],[1],[1_2],[4],[5]
499,距离 giant eagle 步行 十 分钟  。,距离 大老鹰 步行 十 分钟  。,[],[1_2],[1],[6],[5]
500,utility  :  自理,水电气 :  自理,[],[0_1],[0_1],[1],[1]
501,tel  ：  pn-11 （ 短信 优先 ）,电话 ：  pn-11 （ 短信 优先 ）,[],[0_1_2_3],[0_1_2_3],[1_2_3_6],[1_2_3_6]
502,后院 有 鱼池 ， 有 阳台 ， 可以 barbecue ；,后院 有 鱼池 ， 有 阳台 ， 可以 烧烤 ；,[],[8_9],[8_9],[3_6_9],[3_6_9]
503,在 murray ave 上 ， 步行 去 giant eagle 和 餐馆,在 默里 街 上 ， 步行 去 大 老鹰 和 餐馆,[],[1_2_7_8],[1_2_7_8],[4],[4]
504,周围 有 饭店 超市 逛街 场所 walnut st  。,周围 有 饭店 超市 逛街 场所 核桃 街  。,[],[6_7_8],[6_7_8],[8],[8]
505,是 house  。,是 独栋 住宅 。,[],[1_2],[1_2_3],[2],[3]
506,available 时间 是 5 .,有效 时间 是 5 .,[],[0],[0_3_4],[4],[4]
507,房型  ：  studio  (  efficiency  ),房型  ：  工作室 (  效率  ),[],[2_3_4_5],[2_3_4_5],[1_3_5],[1_3_5]
508,走路 10-15 min 可 到 pitt&cmu ；,走路 10 - 15 分钟 可 到 匹大/卡耐基 梅隆 ；,[],[2],[1_2_3_4_8_9],[6],[2_7_9]
509,house 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生  。,独 栋 住宅 一 共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生  。,[],[0],[0_1_2_4],[6_20_29],[9_23_32]
510,房租  ：  $400 / 月 全 包 ， 已 包含 所有 utilities + 网 费 + management 申请 费$200 .,房租  ：  $400 / 月 全 包 ， 已 包含 所有 水电气 + 网 费 + 物业 申请 费$200 .,[],[11_12_16],[11_12_16],[1_3_7_12_15_19],[1_2_3_7_12_15_18_19]
511,house 宽敞 整洁 ， 4b1 .,独 栋 住宅 宽敞 整洁 ， 4b1 .,[],[0],[0_1_2_6_7],[3_5],[5_7]
512,不 开 party ！,不 开 聚会 ！,[],[2_3],[2_3],[3],[3]
513,独立 house 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住  。,独立 住宅 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住  。,[],[1],[1],[7_11_14],[7_11_14]
514,house 里面 的 一 个 客厅 ， 带 家具,独 栋 住宅 里面 的 一 个 客厅 ， 带 家具,[],[0],[0_1_2],[6],[8]
515,本人 pitt master ， 暑期 要 去 别 州 ， 短期 出租 一 室 一 厅 的 apartment ， 公寓 环境 非常 好 ， 基本 都 是 pitt/cmu 的 学生 或 工作 人员  。,本人 匹兹堡 硕士 ， 暑期 要 去 别 州 ， 短期 出租 一 室 一 厅 的 公寓 ， 公寓 环境 非常 好 ， 基本 都 是 匹大/卡耐基 梅隆 的 学生 或 工作 人员  。,[],[1_2_3_17_18],[1_2_3_28],[3_9_18_23_33],[3_9_18_23_27_34]
516,朋友 来 聚餐 ， 开 party 都 有 足够 空间  。,朋友 来 聚餐 ， 开 聚会 都 有 足够 空间  。,[],[5],[5],[3_10],[3_10]
517,有 pet 可以 商量,有 宠物 可以 商量,[],[1],[1],,
518,房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便  。,房子 是 一 个 大 独 栋 住宅 有 院子 ， 门口 就 可以 免费 停车 很 方便  。,[],[5],[5_6_7],[8_16],[10_18]
519,房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便  。,房子 是 一 个 大 独 栋 住宅 有 院子 ， 门口 就 可以 免费 停车 很 方便  。,[],[5],[5_6_7],[8_16],[10_18]
520,联系 方式  ：  email  :  em@20,联系 方式  ：  电子 邮件  :  em@20,[],[3_4_5],[3_4_5_6],[2_4_5],[2_5_6]
521,可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。,可以 共享 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。,[],[1],[1],[5_8_11],[5_8_11]
522,utility  :  自理 （ 约 80-100 / 月 ）,水电气  :  自理 （ 约 80-100 / 月 ）,[],[0_1],[0_1],[1_3_6_8],[1_3_5_6_8]
523,本人 pitt 研究生 ， 女生  。,本人 匹兹堡 大学 研究生 ， 女生  。,[],[1],[1_2],[3_5],[4_6]
524,north oakland 好 房 暑期 出租 ！,北 奥克兰 好 房 暑期 出租 ！,[],[0_1],[0_1],[6],[6]
525,附近 有 rite aid ， iga 超市 ， 满足 日常 需求  。,附近 有 rite aid ( 连锁 超市 名 )  ， iga ( 连锁 超市 名 )  超市 ， 满足 日常 需求  。,[rite_aid_iga],[2_3_4_5],[2_3_4_5_7_8_9_10_11_12_14_15],[4_7_11],[4_8_9_11_15_17_21]
526,下面 是 自己 对 这个 apartment 的 一些 总结  。,下面 是 自己 对 这个 公寓 的 一些 总结  。,[],[5],[5],[9],[9]
527,入住 需要 和 meyer 签 合约  。,入住 需要 和 迈耶斯 签 合约  。,[],[3],[3],[6],[6]
528,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party  。,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会  。,[],[17_18],[17_18],[3_7_10_11_18],[3_7_10_11_18]
529,离 target ， trader joe ’ s ~ 1 .,离 塔吉特 ， 缺德舅 ~ 1 .,[],[1_2_3_4_5_6_7_8_9],[1_2_3_4_5_6],[2_5_7_9],[2_4_6]
530,有 兴趣 同学 可以 联系 mil em@21,有 兴趣 同学 可以 联系 mil em@21,[mil],[5_6],[5_6],[6],[6]
531,有 车库 ， drive way parking 和 street parking  。,"    "" 有 车库 ，  "" "" "" "" 车道 停车 "" "" "" ""  和 路边 停车 。 "" "" """,[],[3_4_5_7_8_9],[0_1_9_10_11_12_13_14_16_17_18_19_20_21],[2_9],[0_1_4_5_6_7_8_11_12_13_14_18_19_20_21]
532,周围 有 饭店 超市 逛街 场所 walnut st  。,周围 有 饭店 超市 逛街 场所 核桃 街  。,[],[6_7_8],[6_7_8],[8],[8]
533,位 于 trees hall 附近 ， 步行 至 trees hall 仅 三 分钟,位于 大 树 厅 附近 ， 步行 至 大树厅 仅 三 分钟,[],[2_3_8_9],[0_1_2_3_8],[5],[5]
534,地址 位 于 beacon st ， 是 独 栋 房屋 的 一 层  。,地址 位 于 烽火 街 ， 是 独 栋 房屋 的 一 层  。,[],[3_4_5],[3_4_5],[5_13],[5_13]
535,后院 有 私家 车库 ， beacon st 两 侧 也 可 免费 趴 车  。,后院 有 私家 车库 ， 烽火 街 两 侧 也 可 免费 趴 车  。,[],[5_6],[5_6],[4_14],[4_14]
536,紧邻 cvs ， 和 south craig street 上 众多 餐馆  。,紧邻 cvs ( 超市名 )  ， 和 南克列戈 街 上 众多 餐馆  。,[cvs],[1_2_4_5_6],[1_2_3_4_5_7_8],[2_10],[2_4_5_12]
537,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 迈耶斯 物业 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,[],[12_13_14],[12],[5_14_20_23],[5_9_14_20_23]
538,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 .,[],[25_26],[25_26],[4_13_16_20_26],[4_13_16_20_26]
539,如果 有 兴趣 可以 联系 我 email  :  em@22,如果 有 兴趣 可以 联系 我 电子 邮件  :  em@22,[],[6_7_8],[6_7_8_9],[7_8],[8_9]
540,小区 环境 非常 幽静  ：  有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,小区 环境 非常 幽静  ：  有 多 处 操场 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,[],[8],[8],[4_11_16_19],[4_11_16_19]
541,步行 可 达 whole fruit  (  大型 食品 超市  )  ， target  (  家居 卖场 ）  。,步行 可 达 全 果 (  大型 食品 超市  )  ， 塔吉特  (  家居 卖场 ）  。,[],[3_4_5_11_12],[3_4_5_11_12],[5_9_10_12_15_16],[5_9_10_12_15_16]
542,距离 cvs 5-10 分钟 ；,距离 cvs ( 超市名 )  5-10 分钟 ；,[cvs],[1_2],[1_2_3_4_5],[4],[2_4_5_7]
543,still available 价格 可以 商议,依旧 有效 ; 价格 可以 商议,[],[0_1],[0_1_2],,[2]
544,房型  ：  mozart 最大 一 套 ， 两 室 一 厅 ， 客厅 不 住 人 ， 出租 中央 卧室  。,房型  ：  莫扎特 最大 一 套 ， 两 室 一 厅 ， 客厅 不 住 人 ， 出租 中央 卧室  。,[],[2],[2],[1_6_11_16_20],[1_6_11_16_20]
545,有 pet 可以 商量,有 宠物 可以 商量,[],[1],[1],,
546,距离 cvs 5-10 分钟 ；,距离 cvs ( 超市名 )  5-10 分钟 ；,[cvs],[1_2],[1_2_3_4_5],[4],[2_4_5_7]
547,utility  :  自理,水电气  :  自理,[],[0_1],[0_1],[1],[1]
548,有 一 个 fireplace ， 中央 空调  。,有 一 个 壁炉 ， 中央 空调  。,[],[3_4],[3_4],[4_7],[4_7]
549,如果 感 兴趣 ， 请 通过 email 联系 em@11,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@11,[],[6],[6_7],[3_8],[3_9]
550,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 .,[],[25_26],[25_26],[4_13_16_20_26],[4_13_16_20_26]
551,如果 有 兴趣 可以 联系 我 email  :  em@22,如果 有 兴趣 可以 联系 我 电子 邮件  :  em@22,[],[6_7_8],[6_7_8_9],[7_8],[8_9]
552,apartment ， 两 室 一 厅 ， 出租 其中 一 间 卧室  。,公寓 ， 两 室 一 厅 ， 出租 其中 一 间 卧室  。,[],[0_1],[0_1],[1_6_12],[1_6_12]
553,可以 share 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等  。,可以 公寓 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等  。,[],[1],[1],[5_8_12],[5_8_12]
554,房租 不 包括 utilities （ 水 / 电 / 气 ）  。,房租 不 包括 水电气 （ 水 / 电 / 气 ）  。,[],[3_4],[3_4],[4_6_8_10_11],[4_6_8_10_11]
555,房租 不 包括 utilities （ 水 / 电 / 气 ）  。,房租 不 包括 水电气 （ 水 / 电 / 气 ）  。,[],[3_4],[3_4],[4_6_8_10_11],[4_6_8_10_11]
556,入住 需要 和 meyer 签 合约  。,入住 需要 和 迈耶斯 签 合约  。,[],[3],[3],[6],[6]
557,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party  。,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会  。,[],[17_18],[17_18],[3_7_10_11_18],[3_7_10_11_18]
558,apartment 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴  。,公寓 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴  。,[],[0],[0],[6_9_12],[6_9_12]
559,meyer 管理 ， 绝对 安全  。,迈耶斯 管理 ， 绝对 安全  。,[],[0],[0],[2_5],[2_5]
560,非常 适合 coupon 或者 一 个 人 ！,非常 适合 一 对儿 或者 一 个 人 ！,[],[2],[3],[7],[8]
561,本人 是 pitt master 在 读 已经 在 这 住 一 年 了,本人 是 匹兹堡 大学 硕士 在 读 已经 在 这 住 一 年 了,[],[2_3],[2_3_4],,
562,现有 两 名 女生 居住 ， 一 名 匹 大 phd ， 另 一 名 匹 大 master ， 都 是 很 好 相处 的 女生  。,现有 两 名 女生 居住 ， 一 名 匹 大 博士 ， 另 一 名 匹 大 硕士 ， 都 是 很 好 相处 的 女生  。,[],[10_11_17_18],[10_11_17_18],[5_11_18_26],[5_11_18_26]
563,物业 是 口碑 很 好 的 mayer ’ s management ， 上门 修 东西 十分 及时 且 免费  。,物业 是 口碑 很 好 的 迈耶斯 物业 ， 上门 修 东西 十分 及时 且 免费  。,[],[6_7_8_9_10],[6],[7_10_18],[8_16]
564,apartment  :  一 室 一 厅  。,公寓 :  一 室 一 厅  。,[],[0_1],[0_1],[1_6],[1_6]
565,roommate  ：  匹 大 硕士 第二 年 ， 温柔 安静 好 相处  。,室友  ：  匹 大 硕士 第二 年 ， 温柔 安静 好 相处  。,[],[0_1],[0_1],[1_7_12],[1_7_12]
566,饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed  。,饭厅 有 两 张 书桌 ， 房间 有 一 张 超 大号 床 。,[],[10_11_12_13],[10_11_12_13],[5_13],[5_13]
567,交通 极 便利 ， forbes 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过  。,交通 极 便利 ， 福布斯 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过  。,[],[4],[4],[3_18],[3_18]
568,户型  ：  一 室 一 厅 ， 崭新 的 apartment room  。,户型  ：  一 室 一 厅 ， 崭新 的 公寓 间 。,[],[9_10_11],[9_10_11],[1_6_11],[1_6_11]
569,现有 两 匹 大 男生 ， 一 master 一 phd ， 很 好 相处  。,现有 两 匹 大 男生 ， 一 硕士 一 博士 ， 很 好 相处  。,[],[7_9_10],[7_9_10],[5_10_14],[5_10_14]
570,ps  ：  房子 的 位置 在 north oakland ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心  。,附笔 ：  房子 的 位置 在 北奥克兰 ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心  。,[],[0_1_6_7_8],[0_1_6_7],[1_8_16_20_27],[1_7_15_19_26]
571,如果 有 兴趣 可以 联系 我 email  :,如果 有 兴趣 可以 联系 我 电子 邮件  :,[],[6_7],[6_7_8],[7],[8]
572,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18,[yan],[8_9],[8_9],[3_7_9],[3_7_9]
573,附近 有 giant eagle ， 各 种 餐厅 ， 离 公园 frick park 走路 一 分钟  。,附近 有 大 老鹰 ， 各 种 餐厅 ， 离 公园 弗里克 公园 走路 一 分钟  。,[],[2_3_4_11_12],[2_3_4_11],[4_8_16],[4_8_16]
574,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18,[yan],[8_9],[8_9],[3_7_9],[3_7_9]
575,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email  ：  em@23,美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子 邮箱  ：  em@23,[],[11_12_13],[11_12_13_14],[5_6_9_10_12_13],[5_6_9_10_13_14]
576,距离 川 霸王 ， 天天 见面 ， 府 河 人家 ， giant eagle 都 是 步 走 距离 ， 生活 便利 ；,距离 川 霸王 ， 天天 见面 ， 府 河 人家 ， 大老鹰 都 是 步 走 距离 ， 生活 便利 ；,[],[11_12],[11],[3_6_10_18_21],[3_6_10_17_20]
577,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 迈耶斯 物业 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,[],[12_13_14],[12],[5_14_20_23],[5_9_14_20_23]
578,附近 有 giant eagle ， 各 种 餐厅 ， 离 公园 frick park 走路 一 分钟  。,附近 有 大 老鹰 ， 各 种 餐厅 ， 离 公园 弗里克 公园 走路 一 分钟  。,[],[2_3_4_11_12],[2_3_4_11],[4_8_16],[4_8_16]
579,暑假 在 匹 大 上 summer ， 实在 不 想 再 搬 一 次  。,暑假 在 匹 大 上 暑校 ， 实在 不 想 再 搬 一 次  。,[],[5_6],[5_6],[6_14],[6_14]
580,hello 大家 好,嘿 大家 好,[],[0],[0],,
581,联系 方式  ：  email  :  em@24,联系 方式  ：  电子 邮件  :  em@24,[],[3_4_5],[3_4_5_6],[2_4_5],[2_5_6]
582,管理 公司 是 匹兹堡 口碑 很 好 的 meyers management ， 维修 速度 非常 快 ， 且 没有 额外 费用,管理 公司 是 匹兹堡 口碑 很 好 的 迈耶斯 物业 ， 维修 速度 非常 快 ， 且 没有 额外 费用,[],[8_9_10],[8_9_10],[10_15],[10_15]
583,联系 电话 or text  ：  412-6518342 jane,联系 电话 or text  ：  412-6518342 jane,[or_text_jane],[2_3_4_5_6],[2_3_4_5_6],[4],[4_5]
584,物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,物业 为 迈耶斯 物业 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,[],[2_3_4],[2],[4_10_13],[4_10_13]
585,有意 者 text or call pn-13 better to text first .,有 意 者 短信 或者 电话 pn-13 最 好 短信 优先 .,[],[2_3_4_5_6_7_8_9_10],[0_1_3_4_5_6_7_8_9_10_11],[5_10],[6_11]
586,欢迎 email 联系 咨询  。,欢迎 电子 邮件 联系 咨询  。,[],[1],[1_2],[4],[5]
587,pets 可以 商量  。,宠物 可以 商量  。,[],[0],[0],[3],[3]
588,补充  ：  bathroom,补充  ：  浴室,[],[2],[2],[1],[1]
589,这 是 one bedroom apartment .,这 是 单 卧室 公寓 .,[],[2_3_4_5],[2_3_4_5],[5],[5]
590,联系 方式  ：  email  :  em@24,联系 方式  ：  电子 邮件  :  em@24,[],[3_4_5],[3_4_5_6],[2_4_5],[2_5_6]
591,管理 公司 是 匹兹堡 口碑 很 好 的 meyers management ， 维修 速度 非常 快 ， 且 没有 额外 费用,管理 公司 是 匹兹堡 口碑 很 好 的 迈耶斯 物业 ， 维修 速度 非常 快 ， 且 没有 额外 费用,[],[8_9_10],[8_9_10],[10_15],[10_15]
592,房子 结构  ：  三 层 楼 house,房子 结构  ：  三 层 楼 独 栋 住宅,[],[6],[6_7_8],[2],[2]
593,周边  ：  附近 有 bar 和 餐厅 ， 还 有 小 超市  。,周边  ：  附近 有 酒吧 和 餐厅 ， 还 有 小 超市  。,[],[4],[4],[1_7_12],[1_7_12]
594,邮箱 [ url = em@25,邮箱 [ 统一 资源 定位 符 = em@25,[],[2_3_4],[2_3_4_5_6_7],[1_3_4],[1_6_7]
595,【  物业  】   ：  meyers management 公司 ， 物业 反应 迅速,【  物业  】   ：  迈耶斯 物业 公司 ， 物业 反应 迅速,[],[0_4_5],[0_4],[0_2_3_7],[0_2_3_7]
596,【  物业  】   ：  meyers management 公司 ， 物业 反应 迅速,【  物业  】   ：  迈耶斯 物业 公司 ， 物业 反应 迅速,[],[0_4_5],[0_4],[0_2_3_7],[0_2_3_7]
597,房租 在 400-500 usd / 月,房租 在 400-500 美 刀 / 月,[],[3_4],[3_4_5],[4],[2_5]
598,并且 附近 有 cvs 和 印度  、  韩国 超市 ， 购物 也 方便  。,并且 附近 有 cvs ( 超市名 )  和 印度  、  韩国 超市 ， 购物 也 方便  。,[cvs],[3],[3_4_5_6],[6_9_13],[4_6_9_12_16]
599,north oakland 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活  。,北 奥克兰 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活  。,[],[0_1],[0_1],[14_18_23],[14_18_23]
600,房租 在 400-500 usd / 月,房租 在 400-500 美 刀 / 月,[],[3_4],[3_4_5],[4],[2_5]
601,） 即日 起 available ！,） 即日 起 有效 ！,[],[0_3_4],[0_3_4],[0_4],[0_4]
602,） 即日 起 available ！,） 即日 起 有效 ！,[],[0_3_4],[0_3_4],[0_4],[0_4]
603,［ 生活 环境 ］ 距 giant eagle ， walnut st 步行 约 五 分钟 ， 周边 有 许多 餐厅  。,［ 生活 环境 ］ 距 大 老鹰 ， 核桃 街 步行 约 五 分钟 ， 周边 有 许多 餐厅  。,[],[0_5_6_7_8_9],[0_5_6_7_8_9],[0_3_7_14_19],[0_3_7_14_19]
604,sherwood 算是 匹兹堡 地区 最好 的 公寓 之一 了 ， 稍微 听说 过 的 同学 应该 都 知道  。,谢尔 伍德 算是 匹兹堡 地区 最好 的 公寓 之一 了 ， 稍微 听说 过 的 同学 应该 都 知道  。,[],[0],[0_1],[9_18],[10_19]
605,有 床 （ queen size ） 和 桌子 椅子  。,有 床 （ 大号 尺寸 的 ） 和 桌子 椅子  。,[],[3_4_5],[3_4_5_6],[2_5_9],[2_6_10]
606,三 层 house ， 带 地下室  。,三 层 独 栋 住宅 ， 带 地下室  。,[],[2_3],[2_3_4_5],[3_6],[5_8]
607,［ 生活 环境 ］ 距 giant eagle ， walnut st 步行 约 五 分钟 ， 周边 有 许多 餐厅  。,［ 生活 环境 ］ 距 大 老鹰 ， 核桃 街 步行 约 五 分钟 ， 周边 有 许多 餐厅  。,[],[0_5_6_7_8_9],[0_5_6_7_8_9],[0_3_7_14_19],[0_3_7_14_19]
