SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
231,女生 在 ibm 做 设计师 ， 男生 即将 完成 cs phd  。,女生 在 万国 商业 机器 公司 做 设计师 ， 男生 即将 完成 电脑 科学 博士 。,[],[2_9_10_11],[2_3_4_5_12_13_14_15],[5_11],[8_15]
232,餐厅 和 deck 之前 是 全 景 玻璃 门  。,餐厅 和 露台 之前 是 全 景 玻璃 门  。,[],[2],[2],[9],[9]
233,生活 不 只是 便利 ， 是 非常 丰富 ~ 关于 租约 和 价格 bedroom 1$600 ， bedroom 2$540 ， bedroom 3$520 ；,生活 不 只是 便利 ， 是 非常 丰富 ~ 关于 租约 和 价格 卧室 1$600 ， 卧室 2$540 ， 卧室 3$520 ；,[],[13_14_15_16_17_18_19_20_21],[13_14_15_16_17_18_19_20_21],[4_8_15_18_21],[4_8_14_15_17_18_20_21]
234,非常 宽敞 ， 可以 放 两 张 full-size 床 ， 还有 walk-in closet ！,非常 宽敞 ， 可以 放 两 张 单人床 ， 还有 步入 式 衣柜 ！,[],[12_13],[7_8_10_11_12_13],[2_9_13],[2_8_13]
235,royal garden 公寓 卧室 诚意 招租 因 本人 年底 毕业 ， 现 诚意 招租  。,皇家 花园 公寓 卧室 诚意 招租 因 本人 年底 毕业 ， 现 诚意 招租  。,[],[0_1],[0_1],[10_14],[10_14]
236,周边  ：  步行 五 分钟 到 giant eagle ， 十 分钟 到 熊猫 超市 和 rite aid 药店  。,周边  ：  步行 五 分钟 到 巨鹰 超市 ， 十 分钟 到 熊猫 超市 和 来 德 爱 药店  。,[],[6_7_8_15_16],[6_15_16_17],[1_8_18],[1_8_19]
238,位 于 escort yellow line 上 ， 熬夜 赶 due 回家 也 不用 担心 哦 ！,位于 护送 车 黄 线 上 ， 熬夜 赶 作业 回家 也 不用 担心 哦 ！,[],[2_3_4_9],[0_1_2_3_4_9],[6_15],[6_15]
239,风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 offer ！,风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 录取 ！,[],[14_15],[14_15],[2_15],[2_15]
240,我 在 greenfield 的 房子 的 一 个 大 卧室 出租  。,我 在 绿地 的 房子 的 一 个 大 卧室 出租  。,[],[2],[2],[11],[11]
241,yellow escort 站 走 半 分钟 ， 距离 61c，61d 3-5 分钟  。,黄 护送 车站 走 半 分钟 ， 距离 61c，61d 3-5 分钟  。,[],[0_1],[0_1_2],[6_11],[6_8_9_11]
242,需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 available  。,需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 可 租 。,[],[12_13],[12_13_14],[8_13],[8_14]
246,一 个 匹 大 的 phd 学长  (  有 车 周末 可以 出去 买 买 买 ！,一 个 匹 大 的 读 博学 长  (  有 车 周末 可以 出去 买 买 买 ！,[],[5],[5_6_7_8],[7_16],[8_17]
247,且 在 寒冷 的 匹兹堡 cover 所有 暖气 费 ！,且 在 寒冷 的 匹兹堡 包含 所有 暖气 费 ！,[],[5],[5],[9],[9]
248,租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， so easy ！,租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， 很 方便 ！,[],[29_30_31],[29_30_31],[12_22_28_31],[12_22_28_31]
249,在 shady ave .,在 沙地 大道,[],[1_2_3],[1_2],[3],
250,和 walnut st .,和 沃尔纳特 街,[],[1_2_3],[1_2],[3],
252,家 对面 就是 一 个 cvs ， 食物 ， 药品 ， 和 一些 生活 用品 采购 很 方便  。,家 对面 就是 一 个 cvs ， 食物 ， 药品 ， 和 一些 生活 用品 采购 很 方便  。,[cvs],[5_6],[5_6],[6_8_10_18],[6_8_10_18]
253,房间 宽敞 ， 客厅 更大 ， 可 开 party ， 卧室 里 各 式 家具 齐全 ， 拎包 入住  。,房间 宽敞 ， 客厅 更大 ， 可 开 派对 ， 卧室 里 各 式 家具 齐全 ， 拎包 入住  。,[],[8_9],[8_9],[2_5_9_16_19],[2_5_9_16_19]
254,欢迎 text ， 不 能 时时 接 电话  。,欢迎 来 短信 ， 不 能 时时 接 电话  。,[],[1_2],[1_2_3],[2_8],[3_9]
255,走路 去 giant eagle,走路 去 巨鹰 超市,[],[2_3],[2_3],,
258,步行 五 分钟 有 whole food  。,步行 五 分钟 有 全食 超市  。,[],[4_5_6],[4_5_6],[6],[6]
259,北面 五 分钟 是 shady 最 繁华 的 walnut street ， 再 过去 就是 giant eagle 等 超市  。,北面 五 分钟 是 沙地区 最 繁华 的 沃尔纳特 街 ， 再 过去 就是 巨鹰 超市 等 超市  。,[],[4_8_9_10_14_15],[4_8_9_10_14],[10_18],[10_18]
260,晚上 有 学校 shuttle 能 送到 家  。,晚上 有 学校 班车 能 送 到 家  。,[],[3],[3_5_6],[7],[8]
261,utility 不 包  。,水电气 费 不 包,[],[0],[0_1],[3],
262,详情 请 微 信 fingolfin_will_rise 或者 email em@10,详情 请 微 信 fingolfin_will_rise 或者 em@11,[],[6_7],[],[7],[4_6]
265,吃饭 地方 多 ， 出门 右 拐 即 是 ellsworth ave ， 有 很多 西餐 店 和 酒吧 ；,吃饭 地方 多 ， 出门 右 拐 即 是 艾斯沃兹 大道 ， 有 很多 西餐 店 和 酒吧 ；,[],[9_10_11],[9_10_11],[3_11_18],[3_11_18]
266,电话  ：  pn-1 ， email  :  em@13,电话  ：  pn-1 ， 邮箱 :  em@13,[],[4_5_6],[4_5_6],[1_2_3_5_6],[1_2_3_5_6]
267,价格  ：  $500 / 月 ， 包含 所有 utility  。,价格  ：  $500 / 月 ， 包含 所有 水电气 等 服务费 。,[],[8_9],[8_9_10_11],[1_3_5_9],[1_2_3_5_11]
268,五六 分钟 可以 走到 murray 大街 的 giant eagle  (  giant eagle 是 最 大 的 食品 超级 市场  ),五六 分钟 可以 走到 梅瑞 大街 的 巨 鹰 超市 (  巨鹰 超市 是 最 大 的 食品 超级 市场  ),[],[4_7_8_9_10_11],[4_7_8_9_10_11_12],[9_19],[10_20]
269,门口 有 bus 到 中国 店 等  。,门口 有 公交 到 中国 店 等  。,[],[2],[2],[7],[7]
270,whole foods 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,全食 超市 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,[],[0_1],[0],[10_17_21],[10_17_21]
271,路由器 是 dual band ！,路由器 是 双频的 ！,[],[2_3_4],[2_3],[4],[3]
272,价格 公道 ， 附近 其他 房子 算 utility fee 都 要 大概 700-800 左右  。,价格 公道 ， 附近 其他 房子 算 服务费 都 要 大概 700-800 左右  。,[],[7_8],[7],[2_14],[2_11_13]
274,公寓 的 管理 是 meyers management ， 有 任何 需要 修 的 地方 都 可以 叫 他们 免费 来 修  。,公寓 由 梅耶 物业 公司 管理 ， 有 任何 需要 修 的 地方 都 可以 叫 他们 免费 来 修  。,[],[4_5_6],[1_2_3_4],[6_20],[6_20]
275,本人 是 哥伦比亚 大学 的 学生 ， 来 pitts 实习 ， 男生 ， 求 8 .,本人 是 哥伦比亚 大学 的 学生 ， 来 匹兹堡 实习 ， 男生 ， 求 8 .,[],[8],[8_14_15],[6_10_12_15],[6_10_12_15]
276,房子 附近 有 giant eagle 和 各 类 饭店  。,房子 附近 有 巨鹰 超市 和 各 类 饭店  。,[],[3_4],[3_4],[9],[9]
277,（ utility 全 包 ）  。,（ 水电气 费 全 包 ）  。,[],[0_1],[0_1_2],[0_4_5],[0_5_6]
278,main office 就 在 地下 一 楼 ， 咨询 非常 方便  。,总 办公室 就 在 地下 一 楼 ， 咨询 非常 方便  。,[],[0_1],[0_1],[7_11],[7_11]
279,我 希望 租 一 个 房间 前 一 整 年 lease  。,我 希望 租 一 个 房间 前 一 整 年 的 租期 。,[],[10_11],[10_11_12],[11],[12]
280,market district 的 giant eagle 和 walnut street 都 在 步行 范围 内 ， 购物 非常 方便  。,市场 区 的 巨鹰 超市 和 沃尔纳特 街 都 在 步行 范围 内 ， 购物 非常 方便  。,[],[0_1_3_4_6_7],[0_1_3_4_6_7],[13_17],[13_17]
281,欢迎 text ， 不 能 时时 接 电话  。,欢迎 发 短信 ， 不 能 时时 接 电话  。,[],[1_2],[1_2_3],[2_8],[3_9]
282,html 联系 电话  ：  pn-2,链接 联系 电话  ：  pn-2,[],[0],[0],[3_4],[3_4]
283,lease 从 八月 开始 ， 具体 日期 可以 商量  。,租期 从 八月 开始 ， 具体 日期 可以 商量  。,[],[0],[0],[4_9],[4_9]
284,house 一共 有 两 层 + 地下室  。,房子 一共 有 两 层 + 地下室  。,[],[0],[0],[5_7],[5_7]
286,全新 的 宜家 买 的 twin size 的 床 和 书桌 柜子 ， 房间 内 有 closet  。,全新 的 宜家 买 的 小 单人床 的 床 和 书桌 柜子 ， 房间 内 有 衣柜 。,[],[5_6_16_17],[5_6_16_17],[12_17],[12_17]
288,pn-3 call 或者 text 都 阔 以  。,pn-3 打 电话 或者 发 短信 都 可 以  。,[],[0_1_3],[0_1_2_4_5_7],[0_7],[0_9]
289,只 用 交 electronic utility ， 三 人 平分  。,只 用 交 电费 ， 三 人 平分  。,[],[3_4_5],[3_4],[5_9],[4_8]
290,我俩 都 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪  。,我俩 都 是 刚 毕业 没 多久 的 年轻 职员 ， 安静 好 相处 ， 会 居家 也 爱 出去 浪  。,[],[8_9_10],[8_9_10],[10_14_21],[10_14_21]
291,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很多  。,小区 居民 是 学生 和 年轻 学者 ， 学校 的 班车 从 门前 经过 ， 而且 很多  。,[],[10],[10],[7_14_17],[7_14_17]
292,联系 电话  :  pn-4 ， email  :  em@3,联系 电话  :  pn-4 ， 邮箱  :  em@3,[],[5_6_7],[5_6_7],[2_3_4_6_7],[2_3_4_6_7]
293,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况  。,有 兴趣 者 ， 请 发送 短信 介绍 一下 自己 情况  。,[],[5],[5],[3_11],[3_11]
296,另 有 全套 基本 家具 （ full size 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让  。,另 有 全套 基本 家具 （ 单人 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让  。,[],[6_7],[6],[5_9_11_13_15_21],[5_8_10_12_14_20]
298,可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。,可以 共用 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。,[],[1],[1],[5_8_11],[5_8_11]
299,我们 都 是 香港 理工 大学 的 ， 两 个 学 cee ， 一 个 ece ， 一 个 product design  。,我们 都 是 香港 理工 大学 的 ， 两 个 学 土木 与 环境 工程 ， 一 个 电子 和 计算机 工程 ， 一 个 产品 设计  。,[],[11_12_15_16_19_20_21],[11_12_13_14_15_18_19_20_21_22_25_26_27],[7_12_16_21],[7_15_22_27]
300,步行 三 分钟 就 是 walnut st .,步行 三 分钟 就 是 沃尔纳特 街 .,[],[5_6_7],[5_6_7],[7],[7]
301,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况  。,有 兴趣 者 ， 请 发送 短信 介绍 一下 自己 情况  。,[],[5],[5],[3_11],[3_11]
323,有 小 路 可以 快速 通向 forbes 上 各 种 饭店  。,有 小 路 可以 快速 通向 福布斯 榜单 上 各 种 饭店  。,[],[6],[6_7],[11],[12]
325,一 楼 还 有 一 个 健身房 ， 及 vending machine + 小 食品 店 ， 深夜 饿 了 买 吃 的 方便  。,一 楼 还 有 一 个 健身房 ， 及 自动 售卖 机和 小 食品 店 ， 深夜 饿 了 买 吃 的 方便  。,[],[9_10_11],[9_10_11],[7_11_15_23],[7_15_23]
328,去 waterfront 特别 方便  。,去 滨 水区 特别 方便  。,[],[1],[1_2],[4],[5]
330,utility 公寓 全 包 ， 网 费 三 人 均摊  。,水电气 等 费用 公寓 全 包 ， 网 费 三 人 均摊  。,[],[0],[0_1_2],[4_10],[6_12]
331,家具  ：  整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。,家具  ：  整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。,[],[3],[3],[1_6_11_16_20],[1_6_11_16_20]
337,次 卧室 也 不 小 ， 可以 放 full size bed ， 面向 后院 安静  。,次 卧室 也 不 小 ， 可以 放 单人床 ， 面向 后院 安静  。,[],[8_9_10_11],[8_9],[5_11_15],[5_9_13]
338,有 同学 即将 入住 walnut capital 的 房产 吗 ？,有 同学 即将 入住 沃尔纳特 资本 公司 的 房产 吗 ？,[],[4_5],[4_5_6],[9],[10]
339,房屋 信息  ：   【  地址  】  2b1b/340 south highland ave/shadyside  【  物业  】  franklin west  【  简介  】  公寓 是 historic landmark ， 虽然 有点 老 ， 但 维护 的 不错 ， 没有 老鼠 没有 虫  。,房屋 信息  ：   【  地址  】  2b1b/340 南 高地 大道 / 沙地  【  物业  】  西 富兰克林  【  简介  】  公寓 是 历史 地标 ， 虽然 有点 老 ， 但 维护 的 不错 ， 没有 老鼠 没有 虫  。,[],[7_8_9_10_13_14_15_20_21_22],[7_8_9_10_11_12_15_16_17_22_23_24],[2_3_5_10_12_15_17_22_26_31_36],[2_3_5_6_10_12_14_17_19_24_28_33_38]
340,- giant eagle （ 步行 6-7 分钟 ）,- 巨鹰 超市 （ 步行 6-7 分钟 ）,[],[0_1_2_3],[0_1_2_3],[0_3_7],[0_3_5_7]
341,这个 房间 在 夏季 是 整 个 house 最 凉爽 的 屋子 ， 最 热 的 时候 也 可以 不 开 风扇  。,这个 房间 在 夏季 是 整 个 房子 最 凉爽 的 屋子 ， 最 热 的 时候 也 可以 不 开 风扇  。,[],[7],[7],[12_22],[12_22]
342,房间 / 客厅 / share 都 可以 ， 有 张 床 就 行  。,房间 / 客厅 / 共用 都 可以 ， 有 张 床 就 行  。,[],[4],[4],[1_3_7_13],[1_3_7_13]
343,mozart management 管理 很 好  。,莫扎特 物业 管理 很 好  。,[],[0_1],[0_1],[5],[5]
344,卧室 里 有 一 个 queen bed ， 凉台 上 又 一 个 twin bed  。,卧室 里 有 一 个 标准 双人床 ， 凉台 上 又 一 个 单人床  。,[],[5_6_7_13_14_15],[5_6_7_13_14],[7_15],[7_14]
345,生活  ：  murray ave .,生活  ：  梅瑞 大道 .,[],[2_3_4],[2_3_4],[1_4],[1_4]
346,两 个 block 内 有 各 种 吃 = 的 ， 银行 和 小 超市  。,两 个 街区 内 有 各 种 吃 = 的 ， 银行 和 小 超市  。,[],[2],[2],[8_10_15],[8_10_15]
349,about apt  ：  两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。,关于 公寓 ：  两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。,[],[0_1_2],[0_1_2],[2_7_11_14_18_24],[2_7_11_14_18_24]
350,半 个 block 到 rite aid  。,半 个 街区 到 来 德爱  。,[],[2_4_5_6],[2_4_5_6],[6],[6]
351,bedroom ， den ， 和 hallway 均 有 closet 3 .,卧室 ， 小 房间 ， 和 门廊 都 有 衣柜,[],[0_1_2_3_5_8_9_10],[0_1_2_3_4_6_7_9],[1_3_10],[1_4]
352,bedroom 和 den 之间 有 一 扇 滑动 门 地图  ：,房间 和 之间 有 一 扇 滑动 门 地图  ：,[],[0_2],[0],[10],[9]
353,同 问 楼主 这个 house 现在 还 在 招租 吗 ？,同 问 楼主 这个 house 现在 还 在 招租 吗 ？,[house],[4],[4],[10],[10]
354,洗 手间 春天 刚 remodel 过 很 干净  。,洗 手间 春天 刚 改造 过 很 干净  。,[],[4],[1_4],[8],[8]
355,公寓 有 free parking  。,公寓 有 免费 停车场  。,[],[2_3_4],[2_3_4],[4],[4]
356,manager 很 nice ， 有 问题 会 及时 给 解决  。,经理 很 好 ， 有 问题 会 及时 给 解决  。,[],[0_2_3],[0_2_3],[3_10],[3_10]
357,洗衣 房 在 basement ；,洗衣 房 在 地下室 ；,[],[3_4],[3_4],[4],[4]
358,building management  :  匹兹堡 著名 的 meyers'management ， 家里 有 什么 问题 网上 主页 说 一下 第二 天 就 来 了  。,楼栋 物业 管理  :  匹兹堡 著名 的 梅耶 物业 管理 公司 ， 家里 有 什么 问题 网上 主页 说 一下 第二 天 就 来 了  。,[],[0_1_2],[0_1_2_3_7_8_9_10_11],[2_7_21],[3_11_25]
359,楼道 building manager 和蔼可亲  。,楼道 物业 经理 和蔼可亲  。,[],[1_2],[1_2],[4],[4]
360,outside  :  lobby  :  floor plan  :  floor plan 显示 的 中间 客厅 有 空隙 的 区域 其实 完全 封闭  。,外部  :  大堂 :  楼层 设计  :  楼层 设计 显示 的 中间 客厅 有 空隙 的 区域 其实 完全 封闭  。,[],[0_1_2_3_4_5_6_7_8],[0_1_2_3_4_5_6_7_8],[1_3_6_20],[1_3_6_20]
361,room  :  超大 空间 ， 包 家具 ， 直接 入住  。,房间 :  超大 空间 ， 包 家具 ， 直接 入住  。,[],[0_1],[0_1],[1_4_7_10],[1_4_7_10]
362,所有 想 寄 想 return 的 东西 ， 直接 放在 公寓 一 楼 就 可以  。,所有 想 寄 想 退回 的 东西 ， 直接 放在 公寓 一 楼 就 可以  。,[],[4],[4],[7_15],[7_15]
363,附近 house 的 地下室 或者 车库 都 是 可以 的  。,附近 房子 的 地下室 或者 车库 都 是 可以 的  。,[],[1],[1],[10],[10]
364,家具  ：  queen size 床 ， 桌子 转椅 台灯 ， 有 吊扇 和 顶灯  。,家具  ：  标准 双人床 ， 桌子 转椅 台灯 ， 有 吊扇 和 顶灯  。,[],[2_3],[2_3_4],[1_5_9_14],[1_4_8_13]
365,走 五 分钟 过 一 个 街区 就 是 forbes 和 murray ave ， 各 种 餐馆 ， 超市 都 能 找到  。,走 五 分钟 过 一 个 街区 就 是 福布斯 和 梅瑞 大道 ， 各 种 餐馆 ， 超市 都 能 找到  。,[],[9_11_12_13],[9_11_12_13],[13_17_22],[13_17_22]
366,联系 方式  ：  email  :  em@16,联系 方式  ：  电子 邮箱 :  em@16,[],[3_4_5],[3_4_5_6],[2_4_5],[2_5_6]
368,后院 有 double deck ， 很 休闲 安静  。,后院 有 双层 露台 ， 很 休闲 安静  。,[],[2_3_4],[2_3_4],[4_8],[4_8]
369,同学 自己 申请 和 分摊 utility .,同学 自己 申请 和 分摊 水电气 费 .,[],[5_6],[5_6_7],[6],[7]
370,家具  ：  整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。,家具  ：  整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。,[],[3],[3],[1_6_11_16_20],[1_6_11_16_20]
371,其他 utility 按 人头 平分  。,其他 服务费 按 人头 平分  。,[],[1],[1],[5],[5]
373,电话  ：  pn-4 ， email,电话  ：  pn-4 ， 邮箱,[],[4],[4],[1_2_3],[1_2_3]
374,靠近 walnut street ， 生活 购物 十分 方便  。,靠近 沃尔纳特 街 ， 生活 购物 十分 方便  。,[],[1_2_3],[1_2_3],[3_8],[3_8]
375,现在 还是 available 吗 ？,现在 还是 空闲 的 吗 ？,[],[2],[2_3],[4],[5]
376,距离 giant eagle 步行 十 分钟  。,距离 巨 鹰 超市 步行 十 分钟  。,[],[1_2],[1_2_3],[6],[7]
378,十 分钟 可 达 买 吃 一 条 街 - walnut street  。,十 分钟 可 达 买 吃 一 条 街 - 沃尔纳特 街  。,[],[10_11_12],[10],[9_12],[9_12]
379,house 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生  。,房子 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生  。,[],[0],[0],[6_20_29],[6_20_29]
380,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区  。,附近 街区 非常 安静 也 非常 安全 ， 临近 富人 区  。,[],[1],[1],[7_11],[7_11]
381,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 等  。,房子 目前 几乎 是 家具 齐全 ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 等  。,[],[4_5_6],[4_5_6],[6_9_11_13_17_20],[6_9_11_13_17_20]
383,房子 位 于 greenfield ， 非常 安静 ， 新 装修 ， 电器 也 都 是 全新 的  。,房子 位于 绿地 ， 非常 安静 ， 新 装修 ， 电器 也 都 是 全新 的  。,[],[3_4],[1_2_3],[4_7_10_17],[3_6_9_16]
384,距离 murray ave 也 非常 近 ， 几 分钟 内 轻松 到达 squirrel hill  。,距离 梅瑞 大道 也 非常 近 ， 几 分钟 内 轻松 到达 松鼠丘 。,[],[1_2_12_13_14],[1_2_12_13],[6_14],[6_13]
385,从 房子 下 一些 台阶 就 有 一 个 在 greenfield avenue 上 的 公交 车站  。,从 房子 下 一些 台阶 就 有 一 个 在 绿地 大道 上 的 公交 车站  。,[],[10_11],[10_11],[16],[16]
386,坐标 rebecca ， 两 人 间 的 apartment  。,坐标 瑞 贝卡 ， 两 人 间 的 公寓 。,[],[1_2_7_8],[1_2_3_8_9],[2_8],[3_9]
387,之前 选 这个 房子 也 是 因为 小区 非常 安静 ， 邻居 都 很 nice ， 房子 特别 新  。,之前 选 这个 房子 也 是 因为 小区 非常 安静 ， 邻居 人 都 很 好 ， 房子 特别 新  。,[],[14_15],[12_15_16],[10_15_19],[10_16_20]
388,如果 renew ， 也 是 yearly lease 从 夏天 都 夏天  。,如果 更新 ， 也 是 一 年 期 租约 从 夏天 都 夏天  。,[],[1_2_5_6],[1_2_5_6_7_8],[2_11],[2_13]
389,不 包括 utilities .,不 包括 水电气 等 服务费 .,[],[2_3],[2_3_4_5],[3],[5]
390,同学 之间 分摊 utilities .,同学 之间 分摊 水电气 等 服务费 .,[],[3_4],[3_4_5_6],[4],[6]
391,whole foods 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,全食 超市 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,[],[0_1],[0],[10_17_21],[10_17_21]
