Word,Probability,Frequency
落地窗,8.965313203216754E-6,5
佳品,3.5861252812867016E-6,2
tree,1.4344501125146806E-5,8
玩,2.40270393846209E-4,134
有福,1.7930626406433508E-6,1
宝宝,6.992944298509068E-5,39
玫,5.379187921930053E-6,3
人次,1.7930626406433508E-6,1
eclipse,3.5861252812867016E-6,2
低头,1.7930626406433508E-6,1
现,0.0011063196492769474,617
硬度,1.0758375843860106E-5,6
elise,3.5861252812867016E-6,2
硬座,1.7930626406433508E-6,1
签署,2.1516751687720212E-5,12
sustain,1.7930626406433508E-6,1
进行,1.4523807389211143E-4,81
钢琴,1.0041150787602765E-4,56
相识,1.7930626406433508E-6,1
湖面,1.7930626406433508E-6,1
来源,1.7930626406433508E-5,10
rocking,1.7930626406433508E-6,1
their,2.330981432836356E-5,13
general,3.0482064890936964E-5,17
完工,1.7930626406433508E-6,1
澳洲,2.1516751687720212E-5,12
september,2.1516751687720212E-5,12
万能,1.7930626406433508E-6,1
定居,3.5861252812867016E-6,2
排放,1.7930626406433508E-6,1
applying,1.7930626406433508E-6,1
process,1.0758375843860106E-5,6
土木,3.5861252812867016E-6,2
relocation,1.7930626406433508E-6,1
soda,8.965313203216754E-6,5
班,2.0978832895527204E-4,117
去做,1.7930626406433508E-6,1
hurry,1.7930626406433508E-6,1
一致,2.1516751687720212E-5,12
developmental,1.7930626406433508E-6,1
球,8.965313203216754E-5,50
swivel,3.5861252812867016E-6,2
理,1.7930626406433508E-5,10
护航,1.7930626406433508E-6,1
星际,3.5861252812867016E-6,2
trip,1.972368904707686E-5,11
trim,1.7930626406433508E-6,1
看见,1.972368904707686E-5,11
抗菌,3.5861252812867016E-6,2
jump,8.965313203216754E-6,5
soft,2.330981432836356E-5,13
iris,5.379187921930053E-6,3
sofa,2.330981432836356E-5,13
一般,3.4964721492545343E-4,195
july,7.172250562573403E-5,40
推拉,1.7930626406433508E-6,1
venture,1.7930626406433508E-6,1
flexible,3.5861252812867017E-5,20
砧板,7.172250562573403E-6,4
全额,8.965313203216754E-6,5
trans,1.7930626406433508E-6,1
友人,8.965313203216754E-6,5
何处,3.5861252812867016E-6,2
creme,1.7930626406433508E-6,1
典雅,1.7930626406433508E-6,1
嫌疑,3.5861252812867016E-6,2
应聘,1.4344501125146806E-5,8
sears,1.0758375843860106E-5,6
得意,1.7930626406433508E-6,1
小于,7.172250562573403E-6,4
spark,1.7930626406433508E-6,1
peter,1.7930626406433508E-6,1
radiator,1.2551438484503456E-5,7
小事,3.5861252812867016E-6,2
新泽西,6.992944298509068E-5,39
hearing,1.7930626406433508E-6,1
vanderbilt,1.7930626406433508E-6,1
推拿,3.5861252812867016E-6,2
enrolled,3.5861252812867016E-6,2
排斥,3.5861252812867016E-6,2
讲解,1.4344501125146806E-5,8
半年,1.4344501125146806E-5,8
双人,4.841269129737047E-5,27
饼干,7.172250562573403E-6,4
不胜,1.0758375843860106E-5,6
云烟,3.5861252812867016E-6,2
thursday,3.5861252812867016E-6,2
丝绸,1.7930626406433508E-6,1
系列,5.379187921930053E-5,30
june,2.1516751687720212E-5,12
代替,3.5861252812867016E-6,2
treadmill,3.5861252812867016E-6,2
glen,2.1516751687720212E-5,12
必定,1.7930626406433508E-6,1
goodwill,5.379187921930053E-5,30
地方,4.6081709864534117E-4,257
认证,8.42739441102375E-5,47
interpersonal,1.7930626406433508E-6,1
hold,1.0758375843860106E-5,6
专职,1.7930626406433508E-6,1
trail,3.4068190172223665E-5,19
少于,1.4344501125146806E-5,8
不能,7.172250562573403E-6,4
相貌,1.7930626406433508E-6,1
胶囊,5.379187921930053E-6,3
体育馆,5.379187921930053E-6,3
人民,3.5861252812867016E-6,2
train,3.5861252812867016E-6,2
creep,1.7930626406433508E-6,1
scholar,7.172250562573403E-6,4
走向,1.7930626406433508E-6,1
认识,5.0205753938013824E-5,28
immediate,1.7930626406433508E-6,1
授权,3.5861252812867016E-6,2
还要,2.1516751687720212E-5,12
优惠,3.173720873938731E-4,177
some,6.275719242251729E-5,35
可行性,1.7930626406433508E-6,1
功率,3.227512753158031E-5,18
landlord,1.2551438484503456E-5,7
rachael,1.7930626406433508E-6,1
purchasing,1.7930626406433508E-6,1
tactile,3.5861252812867016E-6,2
session,5.379187921930053E-6,3
additional,2.1516751687720212E-5,12
动物,2.330981432836356E-5,13
主管,7.172250562573403E-6,4
passes,1.7930626406433508E-6,1
tennessee,3.5861252812867016E-6,2
班次,1.4344501125146806E-5,8
diego,3.5861252812867016E-6,2
passed,3.5861252812867016E-6,2
just,6.992944298509068E-5,39
包机,9.86184452353843E-5,55
owner,2.1516751687720212E-5,12
sole,1.7930626406433508E-6,1
差错,1.7930626406433508E-6,1
sold,8.068781882895079E-5,45
小伙,8.965313203216754E-6,5
瓢,1.7930626406433508E-6,1
导入,3.5861252812867016E-6,2
瓣,1.7930626406433508E-6,1
顶级,1.0758375843860106E-5,6
瓦,1.7930626406433508E-6,1
ambit,1.7930626406433508E-6,1
monitor,6.813638034444733E-5,38
solo,5.379187921930053E-6,3
存放,2.8689002250293613E-5,16
home,1.1475600900117445E-4,64
hole,3.5861252812867016E-6,2
明尼苏达,3.5861252812867016E-6,2
胸围,1.7930626406433508E-6,1
卡尺,1.7930626406433508E-6,1
material,3.5861252812867016E-6,2
汉堡,1.7930626406433508E-6,1
瓶,4.841269129737047E-5,27
owned,3.5861252812867016E-6,2
要么,3.765431545351037E-5,21
iron,8.965313203216754E-6,5
rites,3.5861252812867016E-6,2
宽大,5.379187921930053E-6,3
罕见,1.6137563765790156E-5,9
讨论,9.682538259474095E-5,54
超出,7.172250562573403E-6,4
staple,8.965313203216754E-6,5
zhang,1.6137563765790156E-5,9
德州,2.8689002250293613E-5,16
paragraphs,1.7930626406433508E-6,1
hope,1.7930626406433508E-6,1
soon,1.972368904707686E-5,11
scholarly,1.7930626406433508E-6,1
tablet,3.5861252812867016E-6,2
sony,6.813638034444733E-5,38
tables,3.5861252812867016E-6,2
hook,1.7930626406433508E-6,1
每月,8.248088146959414E-5,46
拖累,1.7930626406433508E-6,1
卧室,0.0018468545198626514,1030
厅堂,1.7930626406433508E-6,1
插座,2.330981432836356E-5,13
校外,1.4344501125146806E-5,8
甚,3.5861252812867016E-6,2
拉线,5.379187921930053E-6,3
甜,7.172250562573403E-6,4
免不了,1.7930626406433508E-6,1
生,8.42739441102375E-5,47
要买,5.379187921930053E-6,3
song,1.7930626406433508E-6,1
办理,1.900646399081952E-4,106
wooster,1.7930626406433508E-6,1
bookshelf,1.4344501125146806E-5,8
健身房,7.943267498050045E-4,443
用,0.0017320985108614769,966
甩,4.3033503375440424E-5,24
以来,1.972368904707686E-5,11
cream,5.379187921930053E-6,3
hood,7.172250562573403E-6,4
辛酸,1.7930626406433508E-6,1
loading,1.7930626406433508E-6,1
vacant,1.7930626406433508E-6,1
玩玩,3.5861252812867016E-6,2
heavy,5.379187921930053E-6,3
hong,7.172250562573403E-6,4
老生,2.5102876969006912E-5,14
由,1.237213222043912E-4,69
甲,7.172250562573403E-6,4
大幅度,1.7930626406433508E-6,1
申,4.482656601608377E-5,25
电,5.16402040505285E-4,288
胖子,3.5861252812867016E-6,2
硬性,1.7930626406433508E-6,1
男,6.365372374283895E-4,355
机电,3.5861252812867016E-6,2
喧闹,3.5861252812867016E-6,2
贵宾,1.7930626406433508E-6,1
画,8.965313203216754E-6,5
曼哈顿,3.765431545351037E-5,21
书目,8.965313203216754E-6,5
城南,1.6137563765790156E-5,9
summer,1.3627276068889466E-4,76
robert,3.5861252812867016E-6,2
安心,5.379187921930053E-6,3
streaming,1.7930626406433508E-6,1
file,3.5861252812867016E-6,2
creek,5.379187921930053E-6,3
畔,3.5861252812867016E-6,2
austin,1.7930626406433508E-6,1
留,1.649617629391883E-4,92
ironing,3.5861252812867016E-6,2
together,8.965313203216754E-6,5
成长,1.0758375843860106E-5,6
within,2.6895939609650264E-5,15
略,3.0482064890936964E-5,17
变为,3.5861252812867016E-6,2
番,3.5861252812867016E-6,2
制胜,3.5861252812867016E-6,2
春雨,1.7930626406433508E-6,1
corrected,1.7930626406433508E-6,1
半径,1.7930626406433508E-6,1
考生,1.7930626406433508E-6,1
essays,1.7930626406433508E-6,1
导出,1.7930626406433508E-6,1
machine,5.0205753938013824E-5,28
激活,2.8689002250293613E-5,16
食物,3.4068190172223665E-5,19
efficiently,1.7930626406433508E-6,1
总之,4.841269129737047E-5,27
要从,1.0758375843860106E-5,6
return,1.4344501125146806E-5,8
小肚鸡肠,1.7930626406433508E-6,1
要价,3.5861252812867017E-5,20
北方,5.379187921930053E-6,3
seats,4.124044073479707E-5,23
疏,1.7930626406433508E-6,1
经验,2.366842685649223E-4,132
fine,3.5861252812867016E-6,2
戏剧性,1.7930626406433508E-6,1
find,1.7930626406433508E-5,10
违规,1.7930626406433508E-6,1
delaware,1.0758375843860106E-5,6
出行,1.3627276068889466E-4,76
maximizes,1.7930626406433508E-6,1
本着,1.7930626406433508E-6,1
百叶窗,1.2551438484503456E-5,7
host,3.5861252812867016E-6,2
采买,1.7930626406433508E-6,1
尼亚加拉,3.5861252812867016E-6,2
国泰,1.7930626406433508E-6,1
cables,3.5861252812867016E-6,2
downy,1.7930626406433508E-6,1
梁上,1.7930626406433508E-6,1
位子,2.6895939609650264E-5,15
breeze,3.5861252812867016E-6,2
sort,1.7930626406433508E-6,1
货币,1.7930626406433508E-6,1
fill,1.7930626406433508E-6,1
heart,3.5861252812867016E-6,2
trash,9.86184452353843E-5,55
疯,3.5861252812867016E-6,2
astro,1.7930626406433508E-6,1
scientists,5.379187921930053E-6,3
任教,3.5861252812867016E-6,2
true,5.917106714123058E-5,33
疼,7.172250562573403E-6,4
年薪,1.7930626406433508E-6,1
都有,1.7930626406433508E-6,1
since,2.330981432836356E-5,13
soup,1.7930626406433508E-6,1
病,1.0758375843860106E-5,6
soul,7.172250562573403E-6,4
sous,5.379187921930053E-6,3
nikon,7.172250562573403E-6,4
hour,1.972368904707686E-5,11
订货,1.7930626406433508E-6,1
宁愿,3.5861252812867016E-6,2
痕,3.5861252812867016E-6,2
篮球,1.0399763315731435E-4,58
订购,3.5861252812867016E-6,2
痛,1.7930626406433508E-6,1
基于,8.965313203216754E-6,5
heard,1.7930626406433508E-6,1
canister,3.5861252812867016E-6,2
qing,8.965313203216754E-6,5
均摊,1.1834213428246115E-4,66
beech,2.4206345648685238E-4,135
未知,5.379187921930053E-6,3
长安,5.379187921930053E-6,3
online,6.275719242251729E-5,35
glue,1.7930626406433508E-6,1
没事,1.7930626406433508E-5,10
不良,3.837154050976771E-4,214
firm,3.5861252812867017E-5,20
ongoing,1.7930626406433508E-6,1
sliver,1.7930626406433508E-6,1
认账,1.7930626406433508E-6,1
栗子,1.7930626406433508E-6,1
西侧,3.5861252812867016E-6,2
fire,5.379187921930053E-6,3
住宅,4.661962865672712E-5,26
火头,1.7930626406433508E-6,1
受伤,3.5861252812867016E-6,2
玫瑰,1.7930626406433508E-6,1
tiger,1.2551438484503456E-5,7
罪行,1.7930626406433508E-6,1
翻盖,1.7930626406433508E-6,1
左面,1.7930626406433508E-6,1
环球,1.7930626406433508E-6,1
programs,7.172250562573403E-6,4
起哄,3.5861252812867016E-6,2
接收,1.2551438484503456E-5,7
jiang,8.965313203216754E-6,5
地板,5.379187921930053E-5,30
意大利,8.965313203216754E-6,5
拒绝,1.0758375843860106E-5,6
较长,1.7930626406433508E-6,1
mazda,1.7930626406433508E-5,10
住家,7.172250562573403E-6,4
交火,1.7930626406433508E-6,1
玲玲,1.7930626406433508E-6,1
unless,7.172250562573403E-6,4
住宿,4.3033503375440424E-5,24
从此,1.0758375843860106E-5,6
measurements,3.5861252812867016E-6,2
孕期,3.5861252812867016E-6,2
达拉斯,5.379187921930053E-6,3
功用,1.7930626406433508E-6,1
people,2.1516751687720212E-5,12
会所,5.379187921930053E-6,3
银河,3.5861252812867016E-6,2
伤感,5.379187921930053E-6,3
总体,1.4344501125146806E-5,8
simon,1.7930626406433508E-6,1
皮革,1.7930626406433508E-6,1
衣物,3.0482064890936964E-5,17
助理,1.4344501125146806E-5,8
fish,3.5861252812867016E-6,2
卑微,1.7930626406433508E-6,1
可口可乐,1.7930626406433508E-6,1
発,1.7930626406433508E-6,1
登,1.2551438484503456E-5,7
白,5.1998816578657176E-5,29
百,2.1516751687720212E-5,12
场景,3.5861252812867016E-6,2
架构,1.7930626406433508E-6,1
的,0.034265427062694434,19110
镶嵌,3.5861252812867016E-6,2
趋势,5.379187921930053E-6,3
皆,7.172250562573403E-5,40
cannon,1.7930626406433508E-6,1
兼顾,3.5861252812867016E-6,2
reputation,1.7930626406433508E-6,1
不可以,2.1516751687720212E-5,12
inside,5.379187921930053E-6,3
descriptions,1.7930626406433508E-6,1
genesis,8.965313203216754E-6,5
富士,1.7930626406433508E-6,1
adhesive,3.5861252812867016E-6,2
five,1.7751320142369174E-4,99
尤为,1.7930626406433508E-6,1
讲课,1.7930626406433508E-6,1
碟子,1.6137563765790156E-5,9
haymarket,1.7930626406433508E-6,1
抄袭,5.379187921930053E-6,3
便于,5.379187921930053E-6,3
闲书,1.7930626406433508E-6,1
灯头,3.5861252812867016E-6,2
fits,5.379187921930053E-6,3
皮,5.379187921930053E-5,30
预约,1.273074474856779E-4,71
卷子,1.7930626406433508E-6,1
campaign,1.7930626406433508E-6,1
羽绒,1.7930626406433508E-6,1
conflict,1.7930626406433508E-6,1
boulevard,1.7930626406433508E-6,1
reasons,1.7930626406433508E-6,1
盆,3.5861252812867017E-5,20
印尼,1.7930626406433508E-6,1
isbn,1.7930626406433508E-6,1
update,1.3985888597018136E-4,78
颗粒,1.7930626406433508E-6,1
derivative,3.5861252812867016E-6,2
调节,6.992944298509068E-5,39
盏,2.330981432836356E-5,13
盐,1.0758375843860106E-5,6
盒,1.7751320142369174E-4,99
背带,1.7930626406433508E-6,1
盖,1.6137563765790156E-5,9
气息,3.5861252812867016E-6,2
盘,5.558494185994388E-5,31
褥子,3.5861252812867016E-6,2
every,2.6895939609650264E-5,15
及其,1.7930626406433508E-5,10
谢绝,3.4068190172223665E-5,19
坚持,1.6137563765790156E-5,9
目,3.5861252812867016E-6,2
长岛,1.7930626406433508E-6,1
酸奶,3.5861252812867016E-6,2
性别,4.3033503375440424E-5,24
卡带,3.5861252812867016E-6,2
盯,1.7930626406433508E-6,1
直,5.917106714123058E-5,33
严肃,1.7930626406433508E-6,1
相,4.482656601608377E-5,25
即将,1.524103244546848E-4,85
盼,8.965313203216754E-6,5
省,1.4523807389211143E-4,81
三菱,1.2551438484503456E-5,7
对口,1.6137563765790156E-5,9
是非,1.7930626406433508E-6,1
reasoning,1.7930626406433508E-6,1
中美,1.7930626406433508E-6,1
酒席,1.7930626406433508E-6,1
看,0.0015241032445468482,850
during,2.6895939609650264E-5,15
安慰,3.5861252812867016E-6,2
哈姆雷特,1.7930626406433508E-6,1
还说,3.5861252812867016E-6,2
consist,1.7930626406433508E-6,1
参加,1.1296294636053111E-4,63
反光,3.5861252812867016E-6,2
耐用,7.172250562573403E-6,4
rooming,1.7930626406433508E-6,1
越南,1.2551438484503456E-5,7
decoration,1.7930626406433508E-6,1
crest,5.576424812400821E-4,311
真,7.710169354766409E-5,43
birch,1.7930626406433508E-6,1
reduced,1.4344501125146806E-5,8
原因,1.8647851462690848E-4,104
汤圆,3.5861252812867016E-6,2
itself,3.5861252812867016E-6,2
enjoyable,1.7930626406433508E-6,1
查找,5.379187921930053E-6,3
anyone,3.227512753158031E-5,18
眼,1.6137563765790156E-5,9
着,2.4206345648685238E-4,135
北极,3.5861252812867016E-6,2
江城,1.7930626406433508E-6,1
直达,2.9047614778422286E-4,162
家居,8.965313203216754E-5,50
少儿,1.7930626406433508E-6,1
栽培,1.7930626406433508E-6,1
前者,8.965313203216754E-6,5
rodin,3.5861252812867016E-6,2
传承,1.7930626406433508E-6,1
论证,3.5861252812867016E-6,2
毫无,1.2551438484503456E-5,7
demonstrated,1.7930626406433508E-6,1
event,3.5861252812867016E-6,2
普通,7.710169354766409E-5,43
睡,1.0758375843860106E-4,60
小写,1.7930626406433508E-6,1
佛学,1.2551438484503456E-5,7
家属,1.7930626406433508E-5,10
coupon,1.7930626406433508E-6,1
求学,7.172250562573403E-6,4
付款,6.992944298509068E-5,39
灶头,3.5861252812867016E-6,2
运费,7.889475618830744E-5,44
宽宏,5.379187921930053E-6,3
spam,1.7930626406433508E-6,1
凭证,5.379187921930053E-6,3
span,3.5861252812867016E-6,2
lawyers,3.5861252812867016E-6,2
prefer,9.50323199540976E-5,53
瞄,3.5861252812867016E-6,2
stephanie,5.379187921930053E-6,3
减轻,3.5861252812867016E-6,2
紧俏,3.5861252812867016E-6,2
东航,5.379187921930053E-6,3
动用,3.5861252812867016E-6,2
space,5.379187921930053E-5,30
瞎,3.5861252812867016E-6,2
spec,1.7930626406433508E-6,1
reference,1.4344501125146806E-5,8
发光,3.5861252812867016E-6,2
普遍,7.172250562573403E-6,4
酒店,6.992944298509068E-5,39
contacting,1.7930626406433508E-6,1
越发,1.7930626406433508E-6,1
曾经,1.7930626406433508E-5,10
气愤,3.5861252812867016E-6,2
闹事,1.7930626406433508E-6,1
弱点,7.172250562573403E-6,4
tether,1.7930626406433508E-6,1
瞧,1.7930626406433508E-6,1
直通,6.455025506316063E-5,36
accidents,5.379187921930053E-6,3
spade,1.0758375843860106E-5,6
设计,8.606700675088085E-5,48
探望,8.965313203216754E-6,5
忠实,3.5861252812867016E-6,2
covered,2.1516751687720212E-5,12
乱码,3.5861252812867016E-6,2
publisher,1.7930626406433508E-6,1
巨额,1.7930626406433508E-6,1
频繁,2.8689002250293613E-5,16
亮点,5.379187921930053E-6,3
signaling,1.7930626406433508E-6,1
最终,2.8689002250293613E-5,16
河东,1.7930626406433508E-6,1
professionals,7.172250562573403E-6,4
frequent,5.379187921930053E-6,3
贪心,5.379187921930053E-6,3
statements,1.7930626406433508E-6,1
outright,1.7930626406433508E-6,1
能够,1.4523807389211143E-4,81
民主党,1.7930626406433508E-6,1
重修,1.7930626406433508E-6,1
寿司,1.0758375843860106E-5,6
moments,1.7930626406433508E-6,1
public,7.172250562573403E-6,4
array,5.379187921930053E-6,3
相近,8.965313203216754E-6,5
beers,1.7930626406433508E-6,1
clubs,7.172250562573403E-6,4
小刀,1.1296294636053111E-4,63
track,3.5861252812867016E-6,2
全球化,3.5861252812867016E-6,2
知,4.482656601608377E-5,25
trader,1.972368904707686E-4,110
相连,7.172250562573403E-6,4
权益,3.5861252812867016E-6,2
短,8.517047543055916E-4,475
往来,3.5861252812867016E-6,2
矮,7.172250562573403E-6,4
trade,5.917106714123058E-5,33
石,1.7930626406433508E-6,1
currently,1.6137563765790156E-5,9
校对,1.7930626406433508E-6,1
池塘,1.7930626406433508E-6,1
接替,3.5861252812867016E-6,2
正直,1.7930626406433508E-6,1
存档,1.0758375843860106E-5,6
码,6.992944298509068E-5,39
刻苦,1.7930626406433508E-6,1
砂,5.379187921930053E-6,3
就业,1.0758375843860106E-5,6
域名,7.172250562573403E-6,4
净重,1.7930626406433508E-6,1
东芝,7.172250562573403E-6,4
珍爱,3.5861252812867016E-6,2
砍,8.965313203216754E-6,5
完成,7.172250562573403E-5,40
setting,5.379187921930053E-6,3
计较,8.965313203216754E-6,5
研,1.2551438484503456E-5,7
促使,1.7930626406433508E-6,1
alaska,3.5861252812867016E-6,2
砖,3.5861252812867016E-6,2
肉松,1.7930626406433508E-6,1
封号,1.7930626406433508E-6,1
寄存,1.0758375843860106E-5,6
packaged,1.7930626406433508E-6,1
mainstay,1.7930626406433508E-6,1
navigate,1.7930626406433508E-6,1
打造,8.965313203216754E-6,5
相逢,3.5861252812867016E-6,2
玻璃,1.4165194861082473E-4,79
果汁,2.8689002250293613E-5,16
本科,1.0758375843860106E-4,60
汉子,8.965313203216754E-6,5
背影,1.7930626406433508E-6,1
中肯,1.7930626406433508E-6,1
打通,3.5861252812867016E-6,2
价格,0.0022036739853506784,1229
packages,3.5861252812867016E-6,2
lighting,8.965313203216754E-6,5
贤惠,1.7930626406433508E-6,1
音量,5.379187921930053E-6,3
cultural,3.5861252812867016E-6,2
破,7.172250562573403E-6,4
加盟,5.379187921930053E-6,3
砸,8.965313203216754E-6,5
减速,3.5861252812867016E-6,2
安抚,1.7930626406433508E-6,1
placement,1.4344501125146806E-5,8
贯彻,3.5861252812867016E-6,2
心得,8.965313203216754E-6,5
aaa,7.172250562573403E-6,4
牙龈,1.7930626406433508E-6,1
发出,1.6137563765790156E-5,9
平衡,8.965313203216754E-6,5
essence,3.5861252812867016E-6,2
菜肴,5.379187921930053E-6,3
提成,5.379187921930053E-6,3
研究所,3.5861252812867016E-6,2
史上,1.7930626406433508E-6,1
素养,1.7930626406433508E-6,1
寿命,3.5861252812867016E-6,2
硕,3.5861252812867016E-6,2
寂寞,1.0758375843860106E-5,6
表现,1.972368904707686E-5,11
纪录片,1.7930626406433508E-6,1
传授,8.965313203216754E-6,5
abc,1.6137563765790156E-5,9
abe,1.7930626406433508E-6,1
评论,3.5861252812867017E-5,20
批评,1.7930626406433508E-6,1
硬,5.1998816578657176E-5,29
点击,1.0758375843860106E-4,60
学期,4.6261016128598453E-4,258
采光,2.3847733120556567E-4,133
abs,3.765431545351037E-5,21
托运,1.972368904707686E-5,11
spin,5.379187921930053E-6,3
只会,1.7930626406433508E-6,1
送行,1.7930626406433508E-6,1
aerospace,5.379187921930053E-6,3
右上,3.5861252812867016E-6,2
厂家,7.172250562573403E-6,4
register,7.172250562573403E-6,4
fleet,3.5861252812867016E-6,2
学术,1.6137563765790156E-5,9
couple,4.841269129737047E-5,27
ace,5.379187921930053E-6,3
saddle,3.5861252812867016E-6,2
更能,3.5861252812867016E-6,2
ach,1.2551438484503456E-5,7
很有,1.7930626406433508E-6,1
acm,1.7930626406433508E-6,1
闪光,1.7930626406433508E-6,1
碎,7.172250562573403E-6,4
acs,1.7930626406433508E-6,1
act,1.7930626406433508E-6,1
心态,8.965313203216754E-6,5
真诚,1.2551438484503456E-5,7
碗,1.0758375843860106E-4,60
取决,1.7930626406433508E-6,1
分解,1.7930626406433508E-6,1
总共,1.4165194861082473E-4,79
并行,3.5861252812867016E-6,2
碟,1.7930626406433508E-6,1
add,1.4344501125146806E-5,8
sheldon,3.5861252812867016E-6,2
ade,3.5861252812867016E-6,2
碧,1.7930626406433508E-6,1
培养,4.3033503375440424E-5,24
均有,1.6137563765790156E-5,9
consent,1.7930626406433508E-6,1
avenger,7.172250562573403E-6,4
碰,5.379187921930053E-6,3
网路,3.5861252812867016E-6,2
水平,5.0205753938013824E-5,28
碳,3.5861252812867016E-6,2
引用,1.2551438484503456E-5,7
mercier,1.7930626406433508E-6,1
exchange,3.5861252812867016E-6,2
非同小可,1.7930626406433508E-6,1
washington,7.172250562573403E-6,4
activation,5.379187921930053E-6,3
进货,8.965313203216754E-6,5
aec,1.7930626406433508E-6,1
磅,9.86184452353843E-5,55
强烈,2.8689002250293613E-5,16
长年,3.5861252812867016E-6,2
心急,3.5861252812867016E-6,2
相邻,1.7930626406433508E-6,1
招聘,1.0937682107924441E-4,61
真谛,3.5861252812867016E-6,2
马自达,3.5861252812867016E-6,2
有线,8.42739441102375E-5,47
可以,0.011624425099290844,6483
小包,1.7930626406433508E-6,1
出让,1.2551438484503456E-5,7
质感,8.965313203216754E-6,5
酌情,8.965313203216754E-6,5
磨,1.7930626406433508E-6,1
afm,3.5861252812867016E-6,2
代步,3.4068190172223665E-5,19
label,5.379187921930053E-6,3
迅速,2.5102876969006912E-5,14
recorded,1.7930626406433508E-6,1
取出,3.5861252812867016E-6,2
钟离,7.172250562573403E-6,4
aquarium,1.7930626406433508E-6,1
亲和力,1.4344501125146806E-5,8
密封,5.379187921930053E-6,3
衣帽间,1.5061726181404147E-4,84
发动,3.5861252812867016E-6,2
age,3.5861252812867016E-6,2
小区,0.0038371540509767707,2140
圣母,1.7930626406433508E-6,1
biotechnology,3.5861252812867016E-6,2
smaller,5.379187921930053E-6,3
就会,1.7930626406433508E-6,1
诉讼,1.7930626406433508E-6,1
激烈,3.5861252812867016E-6,2
ago,1.6137563765790156E-5,9
实惠,6.634331770380398E-5,37
承认,1.7930626406433508E-6,1
东莞,3.5861252812867016E-6,2
accessed,1.7930626406433508E-6,1
years,4.482656601608377E-5,25
fisher,8.965313203216754E-6,5
立马,3.5861252812867016E-6,2
垫子,3.944737809415372E-5,22
小半,5.379187921930053E-6,3
长度,3.4068190172223665E-5,19
backseat,1.7930626406433508E-6,1
贴心,2.1516751687720212E-5,12
安排,7.172250562573403E-5,40
有缘,3.0482064890936964E-5,17
又可,1.7930626406433508E-6,1
低廉,1.2551438484503456E-5,7
melody,1.7930626406433508E-6,1
受到,1.4344501125146806E-5,8
spot,1.7930626406433508E-6,1
示,3.765431545351037E-5,21
列表,7.172250562573403E-6,4
礼,1.4344501125146806E-5,8
印度,1.0758375843860106E-5,6
aid,5.379187921930053E-5,30
勇猛,3.5861252812867016E-6,2
每次,5.558494185994388E-5,31
厉害,5.379187921930053E-6,3
algorithms,1.7930626406433508E-6,1
other,9.50323199540976E-5,53
aim,1.7930626406433508E-6,1
伊朗,5.379187921930053E-6,3
spss,1.7930626406433508E-6,1
wendy,1.7930626406433508E-6,1
家常,1.7930626406433508E-6,1
air,6.992944298509068E-5,39
油价,7.172250562573403E-6,4
accommodate,3.5861252812867016E-6,2
承诺,1.4344501125146806E-5,8
野兔,1.7930626406433508E-6,1
electronic,1.2551438484503456E-5,7
speak,5.379187921930053E-6,3
诉说,1.7930626406433508E-6,1
activating,1.7930626406433508E-6,1
祝,4.124044073479707E-5,23
神,1.7930626406433508E-5,10
机票,1.0758375843860106E-4,60
安插,3.5861252812867016E-6,2
正确,2.330981432836356E-5,13
票,2.115813915959154E-4,118
西北,5.379187921930053E-6,3
心情,1.0758375843860106E-5,6
zeppelin,1.7930626406433508E-6,1
学校,0.0035861252812867017,2000
固然,1.7930626406433508E-6,1
门前,2.1516751687720212E-5,12
搪塞,1.7930626406433508E-6,1
ake,1.7930626406433508E-6,1
二百,1.7930626406433508E-6,1
倾家荡产,1.7930626406433508E-6,1
过道,7.172250562573403E-6,4
signing,1.7930626406433508E-6,1
禁,1.7930626406433508E-6,1
紧凑,3.5861252812867016E-6,2
可供,1.4344501125146806E-5,8
rating,7.172250562573403E-6,4
西区,1.7930626406433508E-6,1
运转,3.5861252812867016E-6,2
福,1.4344501125146806E-5,8
单打,1.7930626406433508E-6,1
负担,2.6895939609650264E-5,15
ale,1.7930626406433508E-6,1
complement,1.7930626406433508E-6,1
all,2.0620220367398534E-4,115
灰尘,7.172250562573403E-6,4
already,2.1516751687720212E-5,12
采办,3.5861252812867016E-6,2
心意,3.5861252812867016E-6,2
精度,1.7930626406433508E-6,1
alt,1.7930626406433508E-6,1
西南,7.172250562573403E-6,4
市面,7.172250562573403E-6,4
expense,5.379187921930053E-6,3
maintaining,3.5861252812867016E-6,2
villas,7.351556826637738E-5,41
cafe,1.7930626406433508E-6,1
contemporary,1.7930626406433508E-6,1
亲爱,3.5861252812867016E-6,2
amc,1.7930626406433508E-6,1
兢兢业业,1.7930626406433508E-6,1
amd,1.7930626406433508E-6,1
离,0.0013878304838579535,774
费心,1.7930626406433508E-6,1
家庭,1.5420338709532818E-4,86
珍珠,7.172250562573403E-6,4
账户,9.682538259474095E-5,54
aml,1.7930626406433508E-6,1
私,1.4344501125146806E-5,8
amp,2.5102876969006912E-5,14
叫做,8.965313203216754E-6,5
秋,2.6895939609650264E-5,15
contracts,1.7930626406433508E-6,1
amy,1.7930626406433508E-6,1
种,0.0011368017141678846,634
科,7.172250562573403E-6,4
秒,6.813638034444733E-5,38
运输,4.124044073479707E-5,23
耳环,5.379187921930053E-6,3
