SentenceID,NonCodeSwitchedSentence,ChineseWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfPunctuation
6544,详情 请 在线 咨询 办理 ， 欢迎 有 诚意 办理 的 客户 咨询 !,12,2,[0_1_2_3_4_6_7_8_9_10_11_12],[5_13]
6545,真诚 期待 您 的 加盟 。,5,1,[0_1_2_3_4],[5]
6546,原价 $ 59.,1,2,[0],[1_2]
6547,毕业 转手 一 辆 自行车 。,5,1,[0_1_2_3_4],[5]
6548,去年 买 的 全新 。,4,1,[0_1_2_3],[4]
6549,上课 逛 公园 应对 匹兹堡 地形 无 压力 。,8,1,[0_1_2_3_4_5_6_7],[8]
6550,巨大 一 家 写字台 9.,4,1,[0_1_2_3],[4]
6551,毕业 回国 出 一些 家具 ， 小 家电 ， 摆件 等等 。,9,3,[0_1_2_3_4_6_7_9_10],[5_8_11]
6552,地段 真的 非常 好 生活 非常 方便 ！,7,1,[0_1_2_3_4_5_6],[7]
6553,室内 拎包 入住 。,3,1,[0_1_2],[3]
6554,包括 以下 ： 躺椅 （ 超级 舒服 ！,5,3,[0_1_3_5_6],[2_4_7]
6555,超级 新 也 没有 磨损 。,5,1,[0_1_2_3_4],[5]
6556,半山 地 半 公路 。,4,1,[0_1_2_3],[4]
6557,$300 春天 来 了 继续 卖,5,1,[1_2_3_4_5],[0]
6558,毕业 离开 匹兹堡 ， 甩卖 地毯 用 吸尘器 和 电风扇 。,9,2,[0_1_2_4_5_6_7_8_9],[3_10]
6559,平常 很 爱惜 车 。,4,1,[0_1_2_3],[4]
6560,平常 主要 是 上班 ， 去 超市 开 。,7,2,[0_1_2_3_5_6_7],[4_8]
6561,价钱 可 商量 。,3,1,[0_1_2],[3]
6562,便宜 卖 了 。,3,1,[0_1_2],[3]
6563,一 个 不 带 盖子 ， 一 个 带 盖子 。,9,2,[0_1_2_3_4_6_7_8_9],[5_10]
6564,大小 正 合适 ， 放在 床头 边 。,6,2,[0_1_2_4_5_6],[3_7]
6565,马上 要 回国 。,3,1,[0_1_2],[3]
6566,价格 可 议 。,3,1,[0_1_2],[3]
6567,东西 都 处理 了 顶 一下 ～,6,1,[0_1_2_3_4_5],[6]
6568,五月 毕业 ， 底价 出 一 波 书 ， 都 是 全新 ， 没有 笔记 。,12,4,[0_1_3_4_5_6_7_9_10_11_13_14],[2_8_12_15]
6569,取暖 效果 很 好 ， 加热 快 。,6,2,[0_1_2_3_5_6],[4_7]
6570,坐 过 这个 车 ， 车况 确实 不错 ， 值得 拥有 ！,9,3,[0_1_2_3_5_6_7_9_10],[4_8_11]
6571,（ 先 短信 谢谢 ）,3,2,[1_2_3],[0_4]
6572,物品 列表 ： 1.,2,2,[0_1],[2_3]
6573,标题 有点 长 .,3,1,[0_1_2],[3]
6574,椅子 可 折叠 。,3,1,[0_1_2],[3]
6575,就是 宜家 里面 最 便宜 的 那 种 。,8,1,[0_1_2_3_4_5_6_7],[8]
6576,多少 钱 ？,2,1,[0_1],[2]
6577,孩子 偶尔 在 家里 玩 两 下 ， 所以 外观 与 新车 没有 两 样 （ 有 图 有 真相 ） 。,18,4,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_16_17_18_19],[7_15_20_21]
6578,能把 照片 发 我 下 吗 ？,6,1,[0_1_2_3_4_5],[6]
6579,窗帘 是 什么 颜色 的 ？,5,1,[0_1_2_3_4],[5]
6580,尺寸 是 多少 呢 ？,4,1,[0_1_2_3],[4]
6581,需要 先 看看 书 的 情况 再 决定 的 ， 我 也 可以 发 照片 给 你 。,16,2,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15_16],[9_17]
6582,可 代 改装 ， 升级 ， 代 做 各 种 系统 ， 各 种 双 系统 。,13,4,[0_1_2_4_6_7_8_9_10_12_13_14_15],[3_5_11_16]
6583,以及 具体 参数 ？,3,1,[0_1_2],[3]
6584,还 在 卖 长期 有效 出手 会 来 更新,9,0,[0_1_2_3_4_5_6_7_8],
6585,车况 良好 、 定期 保养 、 外观 帅气 没 的 说 。,9,3,[0_1_3_4_6_7_8_9_10],[2_5_11]
6586,毕业 甩卖 ！,2,1,[0_1],[2]
6587,没 弹 过 几 次 可以 说 是 全新 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
6588,确实 没 时间 ， 所以 打算 转 。,6,2,[0_1_2_4_5_6],[3_7]
6589,可 小刀 。,2,1,[0_1],[2]
6590,车况 良好 、 定期 保养 。,4,2,[0_1_3_4],[2_5]
6591,内部 空间 大 ， 适合 有 孩子 的 家庭 及 长途 旅行 。,11,2,[0_1_2_4_5_6_7_8_9_10_11],[3_12]
6592,毕业 转 家具 ， 低价 出售 书桌,6,1,[0_1_2_4_5_6],[3]
6593,车况 良好 、 定期 保养 。,4,2,[0_1_3_4],[2_5]
6594,内部 空间 大 ， 适合 有 孩子 的 家庭 及 长途 旅行 。,11,2,[0_1_2_4_5_6_7_8_9_10_11],[3_12]
6595,有 制冷 、 风扇 功能 ， 程度 可以 随意 调节 ， 吹风 方向 也 可 调节 。,13,4,[0_1_3_4_6_7_8_9_11_12_13_14_15],[2_5_10_16]
6596,性能 稳定 ， 制冷 效果 非常 好 。,6,2,[0_1_3_4_5_6],[2_7]
6597,非常 感谢 ！,2,1,[0_1],[2]
6598,毕业 回国 ， 清仓 甩卖 超 优惠 ！,6,2,[0_1_3_4_5_6],[2_7]
6599,你 的 书桌 还 在 吗 ？,6,1,[0_1_2_3_4_5],[6]
6600,什么 时间 可以 取 ？,4,1,[0_1_2_3],[4]
6601,怎么 联系 ？,2,1,[0_1],[2]
6602,全 时 四 驱 ， 冬天 在 美国 开车 豪 无 压力 ， 非常 安全 。,13,3,[0_1_2_3_5_6_7_8_9_10_11_13_14],[4_12_15]
6603,在 本人 之前 只有 一 任 车主 。,7,1,[0_1_2_3_4_5_6],[7]
6604,已经 给 你 发 邮件 了 。,6,1,[0_1_2_3_4_5],[6]
6605,已 回复 邮件 。,3,1,[0_1_2],[3]
6606,毕业 回国 ， 甩卖 吉他 。,4,2,[0_1_3_4],[2_5]
6607,没有 吉他 套 。,3,1,[0_1_2],[3]
6608,分辨率 ： 1920*1080 ；,1,3,[0],[1_2_3]
6609,显示器 的 型号 和 尺寸 可以 发 一下 吗 ？,9,1,[0_1_2_3_4_5_6_7_8],[9]
6610,你 好 ， 给 你 发 了 短信 ， 想 问 一下 细节,11,2,[0_1_3_4_5_6_7_9_10_11_12],[2_8]
6611,多 买 价格 可 商议 。,5,1,[0_1_2_3_4],[5]
6612,联系 微 信 ： ying_twinklestar,3,2,[0_1_2],[3_4]
6613,标题 请 注明 买 家具 谢谢,6,0,[0_1_2_3_4_5],
6614,台灯 还 在 。,3,1,[0_1_2],[3]
6615,买 大 赠 小 哦 不 要 错过 ～,8,1,[0_1_2_3_4_5_6_7],[8]
6616,帮 朋友 转发 信息 ：,4,1,[0_1_2_3],[4]
6617,7ghz，8g 的 内存 。,2,2,[1_2],[0_3]
6618,即将 回国 。,2,1,[0_1],[2]
6619,普通 转椅 （ 买 其他 家具 可 送 ） ；,7,3,[0_1_3_4_5_6_7],[2_8_9]
6620,宜家 普通 椅子 ；,3,1,[0_1_2],[3]
6621,餐桌 ( 买 其他 家具 可 送 ) ；,6,3,[0_2_3_4_5_6],[1_7_8]
6622,f=3&t=5759 如果 租 我们 的 公寓 ， 所有 家具 全部 免费 送 ！,10,3,[1_2_3_4_5_7_8_9_10_11],[0_6_12]
6623,还有 其他 的 家具 ， 小 东西 就 不 再 一一 描述 了 。,12,2,[0_1_2_3_5_6_7_8_9_10_11_12],[4_13]
6624,家具 即刻 开始 出售 ， 十二月 底 结束 ， 具体 包括 床 、 柜子 、 椅子 等 ， 绝大多数 是 一 年 前 在 宜家 购买 的 。,22,6,[0_1_2_3_5_6_7_9_10_11_13_15_16_18_19_20_21_22_23_24_25_26],[4_8_12_14_17_27]
6625,又 更新 了 一些 家具 。,5,1,[0_1_2_3_4],[5]
6626,图片 信息 在 链接 中 。,5,1,[0_1_2_3_4],[5]
6627,注意 坐垫 是 布 的 。,5,1,[0_1_2_3_4],[5]
6628,请 上门 提货 .,3,1,[0_1_2],[3]
6629,请问 是 怎样 的 坑 ？,5,1,[0_1_2_3_4],[5]
6630,用 着 会 摇晃 吗 ？,5,1,[0_1_2_3_4],[5]
6631,请问 是 怎样 的 坑 ？,5,1,[0_1_2_3_4],[5]
6632,用 着 会 摇晃 吗 ？,5,1,[0_1_2_3_4],[5]
6633,欲 购 从速 ~,3,1,[0_1_2],[3]
6634,毕业 卖 车 。,3,1,[0_1_2],[3]
6635,更多 图片 参考,3,0,[0_1_2],
6636,毕业 卖 家具 。,3,1,[0_1_2],[3]
6637,可以 适当 讲价 。,3,1,[0_1_2],[3]
6638,短信 联系 412-378-86351 .,2,2,[0_1],[2_3]
6639,大 书柜 大概 1.,3,1,[0_1_2],[3]
6640,小 书柜 大概 0.,3,1,[0_1_2],[3]
6641,可 随时 看 电脑 ， 包 接送 ， 仅 限 校内 人员 交易 。,11,3,[0_1_2_3_5_6_8_9_10_11_12],[4_7_13]
6642,谢谢 谢谢 谢谢 ！,3,1,[0_1_2],[3]
6643,然后 就 没 修 过 了 。,6,1,[0_1_2_3_4_5],[6]
6644,已 成交 ！,2,1,[0_1],[2]
6645,毕业 卖 车 啦 。,4,1,[0_1_2_3],[4]
6646,楼 主 居然 卖 这么 便宜 ， 可惜 我 不 缺 家具 。,11,2,[0_1_2_3_4_5_7_8_9_10_11],[6_12]
6647,话 说 你 有 雪 胎 吗 ？,7,1,[0_1_2_3_4_5_6],[7]
6648,原 厂 箱子 和 说明书 等 都 在 ， 具体 细节 点 链接 。,12,2,[0_1_2_3_4_5_6_7_9_10_11_12],[8_13]
6649,这 不 是 借 车 ， 是 租车 。,7,2,[0_1_2_3_4_6_7],[5_8]
6650,那 为何 你 不 去 正规 租赁 公司 租车 ？,9,1,[0_1_2_3_4_5_6_7_8],[9]
6651,只 能 说 楼 主 太 缺乏 法律 意识 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
6652,有 想要 坐 火车 旅行 看 沿途 风景 的 同学 吗 ？,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
6653,可以 多 次 使用 ， 也 可以 给 不同 的 人 使用 。,11,2,[0_1_2_3_5_6_7_8_9_10_11],[4_12]
6654,回国 在即 ， 吐血 甩卖 ！,4,2,[0_1_3_4],[2_5]
6655,大家 好 ， 我 年底 毕业 回国 想要 卖 车 。,9,2,[0_1_3_4_5_6_7_8_9],[2_10]
6656,联系 方式 ： vicky.,2,2,[0_1],[2_3]
6657,良心 价格 ！,2,1,[0_1],[2]
6658,超级 值 有 木 有 ！,5,1,[0_1_2_3_4],[5]
6659,深入 理解 计算机 系统 $811.,4,1,[0_1_2_3],[4]
6660,已经 出手 了,3,0,[0_1_2],
6661,玻璃 台灯 $ 48.,2,2,[0_1],[2_3]
6662,著名 的 i5-2500k ， 专门 为 超频 设计 。,6,3,[0_1_4_5_6_7],[2_3_8]
6663,运行 都 流畅 。,3,1,[0_1_2],[3]
6664,如果 不 会 超频 ， 什么 都 不 用 管 直接 用 也 是 性能 不错 的 电脑 。,17,2,[0_1_2_3_5_6_7_8_9_10_11_12_13_14_15_16_17],[4_18]
6665,所以 这个 电脑 的 全新 价 大概 800-1000 刀 左右 。,9,2,[0_1_2_3_4_5_6_8_9],[7_10]
6666,如果 觉得 想 讲价 在 合理 的 范围 内 可以 商量 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
6667,显示器 还 要么 ？,3,1,[0_1_2],[3]
6668,求购 一 个 简易 书桌 ， 谢谢 cxj273#gmail.,6,2,[0_1_2_3_4_6],[5_7]
6669,车子 的 图 明 天上 。,5,1,[0_1_2_3_4],[5]
6670,格子 四 页 屏风,4,0,[0_1_2_3],
6671,还 比较 大,3,0,[0_1_2],
6672,: - ) 邮箱 ： zheng.,1,5,[3],[0_1_2_4_5]
6673,更新 一些 其它 照片 。,4,1,[0_1_2_3],[4]
6674,再来 一些 细节 图 ~ 更新 价格 ~ $ 11，500 ！,6,5,[0_1_2_3_5_6],[4_7_8_9_10]
6675,新 家 太小 ， 出售 一些 小 电器 ， 都 用 了 没 几 次 ， 盒子 和 说明书 全都 齐全,18,3,[0_1_2_4_5_6_7_9_10_11_12_13_14_16_17_18_19_20],[3_8_15]
6676,自动 挡 ， 四 门 ， 红色 ， 1.,5,4,[0_1_3_4_6],[2_5_7_8]
6677,请问 大概 的 地址 在 哪 ？,6,1,[0_1_2_3_4_5],[6]
6678,请问 卖 出去 了 吗 ？,5,1,[0_1_2_3_4],[5]
6679,保修 ： 目前 保修 日期 还有 400+天,5,2,[0_2_3_4_5],[1_6]
6680,联系 方式 ： 邮箱 ： xfei.,3,3,[0_1_3],[2_4_5]
6681,车子 性能 很 好 ， 本人 使用 过程 中 无 任何 问题 。,11,2,[0_1_2_3_5_6_7_8_9_10_11],[4_12]
6682,～ 台灯 （ 10$ ） ;,1,5,[1],[0_2_3_4_5]
6683,多 买 更 有 优惠 ！,5,1,[0_1_2_3_4],[5]
6684,再 顶 一 次 ～ 最后 一 顶 ～,7,2,[0_1_2_3_5_6_7],[4_8]
6685,y_60_img_y 详情 见 地址 。,3,2,[1_2_3],[0_4]
6686,因为 刚刚 毕业 要 离开 匹兹堡 ， 诚心 转手 爱 车 。,10,2,[0_1_2_3_4_5_7_8_9_10],[6_11]
6687,热 饭 神速 ！,3,1,[0_1_2],[3]
6688,已 卖 : 洗衣机 $60,3,2,[0_1_3],[2_4]
6689,一 起 $25 ( 已 卖 ) 角落 玻璃 几,7,3,[0_1_4_5_7_8_9],[2_3_6]
6690,( 请 注明 - 搬家 甩卖 ) 今天 更新 了 !,7,4,[1_2_4_5_7_8_9],[0_3_6_10]
6691,这 周末 搬家 了 啊 。,5,1,[0_1_2_3_4],[5]
6692,： ） ： ） ： ） 请问 你 的 微波炉 有 预订 吗 ？,7,7,[6_7_8_9_10_11_12],[0_1_2_3_4_5_13]
6693,请 问 椅子 出 了 嘛 ？,6,1,[0_1_2_3_4_5],[6]
6694,想要 预定 椅子 ～～～up,3,1,[0_1_2],[3]
6695,致 新生 ： 可以 预订 ， 预付 30% 的 订金 。,7,4,[0_1_3_4_6_8_9],[2_5_7_10]
6696,更 远 的 地方 ： 具体 商量 时间 ： 周六 ， 平常 如果 有 时间 也 可以 具体 商量 。,16,4,[0_1_2_3_5_6_7_9_11_12_13_14_15_16_17_18],[4_8_10_19]
6697,好 车 甩卖 ！,3,1,[0_1_2],[3]
6698,白色 ， 配 天窗 ， 说明书 齐全 ， 两 把 钥匙 。,8,4,[0_2_3_5_6_8_9_10],[1_4_7_11]
6699,欢迎 感兴趣 的 同学 联系 412.,5,1,[0_1_2_3_4],[5]
6700,亲 ， 你 有 在 社区 大学 就读 的 经历 吗 ？,10,2,[0_2_3_4_5_6_7_8_9_10],[1_11]
6701,问卷 填写 过程 大概 占用 您 3-5 分钟 时间 。,8,2,[0_1_2_3_4_5_7_8],[6_9]
6702,搬家 甩卖 啦 ！,3,1,[0_1_2],[3]
6703,价格 实惠 ！,2,1,[0_1],[2]
6704,） ， 其它 东西 可 联系 好 日期 来 取 了 。,9,3,[2_3_4_5_6_7_8_9_10],[0_1_11]
6705,可 扫描 、 打印 、 复印 。,4,3,[0_1_3_5],[2_4_6]
6706,可 周末 下午 6点-7 点 、 或 工作日 上午 9点-11 点 看 货 。,10,4,[0_1_2_4_6_7_8_10_11_12],[3_5_9_13]
6707,但 要 提前 联系 确认 。,5,1,[0_1_2_3_4],[5]
6708,带着 包装 没 拆 一 个 全新 的 大 勺子,10,0,[0_1_2_3_4_5_6_7_8_9],
6709,简单 耐用 很 新,4,0,[0_1_2_3],
6710,还有 一 张 绿色 的 转椅 。,6,1,[0_1_2_3_4_5],[6]
6711,来 家 自己 拿 吧,5,0,[0_1_2_3_4],
6712,几乎 没 怎么 用 过 。,5,1,[0_1_2_3_4],[5]
6713,大同 电磁 炉 又 名 “ 火锅 神器 ” 。,7,3,[0_1_2_3_4_6_7],[5_8_9]
6714,工作 时 先 会 沿着 墙壁 走 一 周 ， 然后 折返 式 路径 清扫 内部 ；,15,2,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15],[9_16]
6715,dl=020 刀 。,1,2,[1],[0_2]
6716,dl=0100 刀 。,1,2,[1],[0_2]
6717,dl=025 刀 。,1,2,[1],[0_2]
6718,dl=020 刀 。,1,2,[1],[0_2]
6719,已 出 ！,2,1,[0_1],[2]
6720,顶 ~ 顶 ！,2,2,[0_2],[1_3]
6721,平时 我 就是 周末 买 东西 才 开 ， 很 爱惜 这 部 车 ， 车况 保持 的 很 好 。,18,3,[0_1_2_3_4_5_6_7_9_10_11_12_13_15_16_17_18_19],[8_14_20]
6722,开价 $4800 ， 可以 合理 议价 。,4,3,[0_3_4_5],[1_2_6]
6723,顶 一 顶 ！,3,1,[0_1_2],[3]
6724,再 顶 ！,2,1,[0_1],[2]
6725,求购 显示器 。,2,1,[0_1],[2]
6726,求 联系 方式 ！,3,1,[0_1_2],[3]
6727,楼 主 求 联系 方式 ！,5,1,[0_1_2_3_4],[5]
6728,系统 已 将 您 转到 “ 我 的 云端 硬盘 ” 。,9,3,[0_1_2_3_4_6_7_8_9],[5_10_11]
6729,而 不 是 好 几 手 。,6,1,[0_1_2_3_4_5],[6]
6730,而且 本人 不 喜欢 特别 床 特别 软 ， 对 腰 不 好 ， 这样 搭 起来 很 舒服 ！,17,3,[0_1_2_3_4_5_6_7_9_10_11_12_14_15_16_17_18],[8_13_19]
6731,有 没 有 搬家 的 同学 想 卖 家具 ， 或者 有 闲置 上述 家具 的 ， 请 联系 我 哈 ~ 谢谢 ！,20,4,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15_17_18_19_20_22],[9_16_21_23]
6732,希望 新 一点 。,3,1,[0_1_2],[3]
6733,东西 最 多 保留 两 日 。,6,1,[0_1_2_3_4_5],[6]
6734,宜家 的 柜子 ， 谢谢 ！,4,2,[0_1_2_4],[3_5]
6735,不用 回复 在 下面 ， 谢谢,5,1,[0_1_2_3_5],[4]
6736,还有 以下 家具 ： 10.,3,2,[0_1_2],[3_4]
6737,继续 ， 没 多少 东西 了 ， 大家 速度 继续 出 。,9,3,[0_2_3_4_5_7_8_9_10],[1_6_11]
6738,或者 你 觉得 我 还 缺 啥 欢迎 提醒 .,9,1,[0_1_2_3_4_5_6_7_8],[9]
6739,高速 的 时候 方向盘 会 变 重 为了 更 稳 。,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
6740,这么 好 的 车 没 人 要 呀 ？,8,1,[0_1_2_3_4_5_6_7],[8]
6741,有 人 联系 我 问 具体 信息 。,7,1,[0_1_2_3_4_5_6],[7]
6742,这个 车 当时 买 的 时候 是 三 手 了 。,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
6743,所以 才 买 的 。,4,1,[0_1_2_3],[4]
6744,由于 不 会 开车 ， 所以 希望 能够 帮忙 解决 运送 的 问题 ， 谢谢 !,13,3,[0_1_2_3_5_6_7_8_9_10_11_12_14],[4_13_15]
6745,求购 求购 !,2,1,[0_1],[2]
6746,已 出 ！,2,1,[0_1],[2]
6747,添加 新 物品 。,3,1,[0_1_2],[3]
6748,求 留下 邮箱 或 微信～8.,4,1,[0_1_2_3],[4]
6749,再次 更新 ！,2,1,[0_1],[2]
6750,是 比较 薄 ， 超级 舒服 的 那 种 。,8,2,[0_1_2_4_5_6_7_8],[3_9]
6751,很 容易 清洁 。,3,1,[0_1_2],[3]
6752,同学 就是 家里 有 客人 用 了 几 次 而已 ， 刚 洗 了 太阳 暴晒 过 两 天 。,18,2,[0_1_2_3_4_5_6_7_8_9_11_12_13_14_15_16_17_18],[10_19]
6753,很 厚 很 舒服 。,4,1,[0_1_2_3],[4]
6754,转角 ， 很 大 的 书桌 ， 特别 适合 在家 学习 使用 。,10,3,[0_2_3_4_5_7_8_9_10_11],[1_6_12]
6755,超 豪华 皮质 老板 转椅 。,5,1,[0_1_2_3_4],[5]
6756,很 漂亮 很 结实 的 写字台 。,6,1,[0_1_2_3_4_5],[6]
6757,部分 家具 可 运送 ， 购买 多 件 家具 可 议价 便宜 一些 。,12,2,[0_1_2_3_5_6_7_8_9_10_11_12],[4_13]
6758,想要 你 的 镜子 请问 还有 剩 的 吗 ？,9,1,[0_1_2_3_4_5_6_7_8],[9]
6759,照片 因为 光线 问题 ， 照 的 比较 不 好看 。,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
6760,（ 灯 有 灯泡 ）,3,2,[1_2_3],[0_4]
6761,floor+lamp 灯泡 链接 找 不 到 了 。,6,2,[1_2_3_4_5_6],[0_7]
6762,t/17617466 随时 可以 拿 。,3,2,[1_2_3],[0_4]
6763,低价 180$出 。,1,2,[0],[1_2]
6764,已 更新 ~ 我 给 你 发 邮件 了 ， 没有 回 。,10,3,[0_1_3_4_5_6_7_8_10_11],[2_9_12]
6765,我 可以 8.,2,1,[0_1],[2]
6766,甩卖 甩卖 ！,2,1,[0_1],[2]
6767,比较 结实 ， 轻便 便于 搬运 已 出,7,1,[0_1_3_4_5_6_7],[2]
6768,其他 一些 家具 可能 也 需要 。,6,1,[0_1_2_3_4_5],[6]
6769,编号 1-6 的 各 种 物品 ， 现在 就 可 来 拿 （ 买 ） ；,11,5,[0_2_3_4_5_7_8_9_10_11_13],[1_6_12_14_15]
6770,可 扫描 、 打印 、 复印 。,4,3,[0_1_3_5],[2_4_6]
6771,帮忙 顶 一下,3,0,[0_1_2],
6772,已 出没 联系 方式 ？,4,1,[0_1_2_3],[4]
6773,可以 保留 到 什么 时候 啊 ？,6,1,[0_1_2_3_4_5],[6]
6774,一定 要 ！,2,1,[0_1],[2]
6775,另外 因为 不 会 开车 ， 请 问 是否 有 运送 方式 。,11,2,[0_1_2_3_4_6_7_8_9_10_11],[5_12]
6776,已 出 降价 。,3,1,[0_1_2],[3]
6777,没有 找到 寄存 的 地方 。,5,1,[0_1_2_3_4],[5]
6778,求购 显示器 ， 8.,2,2,[0_1],[2_3]
6779,中国 扛 过来 的 。,4,1,[0_1_2_3],[4]
6780,可 拆卸 书桌,3,0,[0_1_2],
6781,因为 搬家 ， 家具 便宜 甩卖 。,5,2,[0_1_3_4_5],[2_6]
6782,家具 都 很 新 ， 半 卖 半 送 。,8,2,[0_1_2_3_5_6_7_8],[4_9]
6783,本 姑娘 喜欢 运动 ， 想 求购 一 辆 二手 自行车 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
6784,很 新 。,2,1,[0_1],[2]
6785,照片 上 有的 家里 看到 的 都 卖 。,8,1,[0_1_2_3_4_5_6_7],[8]
6786,谢谢 大家 ！,2,1,[0_1],[2]
6787,因为 那 时候 才 来 匹 村 .,7,1,[0_1_2_3_4_5_6],[7]
6788,无论如何 也 都 先 谢谢 了 .,6,1,[0_1_2_3_4_5],[6]
6789,= = 有 没 有 别的 联系 方式,6,2,[2_3_4_5_6_7],[0_1]
6790,要 去 加州 了 ， 所以 才 出手 。,7,2,[0_1_2_3_5_6_7],[4_8]
6791,已 出 求 微 信号 或者 邮箱 ~,7,1,[0_1_2_3_4_5_6],[7]
6792,车子 性能 非常 完美 ， 我 经常 做 保养 ， 1.,8,3,[0_1_2_3_5_6_7_8],[4_9_10]
6793,一切 电子 系统 ， 空调 均 正常 运行 。,7,2,[0_1_2_4_5_6_7],[3_8]
6794,顶 啊 ~~~~~~~,2,1,[0_1],[2]
6795,求 一 个 可以 放在 客厅 用 的 屏风 ， 请 联系 ： 917-930－7863 谢谢,12,3,[0_1_2_3_4_5_6_7_8_10_11_14],[9_12_13]
6796,绝对 实用 ！,2,1,[0_1],[2]
6797,， 欢迎 大家 咨询 ！,3,2,[1_2_3],[0_4]
6798,已 更新 ， 增加 了 一些 小 物,7,1,[0_1_3_4_5_6_7],[2]
6799,～ 买 三 件 可以 在 赠品 区 拿 一 个 自己 需要 的 赠品 区 如果 想 单独 买 一 件 四 元 。,23,2,[1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23],[0_24]
6800,总共 有 两 个 。,4,1,[0_1_2_3],[4]
6801,衣架 （ 可以 用来 挂 常 换 的 衣服 ， $7）3.,8,3,[0_2_3_4_5_6_7_8],[1_9_10]
6802,价格 好 商量 。,3,1,[0_1_2],[3]
6803,也 可 短信 至 412.,4,1,[0_1_2_3],[4]
6804,上 请 务必 在 7.,4,1,[0_1_2_3],[4]
6805,价位 合理 。,2,1,[0_1],[2]
6806,可以 人民币 支付 。,3,1,[0_1_2],[3]
6807,和 床 一 个 时间 买 的 。,7,1,[0_1_2_3_4_5_6],[7]
6808,psc=1&redirect = true&ref_=oh_aui_detailpage_o03_s00 我 用 过 1-2 次 。,4,5,[3_4_5_7],[0_1_2_6_8]
6809,暂时 先 这么 多 ， 我 想到 了 再 补充 。,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
6810,想要 的 电话 联系 ： 814-321-6364.,4,2,[0_1_2_3],[4_5]
6811,不过 自己 来 搬 。,4,1,[0_1_2_3],[4]
6812,就 这么 多 了 。,4,1,[0_1_2_3],[4]
6813,下 周末 之前 有效 。,4,1,[0_1_2_3],[4]
6814,放 东西 的 小 架子 一个,6,0,[0_1_2_3_4_5],
6815,白色 餐桌 一 套 ， 包括 两 把 椅子 ， 一 个 桌子,11,2,[0_1_2_3_5_6_7_8_10_11_12],[4_9]
6816,白色 台灯 一 个,4,0,[0_1_2_3],
6817,宜家 台灯 一 个,4,0,[0_1_2_3],
6818,宜家 书桌 一 个,4,0,[0_1_2_3],
6819,宜家 储藏 架 一个,4,0,[0_1_2_3],
6820,需要 者 请 联系,4,0,[0_1_2_3],
6821,毕业 甩卖 家具 ， 大部分 家具 都 很 新 。,8,2,[0_1_2_4_5_6_7_8],[3_9]
6822,并且 大部分 东西 已经 降价 ～ 如果 买 的 多 价钱 可 议 。,12,2,[0_1_2_3_4_6_7_8_9_10_11_12],[5_13]
6823,东西 没有 地方 放 呀 。,5,1,[0_1_2_3_4],[5]
6824,～ 你 有 同学 可以 提前 来 取 嘛 ？,8,2,[1_2_3_4_5_6_7_8],[0_9]
6825,看 你 想要 什么 家具 啦 。,6,1,[0_1_2_3_4_5],[6]
6826,～ 大 的 恐怕 不 行 了 ～,6,2,[1_2_3_4_5_6],[0_7]
6827,低价 转让 几乎 新 的 微波炉 （ 已 出 ） 价格 可 协商 。,11,3,[0_1_2_3_4_5_7_8_10_11_12],[6_9_13]
6828,我 要 搬家 了 。,4,1,[0_1_2_3],[4]
6829,补充 ： 出 一 个 新 的 冬天 汽车 用 除 雪 的 刷子 。,13,2,[0_2_3_4_5_6_7_8_9_10_11_12_13],[1_14]
6830,空调 已 出,3,0,[0_1_2],
6831,今天 就 离开 了 。,4,1,[0_1_2_3],[4]
6832,其他 的 也 都 是 白菜 价 了 。,8,1,[0_1_2_3_4_5_6_7],[8]
6833,可以 拆 。,2,1,[0_1],[2]
6834,紧急 处理 ！,2,1,[0_1],[2]
6835,价格 非常 合理 可以 接受 ～,5,1,[0_1_2_3_4],[5]
6836,请问 你 的 住址 在 哪里 ？,6,1,[0_1_2_3_4_5],[6]
6837,一 组 15.,2,1,[0_1],[2]
6838,这些 小 得 就 不单 卖 了 。,7,1,[0_1_2_3_4_5_6],[7]
6839,家具 的 状态 都 非常 好 ， 都 是 一 手 的 。,11,2,[0_1_2_3_4_5_7_8_9_10_11],[6_12]
6840,请问 你 的 家具 可以 保留 到 八月 中旬 吗 ？,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
6841,或者 你 可以 帮忙 搬到 我 未来 在 松鼠 山 的 住所 吗 ？,13,1,[0_1_2_3_4_5_6_7_8_9_10_11_12],[13]
