sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,25_50_25_percent_location,10_80_10_percent_location,30_40_30_percent_location,first_middle_last_location,translation_sentence_length,entropy_at_cs_point
non-code-switch,PIT,2905,PIT_649, ,对 阁下 的 要求 如下 :,4,,要求,34.23292238686411,3.257329,NN,5,nsubj,2.988942 5.57924 1.003245 3.257329 3.389998 1.559316,2.9630116666666666,,8.834191318202071,,2,1,0,0,1.003245,2,2,2,2,6,2.3566843078695285
code-switch,PIT,658,PIT_4355,house 里面 的 一 个 卧室,独 栋 住宅 里面 的 一 个 卧室,1,house,独,37.47936305268965,5.249664,VV,0,root,5.249664 3.342417 0.328867 5.31627 0.7127583 1.821037 6.389151 4.559043,3.4649009125000005,6.694125154705801,10.066334999494703,5,1,0,1,,,1,2,1,1,8,1.8631269136914448
non-code-switch,PIT,4355,PIT_658, ,举 个 例子 ， 我们 在 macy's 的 网 .,1,,举,36.9770494220136,4.55466,VV,0,root,4.55466 0.4463619 0.0761366 0.4013552 1.934979 1.785457 9.138833 1.585419 4.42247 4.26435,2.86100217,,12.012245148550017,,1,0,1,,,1,1,1,1,10,1.8631269136914448
code-switch,PIT,660,PIT_2313,house 里面 的 一 个 客厅,独 栋 住宅 里面 的 一 个 客厅,1,house,独,37.47936305268965,5.249664,VV,0,root,5.249664 3.342417 0.328867 5.31627 0.7127583 1.821037 6.389151 6.088486,3.6560812875000006,6.694125154705801,10.066334999494703,5,1,0,1,,,1,2,1,1,8,1.8631269136914448
non-code-switch,PIT,2313,PIT_660, ,补充 ： 小区 门口 有 巴士 直达 匹 大 。,7,,直达,40.42411676449331,1.866841,VV,5,ccomp,5.060607 0.5314789 5.733961 2.662474 1.723753 3.807557 1.866841 5.051063 2.129812 1.928825,3.04963719,,9.93280360687018,,2,2,0,0,3.807557,2,2,3,2,10,1.2078830504887907
code-switch,PIT,663,PIT_424,floor plan 见 ：,平面图 见 ：,1,floor,平面图,41.24218328261796,5.976814,AD,2,advmod,5.976814 4.604193 2.311842,4.297616333333333,8.834191318202071,12.012245148550017,5,3,1,0,,,2,2,2,1,3,1.8631269136914448
non-code-switch,PIT,424,PIT_663, ,已 出售 。,1,,已,34.48102237465132,3.881124,AD,2,advmod,3.881124 3.489647 0.90309,2.757953666666667,,8.16209754683996,,1,1,0,,,2,2,2,1,3,1.8631269136914448
code-switch,PIT,665,PIT_1963,update 联系 方式 ： em@29,更新 联系 方式 ： em@29,1,update,更新,36.773567272044225,4.512905,NN,3,compound:nn,4.512905 5.63532 4.424437 1.962407 10.51329,5.4096718,9.373187818934758,9.709660055555972,6,2,2,0,,,1,2,1,1,5,1.8631269136914448
non-code-switch,PIT,1963,PIT_665, ,房东 的 联系 方式 ， 412-4788289,3,,联系,35.042017547067346,3.61248,NN,4,compound:nn,6.258925 1.014779 3.61248 4.694092 0.7251962 10.51329,4.4697937,,7.008298842604558,,2,1,0,0,1.014779,2,2,2,2,6,2.4741671454698677
code-switch,PIT,674,PIT_2599,single house : 房子 宽敞 明亮 !,单独 住宅 ： 房子 宽敞 明亮 ！,1,single,单独,37.600122756759596,5.001022,JJ,2,amod,5.001022 5.068051 3.306709 5.775359 6.301432 5.820364 3.809907,5.0118348571428575,10.220485679321962,9.239656426310235,6,2,1,0,,,1,2,1,1,7,1.8631269136914448
non-code-switch,PIT,2599,PIT_674, ,宽敞 客厅 ， 采光 良好 。,1,,宽敞,41.04767316622413,6.527233,JJ,2,amod,6.527233 6.406955 0.8922411 5.86819 1.37026 0.4977793,3.5937764,,8.834191318202071,,2,1,0,,,1,2,1,1,6,1.8631269136914448
code-switch,PIT,677,PIT_4201,需要 share bathroom 。,需要 共享 浴室 。,2,share,共享,38.15434948207743,4.631196,NN,3,compound:nn,3.98786 4.631196 3.76105 1.046625,3.3566827500000005,7.7081800553458475,10.913632859881908,5,2,1,0,0,3.98786,2,2,2,2,4,1.1567074926880072
non-code-switch,PIT,4201,PIT_677, ,进门 走廊 照片 ：,2,,走廊,39.096306415602285,5.339626,NN,3,compound:nn,6.075457 5.339626 3.999019 2.822364,4.5591165,,10.625950787430126,,2,1,0,0,6.075457,2,2,2,2,4,1.486206921357832
code-switch,PIT,683,PIT_3247,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 共享 ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 好 ， 很 爱 干净 。,12,share,共享,38.15434948207743,4.166455,VV,2,ccomp,5.637844 6.386054 3.277536 4.246516 2.010507 2.393203 0.1615968 5.552161 3.134434 0.8048207 2.333497 4.166455 1.419683 3.220357 0.3878136 5.552161 3.134434 2.531628 4.638495 0.6368221 5.423159 4.685647 1.137887 3.798194 3.128953 3.634527 1.364868 2.922842 2.396199 3.528852 1.14178,3.057707296774194,7.7081800553458475,10.913632859881908,5,2,10,0,0,2.333497,2,2,2,2,31,1.635009837746171
non-code-switch,PIT,3247,PIT_683, ,由于 房子 归 匹 大 房产 管 ， 每 年 租赁 合同 三 人 签名 递交 学校 。,7,,管,36.16627163789315,4.916915,VV,3,conj,2.225141 5.631413 3.959598 5.066137 2.129812 4.207884 4.916915 1.081886 2.851963 4.518158 6.678528 1.951245 3.731034 1.569363 4.08464 3.472365 4.114463 1.130013,3.517808777777778,,11.319097967990071,,1,4,0,0,4.207884,2,2,2,2,18,1.6818889518044227
code-switch,PIT,687,PIT_1258,房间 位 于 house 三 层 楼 的 第三 层 。,房间 位于 独栋 住宅 三 层 楼 的 第三 层 。,2,house,位于,37.72210858043054,3.03625,VV,0,root,5.415995 3.03625 7.230704 0.8184459 3.527018 1.949523 3.089462 1.605426 10.51329 3.734745 1.171998,3.8266233545454544,6.694125154705801,9.179031804493802,5,2,0,1,0,5.415995,1,2,1,2,11,1.2352211346514232
non-code-switch,PIT,1258,PIT_687, ,可私聊 传 相似 房型 照片 。,2,,传,36.33978954401881,4.132297,VV,0,root,10.51329 4.132297 4.922456 8.132942 4.559915 0.9763366,5.539539433333334,,12.012245148550017,,1,0,1,0,10.51329,2,2,2,2,6,2.2895881763319084
code-switch,PIT,702,PIT_1583,up up 房子 依然 available,顶顶 房子 依然 有效,4,available,有效,35.33843024877958,2.427818,VA,0,root,6.527233 5.347727 4.920974 2.427818,4.805937999999999,8.323365694436081,11.319097967990071,9,2,0,1,0,4.920974,3,3,3,3,4,2.2500337907101478
non-code-switch,PIT,1583,PIT_702, ,购物 娱乐 十分 方便 ！,4,,方便,36.99239535411283,2.421438,VA,0,root,5.160723 2.740983 4.791481 2.421438 5.467931,4.1165112,,7.7081800553458475,,2,0,1,0,4.791481,3,2,3,2,5,2.636238101859622
code-switch,PIT,711,PIT_2600,近 学校 shuttle 站 。,近 学校 摆渡 车站 。,3,shuttle,摆渡,44.1211263446905,6.850978,VV,0,root,3.897481 4.649146 6.850978 3.961703 0.8276999,4.037401579999999,10.066334999494703,,7,2,0,1,0,4.649146,2,2,2,2,5,1.850760950806893
non-code-switch,PIT,2600,PIT_711, ,可视 个人 情况 给予 优惠 。,4,,给予,35.96432184922528,3.685819,VV,0,root,6.258925 2.617661 3.461813 3.685819 3.394055 0.7147501,3.35550385,,12.012245148550017,,2,0,1,0,3.461813,2,2,2,2,6,1.5354225068403555
code-switch,PIT,713,PIT_2977,有 车库 ， drive way 也 可以 停车,有 车库 ， 车道 也 可以 停车,4,drive,车道,40.97085915556927,5.6266,NN,7,nsubj,2.715695 5.391269 0.6238034 5.6266 2.957006 1.555099 6.25849,3.5897089142857146,9.304194947447806,12.012245148550017,5,2,3,0,1,5.391269,2,2,2,2,7,2.4082310851311046
non-code-switch,PIT,2977,PIT_713, ,诚意 招租 ， 家具 都 可以 留下,4,,家具,38.99879812241052,5.483773,NN,7,nsubj,7.042348 7.218827 0.4771213 5.483773 2.23444 1.637441 4.095297,4.027035328571428,,7.397124631708757,,2,3,0,1,7.218827,2,2,2,2,7,2.106795657692848
code-switch,PIT,723,PIT_3995,single house : 全新 装修 ！,单独 住宅 ： 全新 装修 ！,1,single,单独,37.600122756759596,5.001022,JJ,2,amod,5.001022 5.068051 3.306709 5.052139 3.38038 4.541451,4.391625333333333,10.220485679321962,9.239656426310235,6,2,1,0,,,1,2,1,1,6,1.8631269136914448
non-code-switch,PIT,3995,PIT_723, ,有 免费 健身房 ， 免费 停车场 。,2,,免费,38.15362473674615,4.294359,JJ,3,amod,2.715695 4.294359 6.882114 0.9149892 4.578541 2.825135 0.7519113,3.2803920714285715,,7.721785707401626,,2,1,0,0,2.715695,2,2,1,2,7,2.106714125779868
code-switch,PIT,726,PIT_1190,lease 可以 从 八月 一日 起 一 年,合同 可以 从 八月 一日 起 一 年,1,lease,合同,35.49927516633567,5.336814,NN,6,nsubj,5.336814 4.249107 1.892201 4.241366 10.51329 3.406034 2.784322 2.189205,4.326542375000001,7.34880605443795,9.815020571213797,5,2,5,0,,,1,2,1,1,8,1.8631269136914448
non-code-switch,PIT,1190,PIT_726, ,地毯 衣柜 一 个,1,,地毯,40.07249227810442,5.592087,NN,2,nsubj,5.592087 6.811409 3.040374 5.279712,5.1808955,,9.709660055555972,,2,1,0,,,1,2,1,1,4,1.8631269136914448
code-switch,PIT,735,PIT_4049,匹 大 房产 college gardens 两 室 两 卫 的 apartment 。,匹 大 房产 学校 花园 两 室 两 卫 的 公寓 。,11,apartment,公寓,39.049879525011114,4.186791,NN,5,dobj,5.086936 1.532987 4.207884 3.987991 5.285197 3.101231 4.034931 3.3729 5.132017 1.523546 4.186791 0.9079973,3.5300340250000004,7.630218513876136,7.358284798392494,9,2,6,0,0,1.523546,3,3,3,2,12,2.722747200375343
non-code-switch,PIT,4049,PIT_735, ,有 一 个 厨房 ， 两 个 带 淋浴 的 卫生间 ， 一 个 不 带 淋浴 的 卫生间 。,19,,卫生间,40.04856178091467,5.506791,NN,16,dobj,2.715695 1.17829 5.503237 4.850151 0.872935 2.29735 0.8886713 3.43361 4.2543 1.552394 5.506791 0.8566467 2.602311 5.656124 2.982126 2.376812 4.315259 1.552394 5.506791 0.7613617,2.9831624850000003,,7.694757035013707,,3,3,0,0,1.552394,3,3,3,2,20,2.857715373492342
code-switch,PIT,742,PIT_3399,房租 $600 / 月 ， all utility included （ i.,房租 $600 / 月 ， 包括 所有 水电气 费用 （ i 。,6,all,包括,34.645010734748645,3.533635,VV,0,root,6.258925 10.51329 3.159547 3.459783 0.7323937 3.533635 2.688487 7.948246 1.353351 1.919452 4.290681 2.657888,4.042973225,9.815020571213797,8.578257944064871,3,2,0,1,1,3.459783,2,2,2,2,12,2.180509321101519
non-code-switch,PIT,3399,PIT_742, ,房屋 设施 ： 附送 全部 家具 厨具 电器 空调,4,,附送,42.289807272971125,6.037406,VV,0,root,8.677697 4.268978 2.239485 6.037406 4.444704 5.573102 6.879779 5.5433 5.225446,5.432210777777778,,10.913632859881908,,2,0,1,1,4.268978,2,2,2,2,9,0.5232982480491547
code-switch,PIT,746,PIT_430,manager 联系 方式 ：,经理 联系 方式 ：,1,manager,经理,36.53866609315121,6.100998,NN,2,compound:nn,6.100998 4.739228 4.424437 1.962407,4.306767499999999,9.93280360687018,10.913632859881908,7,2,1,0,,,1,2,1,1,4,1.8631269136914448
non-code-switch,PIT,430,PIT_746, ,产品 官方 网址 ：,1,,产品,34.28273162892492,4.618958,NN,3,compound:nn,4.618958 4.907882 3.126593 1.524468,3.54447525,,10.220485679321962,,2,2,0,,,1,2,1,1,4,1.8631269136914448
code-switch,PIT,750,PIT_2666,房东人 很 nice 。,房东人 很 好 。,3,nice,好,33.99205262349187,3.559633,VA,0,root,10.51329 3.645963 3.559633 1.655329,4.84355375,7.792737443373911,6.786498474836816,4,1,0,1,0,3.645963,3,2,3,2,4,2.2975178969239325
non-code-switch,PIT,2666,PIT_750, ,公寓 非常 安静 ；,3,,安静,38.69675269492312,3.362691,VA,0,root,4.876083 4.497346 3.362691 3.439688,4.043952,,7.5578978522965095,,2,0,1,0,4.497346,3,2,3,2,4,2.5696051941901126
code-switch,PIT,757,PIT_88,具体 email 沟通 em@35,具体 电子 邮件 沟通 em@35,2,email,电子,35.90769709532251,4.890604,NN,3,compound:nn,4.317929 4.890604 4.005394 5.178629 10.51329,5.781169199999999,7.630218513876136,10.220485679321962,5,2,1,0,0,4.317929,2,2,2,2,5,1.8094990650646114
non-code-switch,PIT,88,PIT_757, ,蓝色 瑜伽 球 已 出 ！,2,,瑜伽,41.374854930768095,6.046133,NN,3,compound:nn,4.445959 6.046133 4.672585 3.432376 3.360488 4.963471,4.486835333333333,,12.012245148550017,,2,1,0,0,4.445959,2,2,2,2,6,1.7506476493650416
code-switch,PIT,758,PIT_1807,apartment 周边 环境 安静 ， 治安 也 比较 好 。,公寓 周边 环境 安静 ， 治安 也 比较 好 。,1,apartment,公寓,39.049879525011114,4.876083,NN,3,compound:nn,4.876083 5.089457 4.53547 3.759459 0.8059883 5.154499 2.951572 2.917956 1.845718 0.6697536,3.26059559,7.630218513876136,7.358284798392494,9,2,2,0,,,1,1,1,1,10,1.8631269136914448
non-code-switch,PIT,1807,PIT_758, ,周边 超市 餐馆 齐全 ， 生活 便利 。,1,,周边,38.29187792451752,4.583487,NN,3,compound:nn,4.583487 5.991423 5.679018 6.074458 0.370216 3.032934 4.236036 1.06923,3.8796002499999998,,8.793369323681816,,2,2,0,,,1,2,1,1,8,1.8631269136914448
code-switch,PIT,759,PIT_1012,这个 studio 在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,这个 工作室 在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,2,studio,工作室,46.51902161748887,4.031903,NN,9,nsubj,2.896868 4.031903 1.751046 3.148135 1.998259 0.9360235 2.432167 1.861036 5.323735 2.965518 3.339827 1.946915 2.98747 6.049088 1.064017 3.69389 3.751953 0.8566467,2.8352498444444443,9.121873390653853,,6,3,7,0,0,2.896868,1,2,1,2,18,2.6125046799480396
non-code-switch,PIT,1012,PIT_759, ,此 公寓 由 房东 亲自 管理 ， 维修 服务 非常 及时 。,2,,公寓,39.049879525011114,5.02475,NN,6,nsubj,2.646519 5.02475 2.632154 6.158063 4.648335 3.006851 1.126458 5.143372 3.169052 3.850732 4.612231 2.632837,3.720946166666667,,7.358284798392494,,2,4,0,0,2.646519,1,2,1,2,12,2.3531657059024917
code-switch,PIT,760,PIT_3617,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 studio 。,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 工作室 。,16,studio,工作室,46.51902161748887,4.288312,NN,10,dobj,3.954597 3.56626 1.063136 4.077849 3.568967 7.921789 0.5797836 4.046279 1.81923 3.212769 0.90309 5.844622 3.467963 5.647944 1.202862 4.288312 0.8282301,3.2937460411764707,9.121873390653853,,6,3,6,0,0,1.202862,3,3,3,2,17,2.7940119714584988
non-code-switch,PIT,3617,PIT_760, ,有 独立 的 饭厅 ， 所以 不用 担心 吃饭 的 地方 。,11,,地方,34.49845991556636,1.322804,NN,8,dobj,2.715695 3.637303 0.2972204 6.177654 0.7207134 2.51602 3.224381 1.532987 5.758386 0.9777236 1.322804 0.6633921,2.4620232916666667,,8.716408282545688,,2,3,0,0,0.9777236,3,3,3,2,12,2.180113841746748
code-switch,PIT,763,PIT_920,免费 室外 停车 ， 收费 室内 garage,免费 室外 停车 ， 收费 室内 车库,7,garage,车库,41.44716963998448,5.984516,NN,5,dobj,4.772542 6.090445 5.490191 0.982902 4.765167 5.651597 5.984516,4.819622857142858,9.614349875751646,9.373187818934758,6,2,2,0,0,5.651597,3,3,3,3,7,2.0319271681488105
non-code-switch,PIT,920,PIT_763, ,关于 截止 期限 ： 无 截止 期限,7,,期限,36.97290677413892,2.450604,NN,5,dobj,3.119623 5.023969 2.450604 2.642591 3.703906 5.437722 2.450604,3.547002714285714,,11.319097967990071,,2,2,0,0,5.437722,3,3,3,3,7,0.701768169493747
code-switch,PIT,764,PIT_2450,house 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,独 栋 住宅 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,1,house,独,37.47936305268965,5.249664,NN,3,compound:nn,5.249664 3.342417 0.328867 6.475681 2.834669 2.777953 0.5672979 5.111284 5.99648 5.142036 5.452429 2.180543 2.683445 1.09073,3.516678278571429,6.694125154705801,10.066334999494703,5,1,2,0,,,1,1,1,1,14,1.8631269136914448
non-code-switch,PIT,2450,PIT_764, ,要求 ： 禁止 吸烟 酗酒 ， 禁止 带 男生 来 过夜 。,9,,男生,40.6410286230358,5.86964,NN,8,dobj,4.813935 2.389885 4.489005 2.324238 3.874177 0.7474618 4.044579 3.730222 5.86964 3.620229 6.500661 0.4988405,3.575239441666667,,8.644949318563542,,2,1,0,0,3.730222,3,2,3,2,12,1.6268466443809886
code-switch,PIT,770,PIT_3145,本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 living room ！,本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 客厅 ！,23,living,客厅,39.6219352948563,4.02017,NN,17,dobj,5.073573 2.885221 4.155056 4.495595 4.050945 4.139181 1.845567 1.005752 2.092969 2.559675 3.634436 7.015036 7.222087 2.776276 1.691816 4.095883 6.250584 4.643155 2.367184 4.052665 3.872523 0.872935 4.02017 4.548276,3.723606666666667,8.644949318563542,7.630218513876136,6,2,6,0,0,0.872935,3,3,3,2,24,2.6641735960693023
non-code-switch,PIT,3145,PIT_770, ,说明 ： 本 房 适合 国内 来访 学 并 带 小孩 的 房客 。,13,,房客,41.808939996256306,5.143538,NN,8,dobj,4.759578 0.1890562 3.919899 3.932152 5.305779 3.920078 5.959249 4.703984 4.246137 3.197189 3.503985 0.9052646 5.143538 1.263594,3.6392487714285715,,12.012245148550017,,2,5,0,0,0.9052646,3,3,3,2,14,2.6801211722019334
code-switch,PIT,771,PIT_2101,conditions : 三 层 house 里面 最 大 的 一 间 卧室 。,情况 ： 三 层 独 栋 住宅 里面 最 大 的 一 间 卧室 。,1,conditions,情况,34.043922179135784,5.211875,NN,5,dep,5.211875 2.203794 3.549605 2.026825 5.959652 3.272605 0.328867 5.31627 2.232765 3.123957 1.5512 2.468839 2.084732 3.260066 0.8193536,2.89402704,12.012245148550017,9.121873390653853,10,2,4,0,,,1,1,1,1,15,1.8631269136914448
non-code-switch,PIT,2101,PIT_771, ,结构 ： 一 室 一 厅 ， 独立 卫生间 ， 独立 厨房 ， 纯 木质 地板 。,1,,结构,34.448523967352614,4.461753,NN,9,dep,4.461753 2.158171 2.012969 4.343655 1.20412 0.2688453 0.7224511 4.682436 3.456993 1.063136 4.077849 3.758023 1.06923 4.6873 3.528885 1.831443 0.6647611,2.587765911764706,,10.220485679321962,,2,8,0,,,1,1,1,1,17,1.8631269136914448
code-switch,PIT,772,PIT_2096,二 层 是 三 个 卧室 和 一 间 bathroom 。,二 层 是 三 个 卧室 和 一 间 浴室 。,10,bathroom,浴室,40.402814183789445,3.666576,NN,0,root,3.222314 2.369772 1.7939 2.754564 0.7152783 4.714 1.365063 2.57814 1.695744 3.666576 1.06923,2.3585983,8.61104776688786,9.709660055555972,8,2,0,1,0,1.695744,3,3,3,2,11,2.310424580629471
non-code-switch,PIT,2096,PIT_772, ,二 楼 四 个 卧室 ， 三 楼 两 个 卧室 。,11,,卧室,40.2431744402093,4.601481,NN,0,root,3.222314 1.591621 3.194597 1.28311 4.290241 0.7998947 1.65748 1.964543 2.874027 0.9657912 4.601481 1.107018,2.2960098249999996,,7.1602148846304,,2,0,1,0,0.9657912,3,3,3,2,12,2.59959273842835
code-switch,PIT,773,PIT_758,两 位 非常 nice 的 男生 ， 分别 为 pitt 和 duquesne 研究生 。,两 位 非常 好 的 男生 ， 分别 为 匹兹堡 大学 和 杜肯 大学 研究生 。,4,nice,好,33.99205262349187,1.956393,JJ,6,amod,3.065489 1.402746 3.400931 1.956393 0.4098309 4.885149 0.8025106 3.009362 3.150013 5.057011 2.563358 2.079754 7.132332 0.5129561 3.773072 1.389565,2.7869045375,7.792737443373911,6.786498474836816,4,1,2,0,0,3.400931,1,2,1,2,16,2.227901481923151
non-code-switch,PIT,758,PIT_773, ,都 是 很 干净 的 柜子 ， 使用 状况 良好 。,4,,干净,39.00347142963831,3.747715,JJ,6,amod,4.390689 0.9226435 2.649451 3.747715 0.9248334 5.697011 1.118653 3.11243 4.069269 5.363194 1.17228,3.0152880818181815,,8.228055514631755,,2,2,0,0,2.649451,2,2,2,2,11,2.0569197276907643
code-switch,PIT,774,PIT_1898,别 说 自己 没 天赋 ， have fun 不 需要 天赋 !,别 说 自己 没 天赋 ， 娱乐 不 需要 天赋 ！,7,have,娱乐,37.39202070804621,5.136436,NN,9,nsubj,3.640749 4.591408 1.983635 3.559279 5.733772 0.5641779 5.136436 4.732367 1.702106 5.811198 4.724103,3.8344755363636365,12.012245148550017,10.913632859881908,4,2,2,0,1,5.733772,2,2,2,2,11,2.2474203758713855
non-code-switch,PIT,1898,PIT_774, ,共 用 客厅 和 厨房 ， 客厅 不 出租 。,7,,客厅,39.6219352948563,5.870231,NN,9,nsubj,3.931221 4.633167 5.854456 1.358081 1.44281 0.6255411 5.870231 3.211471 5.038912 1.169046,3.3134936099999996,,7.630218513876136,,2,2,0,1,1.44281,2,2,3,2,10,2.4620443234950367
code-switch,PIT,787,PIT_107,female only ， 有意 请 联系 我 。,仅限 女生 ， 有意 请 联系 我 。,1,female,仅限,46.11696366770232,5.592087,NN,2,compound:nn,5.592087 5.263607 0.9292351 4.737154 2.669252 3.677845 4.016349 2.131696,3.6271531374999997,12.012245148550017,11.319097967990071,6,2,1,0,,,1,2,1,1,8,1.8631269136914448
non-code-switch,PIT,107,PIT_787, ,床上 用品 ， 也 可 送 。,1,,床上,38.68811349061213,5.432813,NN,2,compound:nn,5.432813 5.671571 0.7493532 1.897645 1.817664 4.93269 2.268549,3.252897885714286,,10.913632859881908,,2,1,0,,,1,2,1,1,7,1.8631269136914448
code-switch,PIT,788,PIT_1109,phone : pn-18 请 短信 ( prefer ),电话 ： pn-18 请 短信 （ 更加 倾向 ）,7,prefer,更加,35.819035375233696,5.78516,AD,8,advmod,4.575053 0.5698753 10.51329 4.115591 5.668606 1.790832 5.78516 2.682945 2.693923,4.2661416999999995,9.527338498762017,12.012245148550017,6,2,1,0,1,5.668606,3,2,3,2,9,0.897787347590499
non-code-switch,PIT,1109,PIT_788, ,椅子 ， 饭桌 ， 家具 齐全 ， 拎包 入住 。,8,,拎包,44.43005921683837,10.16642,AD,9,advmod,5.886802 0.90309 6.757556 1.11856 5.340949 6.229526 0.370216 10.51329 5.243498 0.9292497,4.32927367,,8.456897087060604,,2,1,0,1,6.229526,3,2,3,2,10,2.4536894839190135
code-switch,PIT,789,PIT_3544,首先 是 容易 找到 month to month 的 一 月 付 房租 。,首先 是 容易 找到 月 到 月 的 一 月 付 房租 。,5,month,月,32.88193675789676,4.756492,NN,4,dobj,3.714715 1.224159 4.216402 2.3629 4.756492 2.567739 4.750083 2.253656 1.611405 4.779193 4.708028 2.731647 1.107018,3.137187461538462,9.709660055555972,7.885110763504925,5,1,1,0,0,2.3629,2,2,2,2,13,1.815602789524021
non-code-switch,PIT,3544,PIT_789, ,现 想 招 一 女生 住 客厅 。,7,,客厅,39.6219352948563,6.088745,NN,6,dobj,3.529129 4.743778 3.722206 2.71624 5.256526 4.916931 6.088745 1.281693,4.031906,,7.630218513876136,,2,1,0,0,4.916931,3,2,3,2,8,1.904192500122336
code-switch,PIT,790,PIT_1579,访 学 的 同学 没 听说 谁 不 签 一 年 lease 就 找 不 到 房子 住 马路 的 。,访 学 的 同学 没 听说 谁 不 签 一 年 合同 就 找 不 到 房子 住 马路 的 。,12,lease,合同,35.49927516633567,2.988035,NN,9,dobj,5.387967 2.239168 1.835326 4.176443 4.759607 2.911761 4.895833 2.188397 4.000701 2.277452 0.4045706 2.988035 4.022347 3.518727 2.463389 3.536628 5.039375 2.636307 5.649957 1.185097 2.172097,3.251865933333332,7.34880605443795,9.815020571213797,5,2,3,0,0,0.4045706,2,2,2,2,21,1.3768836385668013
non-code-switch,PIT,1579,PIT_790, ,客厅 有 全套 家具 ， 可 直接 拎包 入住 ， 客厅 已 用 窗帘 盒 屏风 全部 隔离 起来 ， 保证 隐私 性,16,,屏风,44.63706706912326,6.140035,NN,18,nmod:prep,6.258925 3.365124 4.890234 3.282264 0.9882128 2.788951 2.028813 10.51329 5.243498 1.059009 5.861915 3.870285 4.278747 6.303228 5.540622 6.140035 4.591898 4.4051 2.163029 0.3521825 4.398335 5.845963 1.85683,4.175064795652174,,11.319097967990071,,2,2,0,0,5.540622,2,2,2,2,23,1.6930899166706792
code-switch,PIT,792,PIT_3551,另 所 有 utility 全 包 。,另 所有 水电气 全 包 。,2,utility,所有,34.96923457787338,4.988169,DT,3,det,3.093914 4.988169 7.847815 4.06247 4.892569 1.164418,4.341559166666667,8.041953234997894,8.205582658779697,7,2,1,0,0,3.093914,2,2,2,2,6,0.8351984589859216
non-code-switch,PIT,3551,PIT_792, ,也 有些 东西 转让 ：,2,,有些,35.539244249196166,1.790572,DT,3,det,3.370151 1.790572 2.930656 6.01587 3.686042,3.5586582,,10.913632859881908,,2,1,0,0,3.370151,2,2,2,2,5,1.393945588642984
code-switch,PIT,796,PIT_3132,相当于 免 了 半 个 月 的 房租 ~ 包 水 和 trash ， 免费 停车,相当于 免 了 半 个 月 的 房租 ~ 包 水 和 垃圾 ， 免费 停车,13,trash,垃圾,38.27016949570093,4.606777,NN,10,dobj,5.048018 5.152419 2.248268 3.274513 0.7846821 0.595463 0.8548493 4.116363 5.073283 5.788607 4.397499 1.695719 4.606777 1.237925 4.618295 2.53409,3.25167315,12.012245148550017,9.93280360687018,5,2,3,0,0,1.695719,3,2,3,2,16,2.273827748724483
non-code-switch,PIT,3132,PIT_796, ,两 房 两 厅 ， 独立 卫生 和 厨房 。,9,,厨房,38.672938582702905,4.660875,NN,6,dobj,3.065489 6.415057 2.976924 3.57069 1.076155 4.682436 5.745167 1.299373 4.660875 0.7346855,3.4226851499999995,,7.807552529159051,,2,3,0,0,1.299373,3,3,3,2,10,1.3030765609797992
code-switch,PIT,798,PIT_1775,非常 方便 ， center 上 就 有 个 giant eagle .,非常 方便 ， 中心 上 就 有 个 大 老鹰 。,4,center,中心,34.84679755067355,4.161664,NN,7,advmod:loc,4.495176 2.787409 0.6532125 4.161664 4.292748 2.926403 0.90309 3.245939 2.037853 5.154819 1.335851,2.9085604090909087,9.709660055555972,10.625950787430126,6,2,3,0,1,2.787409,2,2,2,2,11,2.4471524049930657
non-code-switch,PIT,1775,PIT_798, ,* 公寓 内 可以 养 猫 。,2,,公寓,39.049879525011114,5.527452,NN,5,advmod:loc,3.804626 5.527452 1.876279 2.956784 4.455527 5.12106 1.479401,3.603018428571428,,7.358284798392494,,2,3,0,1,,2,2,1,2,7,1.2301879675434617
