SentenceID,CodeSwitchedSentence, TranslatedSentence
1752,和 bayard st .,和 巴亚德街
1753,我们 的 公寓 位 于 hobart street ， 出行 方便  。,我们 的 公寓 位于 霍波特街 ， 出行 方便  。
1754,外出 吃饭 可 到 murray 上 ， 有 川 霸王 和 china star 以及 各 种 小 馆  。,外出 吃饭 可 到 穆勒 上 ， 有 川 霸王 和 中国 星 以及 各 种 小 馆  。
1755,html 谢谢 ！,短讯 谢谢 ！
1756,到 giant eagle 很 近  。,到 捷安特 鹰 很 近  。
1757,去 中国 超市  、  匹 大  、  downtown 等 地 只 需 一 辆 公交  。,去 中国 超市  、  匹 大  、  市中心 等 地 只 需 一 辆 公交  。
1758,适合 交流 学者 或者 summer 过来 读书 的 女生  。,适合 交流 学者 或者 夏季 过来 读书 的 女生  。
1759,escort 及 shuttle 均 可 到达  。,通勤 及 公交 均 可 到达  。
1760,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。
1761,一 来 pittsburgh 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .,一 来 匹兹堡 就 能 入住 ， 什么 事情 都 不用 烦恼 ， 而且 许多 家具 可以 送给 你 .
1762,和 bayard st .,和 巴亚德街 .
1763,公司 meyers management 所有 ， 因为 交通 方便 ， 价钱 合理 ， 所以 是 很 热门,公司 迈耶 管理 所有 ， 因为 交通 方便 ， 价钱 合理 ， 所以 是 很 热门
1764,craig 上 有 两 间 中式 餐厅 ，,克莱格 上 有 两 间 中式 餐厅 ，
1765,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门  、  收取 信件 包裹  。,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门  、  收取 信件 包裹  。
1766,bus stop 也 就 在 家 门口  。,公交站 也 就 在 家 门口  。
1767,人 都 很 nice  。,人 都 很 好  。
1768,出租 的 是 house 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的  。,出租 的 是 房子 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的  。
1769,可以 出 粗 全 套 或 只 租 living room （ 320/per month ）  。,可以 出 粗 全 套 或 只 租 客厅 （ 320/per 月 ）  。
1770,house 在 north craig st .,房子 在 北克莱格 街
1771,上 ， 临近 centre ave .,上 ， 临近 中央 街 .
1772,学校 escort 也 直接 到  。,学校 通勤 也 直接 到  。
1773,这个 apartment 是 在 这个 地段 来 说 是 非常 便宜 的  。,这个 公寓 是 在 这个 地段 来 说 是 非常 便宜 的  。
1774,房间 内 有 一 个 很 大 的 closet 和 一 个 bathroom  。,房间 内 有 一 个 很 大 的 衣橱 和 一 个 卧室  。
1775,地下室 有 洗衣机 和 dryer ， 是 房东 提供 的 ， 免费  。,地下室 有 洗衣机 和 烘干机 ， 是 房东 提供 的 ， 免费  。
1776,联系 email  :  em@95,联系 邮件  :  em@95
1777,人 都 很 nice  。,人 都 很 好  。
1778,我们 都 很 喜欢 这个 apt ， 生活 在 这里 很 方便  。,我们 都 很 喜欢 这个 公寓 ， 生活 在 这里 很 方便  。
1779,房间 内 有 一 个 很 大 的 closet  。,房间 内 有 一 个 很 大 的 衣橱  。
1780,即刻 就 可以 入住 ， 部分 家具 赠送 或者 on sale  。,即刻 就 可以 入住 ， 部分 家具 赠送 或者 甩卖  。
1781,house 在 north craig st .,房子 在 北克莱格 街
1782,上 ， 临近 centre ave .,上 ， 临近 中央 街
1783,management 人 非常 nice  。,管理人 非常 好  。
1784,一  、  户型 布局 整 套 房子 有 两 间 bedroom ， 一 间 bathroom ， living room 及 dining room  。,一  、  户型 布局 整 套 房子 有 两 间 卧室 ， 一 间 卧室 ， 客厅 及 餐厅
1785,周围 有 韩国 超市 ， 门口 bus 直达 giant eagle  。,周围 有 韩国 超市 ， 门口 公交 直达 捷安特 鹰  。
1786,附近 有 星巴克 ， subway 和 许多 意大利 餐馆  。,附近 有 星巴克 ， 赛百 味 和 许多 意大利 餐馆  。
1787,去 cvs ， giant eagle 和 中国 超市 都 很 方便  。,去 西 维斯 ， 捷安特 鹰 和 中国 超市 都 很 方便  。
1788,house 在 north craig st .,房子 在 北克莱格 街
1789,上 ， 临近 centre ave .,上 ， 临近 中央 街 .
1790,就 我 这个 apt 来说 ， 大 ， 整洁 ， 干净  。,就 我 这个 公寓 来说 ， 大 ， 整洁 ， 干净  。
1791,我 的 bedroom 还 带 了 一 个 closet 和 一 个 厕所  。,我 的 卧室 还 带 了 一 个 衣橱 和 一 个 厕所  。
1792,房租 便宜  ：  $450 全 包 ， 房租 ， 水电 ， wireless ， heating ， 全 都 包括  。,房租 便宜  ：  $450 全 包 ， 房租 ， 水电 ， 无 线网 ， 暖气 ， 全 都 包括  。
1793,两 个 人 都 很 nice ， 不 喜欢 party  。,两 个 人 都 很 好 ， 不 喜欢 聚会  。
1794,有意 请 email  :  cecilia .,有意 请 邮件  :  cecilia .
1795,出租 地点  :  位于 north craig st .,出租 地点  :  位于 北 克莱格 街 .
1796,和 bayard st .,和 巴叶德街 .
1797,和 bayard st .,和 巴叶德街 .
1798,房间 内 有 一 个 很 大 的 closet  。,房间 内 有 一 个 很 大 的 衣橱  。
1799,房子 可以 不 签 lease ， 但 需要 付 一 个 月 的 押金  。,房子 可以 不 签 租约 ， 但 需要 付 一 个 月 的 押金  。
1800,联系 email  :  wenzhou .,联系 邮件  :  wenzhou .
1801,请 联系  ：  ying fei,请 联系  ：  人名
1802,联系 方式  ：  email  :  kidd em@96,联系 方式  ：  邮件  :  kidd em@96
1803,有 合适 的 请 email  ：  em@97,有 合适 的 请 邮件  ：  em@97
1804,3 - bedroom apartment ， 最好 不 是 house/townhouse2 .,3 - bedroom 公寓 ， 最好 是 房子 / 房子 .
1805,house 在 north craig st .,房子 在 n北 克莱格 街 .
1806,上 ， 临近 centre ave .,上 ， 临近 中央 街
1807,apartment 情况  ：  在 fifth ave and neville st .,公寓 情况  ：  在 fifth ave and neville st .
1808,上 ， 紧邻 center ave  。,上 ， 紧邻 中央 街  。
1809,一 间 大 的 bedroom ， 带 独立 卫生间  。,一 间 大 的 卧室 ， 带 独立 卫生间  。
1810,一 间 中等 的 bedroom  。,一 间 中等 的 卧室  。
1812,washer 和 dryer 在 地下室  。,洗碗机 和 烘干机 在 地下室  。
1813,地下室 分 两 间 ， 两 边 都 有 自己 的 washer and dryer ， 一 楼 用 一边 ， 我们 二 楼 用 另外 一 边  。,地下室 分 两 间 ， 两 边 都 有 自己 的 洗衣烘 ， 一 楼 用 一边 ， 我们 二 楼 用 另外 一 边  。
1814,house 在 north craig st .,房子 在 北克莱格 街 .
1815,上 ， 临近 centre ave .,上 ， 临近 中央 街 .
1816,上 ， 紧邻 center ave  。,上 ， 临近 中央 街 .
1817,各 种 南北 风味 的 中国 餐馆 到 waterfront 有 直达 的 公交 非常 适合 刚刚 来 要 添置 家具,各 种 南北 风味 的 中国 餐馆 到 前 水 有 直达 的 公交 非常 适合 刚刚 来 要 添置 家具
1818,经常 要 去 shopping 的 同学 apt 两 室 一 厅,经常 要 去 购物 的 同学 公寓 两 室 一 厅
1819,四 居室 的 house 需要 找 一 个 男性 roommate .,四 居室 的 房子 需要 找 一 个 男性 室友 .
1820,客厅 或者 share bedroom 都 可以  。,客厅 或者 共享 都 可以  。
1821,私人 的 parking spot,私人 的 停车位
1822,随 market 而 变化,随 市场价 而 变化
1824,房子 的 lease 从 8 .,房子 的 租约 从 8 .
1825,联系 方式  ：  pn-26 或 pn-24 email  :  em@98,联系 方式  ：  pn-26 或 pn-24 邮件  :  em@98
1826,how lee  (  川 霸王  )  etc .,川 霸王 等等
1827,本人 男 ， me department ， graduate student  。,本人 男 ， 本人 公寓 ， 研究生
1828,房子 是 mozart management 的 一 室 一 厅  。,房子 是 莫扎特 管理 的 一 室 一 厅  。
1829,交通 也 很 方便 ， 离 center ave 很 近 ， 所以 方便 去 giant eagle .,交通 也 很 方便 ， 离 中央 街 很 近 ， 所以 方便 去 捷安特 鹰
1830,旁边 就 有 escort 和 shuttle 的 站 ， 非常 方便  。,旁边 就 有 通勤 和 公交 的 站 ， 非常 方便  。
1831,落脚 地方 真诚 请求 师兄 师姐 ， 如果 有 地板 空余 ， 恳请 短期 share 一 个 屋檐 救急 ， 可以 承担 短期 的 一些 租金  。,落脚 地方 真诚 请求 师兄 师姐 ， 如果 有 地板 空余 ， 恳请 短期 分享 一 个 屋檐 救急 ， 可以 承担 短期 的 一些 租金  。
1832,联系 方式  ：  email  ：  em@99,联系 方式  ：  邮件  ：  em@99
1833,有意 请 联系  ：  email  ：  qixia .,有意 请 联系  ：  邮件  ：  qixia .
1834,两 个 人 住 一 个 apartment  。,两 个 人 住 一 个 公寓  。
1835,晚上 可以 直接 从 学校 坐 shuttle 回家 ， 直接 到 门口 ， 很 给 力  。,晚上 可以 直接 从 学校 坐 公交 回家 ， 直接 到 门口 ， 很 给 力  。
1836,有 一 个 很 大 的 living room ， 两 个 较 大 的 closet ， 一 个 kitchen  。,有 一 个 很 大 的 客厅 ， 两 个 较 大 的 衣橱 ， 一 个 厨房  。
1837,平时 都 是 套 sheet 使用 ， 所以 很 干净  。,平时 都 是 套 床单 使用 ， 所以 很 干净  。
1838,全新 的 baby safety mirror ， 可以 看到 坐在 rear face seat 上 小孩 的 情况 ， $5  。,全新 的 婴儿 安全 镜 ， 可以 看到 坐在 后座 上 小孩 的 情况 ， $5  。
1839,刚刚 email 你 想 商量 一下 价格,刚刚 邮件 你 想 商量 一下 价格
1840,pdf 有意 购买 请 发 邮件 至 em@100,pdf 文件 格式 有意 购买 请 发 邮件 至 em@100
1841,up up up ~ 更新 啦 ！,顶 ~ 更新 啦 ！
1842,或者 email  ：  em@101,或者 邮件  ：  em@101
1843,请 点击 google slides link 查看 详细 信息 ， 谢谢 ！,请 点击 谷歌 链接 查看 详细 信息 ， 谢谢 ！
1844,本人 因 做 毕业 论文 离开 匹兹堡 现 出售 自己 的 buick century  。,本人 因 做 毕业 论文 离开 匹兹堡 现 出售 自己 的 别克
1845,主要 参数 如下  ：  screen size  :  34 .,主要 参数 如下  ：  屏幕 大小  :  34 .
1846,全新 的 twin size foam mattress 出售 ！,全新 的 双人床 出售 ！
1847,颜色 是 purple 的 ， 很 舒服 ， 非常 实用 ！,颜色 是 紫色 的 ， 很 舒服 ， 非常 实用 ！
1848,前任 车主 都 是 学生 ， 车子 一直 都 在 dealer 定期 保养 ， 有 发票  。,前任 车主 都 是 学生 ， 车子 一直 都 在 卖 车 经销商 定期 保养 ， 有 发票  。
1849,html 多 买 可 议价  。,短讯 多 买 可 议价  。
1850,tx-instrument financial instrument  :  actuarial exam fm/mle  :  原价 84 .,金融  :  精算 考试 fm/mle  :  原价 84 .
1851,suv 非常 适合 匹兹堡 ， 底盘 高 ， 性能 好  。,吉普 非常 适合 匹兹堡 ， 底盘 高 ， 性能 好  。
1852,suv 非常 适合 匹兹堡 ， 底盘 高 ， 性能 好  。,吉普 非常 适合 匹兹堡 ， 底盘 高 ， 性能 好  。
1853,步行 五 分钟 有 whole food  。,步行 五 分钟 有 全食 。
1854,客服 很 nice ， 丢 单 必 补 ， 从不 赖账 ；,客服 很 好 ， 丢 单 必 补 ， 从不 赖账 ；
1855,但是 garden 确实 需要 提交 车辆 注册 信息 ， 这 就 是 为什么 我 想 在 plaza 求 个 车位 的 原因  。,但是 花园 确实 需要 提交 车辆 注册 信息 ， 这 就 是 为什么 我 想 在 小区 名 求 个 车位 的 原因  。
1856,当时 manager 就 会 给 发 一 张 停车 许可 的 sticker  。,当时 经理 就 会 给 发 一 张 停车 许可 的 贴纸  。
1857,moving sale 大 甩卖 ！,大 甩卖 ！
1858,住 king edward ， 最好 提货 地点 近 一些 ， 8 .,住 皇 爱德华 ， 最好 提货 地点 近 一些 ， 8 .
1859,写 paper 写 作业 必备  。,写 论文 写 作业 必备  。
1860,坐标 sherwood ， 8 .,坐标 木区 ， 8 .
1861,联系 电话  ：  pn-27 email  :  em@102,联系 电话  ：  pn-27 邮件  :  em@102
1862,本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪 dealer 店 定期 保养 ， 车况 好  。,本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪 经销 商 店 定期 保养 ， 车况 好  。
1863,utf8&psc=1 站 内 信 联系 ， 或者 email em@103,utf8&psc=1 站 内 信 联系 ， 或者 邮件 em@103
1864,可 议价 ， 住 house 必备,可 议价 ， 住 房 子 必备
1865,去年 换 过 刹车 ， 今天 做 的 inspection ， 刚 换 的 四 个 新 轮胎  。,去年 换 过 刹车 ， 今天 做 的 质检 ， 刚 换 的 四 个 新 轮胎  。
1866,现 $4800 出售 ， clean title ，,现 $4800 出售 ， 无 事故 ，
1867,html 有 清晰 图片 谢谢,短讯 有 清晰 图片 谢谢
1868,从未 出 过 故障 ， 也 从未 去 过 body shop ， 没有 任何 维修  。,从未 出 过 故障 ， 也 从未 去 过 修车 厂 ， 没有 任何 维修  。
1869,usp = sharing 联系 方式  ：  pn-28 （ prefer 短信 联系 ）  。,春季 共 享 联系 方式  ：  pn-28 （ 青睐 短信 联系 ）  。
1870,包含  ：  电 吉他 ， 音箱 ， cable ， 输入 3 .,包含  ：  电 吉他 ， 音箱 ， 缆线 ， 输入 3 .
1871,附近 house 的 地下室 或者 车库 都 是 可以 的  。,附近 房子 的 地下室 或者 车库 都 是 可以 的  。
1872,amazon 全新 价格 $109 ， used from$85 .,亚马逊 全新 价格 $109 ， 二手 from$85 .
1873,小区 环境 非常 幽静  ：  有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,小区 环境 非常 幽静  ：  有 多 处 娱乐 设施 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在
1874,补充 一下 ， 有 完好 的 cable ， 和 插头 ~ ~,补充 一下 ， 有 完好 的 缆线 ， 和 插头 ~ ~
1875,因 本人 回国 ， t-mobile family plan 现 缺 一 人 ， 每 人 每 月 无线 通话 短信 2 .,因 本人 回国 ， t-mobil 家庭 套餐 现 缺 一 人 ， 每 人 每 月 无线 通话 短信 2 .
1876,请 联系 jessie  ：  never em@104,请 联系 杰西  ：  从不 em@104
1877,sp = sharing 请 联系 em@105,春季 共 享 请 联系 em@105
1878,车况  ：  clean title  。,车况  ：  无 事故  。
1879,系统 及 功能 就 不用 说 了 ， 用 mac 的 都 知道  。,系统 及 功能 就 不用 说 了 ， 用 苹果 电脑 的 都 知道  。
1880,就 在 south oakland 随时 看 车 ， pn-29  。,就 在 南奥克兰 随时 看 车 ， pn-29  。
1881,最后 半 天 sale 了 ~,最后 半 天 促销 了 ~
1882,sp = sharing 书桌 已 出  。,春季 共 享 书桌 已 出  。
1883,全新 洗衣 袋 共 六 只 （ 有 bra 专用 袋 ） 0 .,全新 洗衣 袋 共 六 只 （ 有 内衣 专用 袋 ） 0 .
1884,ding 顶 ding 顶 ding,顶
1885,full size 床,大号 床
1886,如果 想要 圣诞树 的 ornaments and skirt 可以 商量 ！,如果 想要 圣诞树 的 装饰 和 短裙 可以 商量 ！
1887,html 如果 感 兴趣 ， 请 text  ：  pn-30 ， 谢谢 关注 ！,短裙 如果 感 兴趣 ， 请 短信  ：  pn-30 ， 谢谢 关注 ！
1888,现有 两 块 white board 出售 ， 28*18 inches .,现有 两 块 白板 出售 ， 28 * 18 英尺 .
1889,发动机 强劲 smooth ， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题  。,发动机 强劲 顺滑 ， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题  。
1890,html 联系 em@106,网址 联系 em@106
1891,可以 提供 port forward ， mac 克隆 ， qos ip 分流 功能  。,可以 提供 左弦 ， 苹果 电脑 克隆 ， 弹性 带宽 分流 功能  。
1892,短 茶几  (  coffee table  )   :  28''x 22'' x 15'',短 茶几  (  咖啡桌  )   :  28'' 乘 22'' 乘 15''
1893,更新 ， 添加 了 list  。,更新 ， 添加 了 列表  。
1894,ess+vacuum 现价 $ 15201-888 - six two nine zero 短信 或 电话 谢 ！,ess+vacuum 现价 $ 15201-888 - 数字 6290 短信 或 电话 谢 ！
1895,sp = sharing 有意 请 直接 联系 em@107,春季 合租 有意 请 直接 联系 em@107
1896,地址 在 frick park 附近  。,地址 在 弗莱克 公园 附近  。
1897,sp = sharing 联系 方式  ：  em@108,春季 合租 联系 方式  ：  em@108
1898,假如 能 保留 到 下 周一 ， 本人 已 到 pittsburgh ， 可以 再 联系 取  。,假如 能 保留 到 下 周一 ， 本人 已 到 匹兹堡 ， 可以 再 联系 取  。
1899,联系 方式 email  ：  em@109,联系 方式 邮件  ：  em@109
1900,都 没有 了 up up up up,都 没有 了 顶顶顶
1901,我 已 在 匹兹堡 ， 家 在 royal garden ， 不 会 开车  。,我 已 在 匹兹堡 ， 家 在 皇家 园林 ， 不 会 开车  。
1902,都 用 了 一 年 ， 而且 非常 爱惜 ， 所以 condition 很好  。,都 用 了 一 年 ， 而且 非常 爱惜 ， 所以 车况 很 好  。
1903,免费 的 桌子 ， baby seat ， high chair ， queen size mattress .,免费 的 桌子 ， 婴儿 座椅 ， 高 脚凳 ， 较 大号 床垫
1904,sold 请 问 家具 可以 保留 到 什么 时候 呢 ？,已售 请 问 家具 可以 保留 到 什么 时候 呢 ？
1905,html 电话 六二六四三六三零九八xinyun .,短讯 电话 六二六四三六三零九八xinyun .
1906,包含  ：  电 吉他 ， 音箱 ， cable ， 输入 3 .,包含  ：  电 吉他 ， 音箱 ， 缆线 ， 输入 3 .
1907,电话  ：  412-3七0-766 一 up up up up,电话  ：  412-3七0-766 一 顶
1908,出售 一 辆 红色 的 toyota corolla le ， 1 .,出售 一 辆 红色 的 丰田 卡 罗拉 ， 1 .
1909,真的 rio 大 ！,真的 真的 大 ！
1910,东西 在 google doc 里  。,东西 在 谷歌 文件 里  。
1911,【  on hold  】  书架  。,立式 书架  。
1912,【  已 出  】  twin size 席梦思  。,【  已 出  】  双人床 大小 席梦思  。
1913,【  已 出  】  twin size box spring  。,【  已 出  】 双人床
1914,sold 还 卖 吗 ？,还 卖 吗 ？
1915,sell list 联系 方式  ：,卖的 列表 联系 方式  ：
1916,cee 12720-water resource chemistry 课本 ， by mark m .,人名 e 12720-water 化学 资源 课本 ， 标记
1917,尤其 住 了 house 才 知道 ， 窗户 多 ， 也 不 好,尤其 住 了 房子 才 知道 ， 窗户 多 ， 也 不 好
1918,optimized - 文件 16-5-11 上午 115818-min .,最优 - 文件 16-5-11 上午 115818-min .
1919,optimized - 文件 16-5-11 下午 120355-min-min .,最优 - 文件 16-5-11 上午 115818-min .
1920,c o m 之前 出去 玩 ， 卖 东西 搁置 ， 现在 继续 出售 ， 之前 联系 过 我 的 请 重新 联系  。,人名 之前 出去 玩 ， 卖 东西 搁置 ， 现在 继续 出售 ， 之前 联系 过 我 的 请 重新 联系  。
1921,htmltext/call pn-31 或者 email  :  em@110,htmltext/call pn-31 或者 邮件  :  em@110
1922,html up ， 邮件  ：  zhengyu .,顶 ， 邮件  ：  zhengyu .
1923,ding 顶 ding,顶
1924,queen size 睡 两 人 很 宽敞 ， 舒服 ！,较大号 睡 两 人 很 宽敞 ， 舒服 ！
1925,联系 电话  ：  pn-32 自行车 已 卖 沙发 卖 fan sold,联系 电话  ：  pn-32 自行车 已 卖 沙发 卖 风扇 已售
1926,sp = sharing 联系 方式  :  em@111,春季 合租 联系 方式  :  em@111
1927,sp = sharing 地点  ：  shadyside&oakland （ 6 .,春季 合租 地点  ：  shadyside&oakland （ 6 .
1928,联系 方式  :  email  :  em@112,联系 方式  :  邮件  :  em@112
1929,图片 请 右键 在 新 tab 打开  。,图片 请 右键 在 新 按键 打开  。
1930,不许 要 电视 cable 不 知 到 匹 村 华人 社区 有 没 有 宽带 服务 可以 提供 ?,不许 要 电视 缆线 不 知 到 匹 村 华人 社区 有 没 有 宽带 服务 可以 提供 ?
1931,毕业 搬家 ， 清仓 出售 ~~~ 如 有意 请 联系 text to pn-33 or email to em@113,毕业 搬家 ， 清仓 出售 ~~~ 如 有意 请 联系 短信 至 to pn-33 or 发 邮件 至 to em@113
1932,联系 方式  :  email  :  em@112,联系 方式  :  邮件  :  em@112
1934,mattress 也 出售 哈 ！,床垫 也 出售 哈 ！
1935,三 斗 柜$8 ding ~ ~ 顶 ！,三 斗 柜$8 ding ~ ~ 顶 ！
1936,在 list 上 的 都 还 available ～,在 列表 上 的 都 还 闲置 ～
1937,在 list 上 的 都 还 available ～,在 列表 上 的 都 还 闲置 ～
1938,所有 保养 ， inspection ， 换 轮胎 全 都 是 在 奔驰 dealer 做 的  。,所有 保养 ， 检查 ， 换 轮胎 全 都 是 在 奔驰 汽车 经销商 做 的  。
1939,宜家 小 书桌 电话  ：  5l7-42o-7921 （ message preferred ）,宜家 小 书桌 电话  ：  5l7-42o-7921 （ 联系 偏好
1940,信号 和 att 共享 ， 不用 担心 信号 差  。,信号 和 通讯 公司 共享 ， 不用 担心 信号 差  。
1941,prepaid ， 用 多少 交 多少  。,提前 支付 ， 用 多少 交 多少  。
1942,希望 你 至少 在 plan 里 一 年 ， 按时 交 话费 ， 谢谢,希望 你 至少 在 套餐 里 一 年 ， 按时 交 话费 ， 谢谢
1943,咨询 顾问  ：  andy,咨询 顾问  ：  安迪
1944,黑色 限量 版 fuji absolute 3 .,黑色 限量 版 版型 名称
1945,匹兹堡 performance bicycle 终身 保修  。,匹兹堡 竞速 自行车 终身 保修  。
1946,sp = sharing 东西 比较 零碎 ， 有的 东西 就 不 po 图 了 ， 想要 什么 随时 跟 我 说 ， 我 给 你 临时 拍照 片 吧  。,春季 合租 东西 比较 零碎 ， 有的 东西 就 不 po 图 了 ， 想要 什么 随时 跟 我 说 ， 我 给 你 临时 拍照 片 吧  。
1947,这个 giant eagle 是 匹 村 最 大 最 全 的  。,这个 捷安特 鹰 是 匹 村 最 大 最 全 的  。
1948,照片 在 google drive 链接 里  。,照片 在 谷歌 硬盘 链接 里  。
1949,ds 我 的 电话  ：  pn-34 up up ~~~~,人名 我 的 电话  ：  pn-34 顶 ~~~~
1950,拖把 （ spin mop&bucket system ） ，$107 .,拖把 （ 旋转 & bucket 系统 ） ， $ 107 .
1951,target 现价 $ 30 .,塔吉特 现价 $ 30 .
1952,sp = sharing 联系 电话  ：  pn-35,春季 招租 联系 电话  ：  pn-35
1953,谢谢 支持  ：  ） 哦 对 ， 请 联系  ：  pn-36  (  text only  ),谢谢 支持  ：  ） 哦 对 ， 请 联系  ：  pn-36  (  只 收 短信  )
1954,html 照片 链接 ding ding,短讯 照片 链接 顶
1955,图片 available  。,图片 空闲  。
1956,clean title ， 毫无 事故  。,无 事故 ， 毫 无 事故  。
1957,谢谢 up up,谢谢顶
1958,wireless chiclet-style keyboard ， optical mouse ， 赠送 键盘 和 鼠标 ；,无线网 - 键盘 ， 游戏 鼠标 ， 赠送 键盘 和 鼠标 ；
1959,操作 系统  ：  windows 8 .,操作 系统  ：  windows 8 .
1960,显卡  ：  integrated ;,显卡  ：  整合 ;
1961,sp = sharing 联系 方式  ：  em@114,春季 招租 联系 方式  ：  em@114
1962,html 其实 是 去年 在 宜家 买 的 第一 个 转椅 椅子 断 背 了 ， 所以 又 去 宜家 买 了 个 贵 些 的  。,短讯 其实 是 去年 在 宜家 买 的 第一 个 转椅 椅子 断 背 了 ， 所以 又 去 宜家 买 了 个 贵 些 的  。
1963,honeywell 电 风扇 ， amazon 23 .,品牌 电 风扇 ， 亚马逊 23 .
1964,sony 的 2 .,索尼 的 2 .
1965,sp = sharing 谢谢  。,春季 招租 谢谢  。
1966,t=5653 若 接手 我们 的 apartment ， 以上 家具 全部 免费 附送 ！,t=5653 若 接手 我们 的 公寓 ， 以上 家具 全部 免费 附送 ！
1967,请 email 联系  ：  em@115,请 邮件 联系  ：  em@115
1968,html 价格 以此 处 为准  。,短讯 价格 以此 处 为准  。
1969,html ， 有 照片 和 描述  。,短讯 ， 有 照片 和 描述  。
1970,请 有 需要 的 朋友 尽快 联系 michael ， 短信 至 pn-37  。,请 有 需要 的 朋友 尽快 联系 迈克尔 ， 短信 至 pn-37  。
1971,详细 信息 请 电话 或 短信 联系 michael  。,详细 信息 请 电话 或 短信 联系 迈克尔  。
1972,出售 acer 21 .,出售 爱信 21 .
1973,私人 之间 租赁 如何 界定 liability ?,私人 之间 租赁 如何 界定 责任 ?
1974,html 看看 就 明白 了  。,短讯 看看 就 明白 了  。
1975,little women 中 英 对照 $420 .,小女人 中 英 对照 $420 .
1976,mini 冰箱 $ 258 .,小型 冰箱 $ 258 .
1977,可以 轻松 在 cmos 里 超频  。,可以 轻松 在 专业 术语 里 超频  。
1978,因为 是 本人 的 第一 辆 车 ， 所以 非常 爱惜 ， 定期 dealer 做 保养  。,因为 是 本人 的 第一 辆 车 ， 所以 非常 爱惜 ， 定期 汽车 经销商 做 保养  。
1979,车况 优良 ， 里程 数 67，500 miles  。,车况 优良 ， 里程 数 67，500 英里  。
1980,下面 是 suv 的 配置  ：  feature include  :  4-cyl 2 .,下面 是 吉普 的 配置  ：  几 轮 驱动  :  4-cyl 2 .
1981,良心 价 ， 不要 错过 ~ deal still available !,良心 价 ， 不要 错过 ~ 报价 有效
1982,tp-link 路由器 and motorola,路由器 and motorola
1983,一 个 是 full size ， 另 一 个 是 queen size .,一 个 是 标准 大小 ， 另 一 个 是 较大 号床
1984,（ 床 已 出 ， 还 剩 床板 ） full-size 床 box ， 1 .,（ 床 已 出 ， 还 剩 床板 ） 床垫 ， 1 .
1985,配件 缺少 自动 充电 station ， 需要 手动 充电 ， 原价 349 .,配件 缺少 自动 充电 电瓶 ， 需要 手动 充电 ， 原价 349 .
1987,车主 是 第二 个 owner ， 是 个 妹子 ， 极其 爱惜 车  。,车主 是 第二 个 车主 ， 是 个 妹子 ， 极其 爱惜 车  。
1988,如果 您 能 完整 填写 调查 问卷 ， 留下 联系 方式 ， 就 有 机会 获得 价值 50 $ 的 amazon gift card  。,如果 您 能 完整 填写 调查 问卷 ， 留下 联系 方式 ， 就 有 机会 获得 价值 50$ 的 亚马逊 购物卡
1989,queen size 用 了 半 年 多,较大号 床 了 半 年 多
1990,html 欢迎 您 随时 看 车 ， 当 您 看到 的 时候 ， 我 相信 您 一定 会 喜欢 上 .,短讯 欢迎 您 随时 看 车 ， 当 您 看到 的 时候 ， 我 相信 您 一定 会 喜欢 上 .
1991,图片 见 google doc 宜家 切 丝 工具,图片 见 谷歌 文档 宜家 切 丝 工具
1992,请 联系 sunny em@22,请 联系 人名 em@22
1993,请 看 google doc ， 联系 邮箱 在 里面 ， 谢谢 ！,请 看 谷歌 文档 ， 联系 邮箱 在 里面 ， 谢谢 ！
1994,sp = sharing 联系  ：  4－12－8898－356y .,春季 招租 联系  ：  4－12－8898－356y .
1995,只是 我 找 宜家 的 网站 没 找到 这 款 ， 只 找到 了 amazon 的 链接 （ 有 照片 和 介绍 文字 ） ， 如果 检索 产品 名字 可以 找到 图片  。,只是 我 找 宜家 的 网站 没 找到 这 款 ， 只 找到 了 亚马逊 的 链接 （ 有 照片 和 介绍 文字 ） ， 如果 检索 产品 名字 可以 找到 图片  。
1996,那 我 把 amazon 的 网站 信息 不 贴 这里 了  。,那 我 把 亚马逊 的 网站 信息 不 贴 这里 了  。
1997,sp = sharing 部分 家具 可 运送 ， 购买 多 件 家具 可 议价 便宜 一些  。,春季 招租 部分 家具 可 运送 ， 购买 多 件 家具 可 议价 便宜 一些  。
