NewSentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
63,【  其他  】  包 utility fee ， 价格 和 时间 可 议  。,【  其他  】  包 物业费 ， 价格 和 时间 可 议  。,[],[0_4_5_6],[0_4_5],[0_2_6_12],[0_2_5_11]
64,一 层 有 doorman 帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,一 层 有 门卫 帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,[],[3],[3],[9_16],[9_16]
65,周围 走路 可 达 whole food ， target ， trade jose  。,周围 走路 可 达 全食 超市 ， 塔吉特 商店 ， 乔 氏 超市  。,[],[4_5_6_7_8_9_10_11],[4_5_6_7_8_9_10_11_12_13],[6_8_11],[6_9_13]
67,八月 开始 可 签 一 年 lease  。,八月 开始 可 签 一 年 租约 。,[],[6_7],[6_7],[7],[7]
69,［ 治安 ］ 附近 治安 好 ， 公寓 有 doorman ， 收发 快递 也 方便  。,［ 治安 ］ 附近 治安 好 ， 公寓 有 门卫 ， 收发 快递 也 方便  。,[],[0_9_10],[0_9_10],[0_2_6_10_15],[0_2_6_10_15]
70,本人 八月 中旬 毕业 ， 想 从 八月 一号 开始 租 到 至少 八月 二十 号 ， 希望 是 studio  。,本人 八月 中旬 毕业 ， 想 从 八月 一号 开始 租 到 至少 八月 二十 号 ， 希望 是 带卫浴 和 厨房 的 单间 。,[],[19_20],[19_20_21_22_23_24],[4_16_20],[4_16_24]
71,三 楼 是 一 卧 一 卫 的 studio  。,三 楼 是 一 卧 一 卫 的 公寓 。,[],[8_9],[8_9],[9],[9]
72,up up up up up 房子 的 一 层 已经 出租 啦 ~ 现在 招 二 层 ， 布局 和 一 层 一模一样 的 ！,顶 ！ 房子 的 一 层 已经 出租 啦 ~ 现在 招 二 层 ， 布局 和 一 层 一模一样 的 ！,[],[0_1_2_3_4],[0_1],[12_17_24],[1_9_14_21]
73,up up 请问 你 是 男生 还是 女生 ？,顶 ！ 请 问 你 是 男生 还是 女生 ？,[],[0_1],[0_1_2_3],[8],[1_9]
74,步行 到 walnut street ， whole foods ， 公交 到 giant eagle ， target 也 很 方便  。,步行 到 沃尔纳特 街 ， 全食 超市 ， 公交 到 巨鹰 超市 ， 塔吉特 商店 也 很 方便  。,[],[2_3_4_5_6_7_10_11_12_13],[2_3_4_5_6_7_10_11_12_13_14],[4_7_12_17],[4_7_12_18]
75,公寓 由 物业 walnut capital 管理 ， 服务 管理 都 很 好  。,公寓 由 物业 沃尔纳特 公司 管理 ， 服务 管理 都 很 好  。,[],[3_4],[3_4],[6_12],[6_12]
76,an open-air shopping 经历  。,一 次 露天 购物 经历 。,[],[0_1_2],[0_1_2_3],[4],[5]
77,oakland ave pittsburgh 15213$700 煤气 水电 网 全 包  。,匹兹堡 ， 奥克兰 大道 152 13，700 美元 煤气 水电 网 全 包  。,[],[0_1_2_3],[0_1_2_3_4_5_6],[9],[1_5_12]
78,到 giant eagle ， lotus 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去  。,到 巨鹰 超市 ， 联华 超市 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去  。,[],[1_2_3_4],[1_2_3_4_5],[3_10_17],[3_11_18]
79,（ 对比 其他 地方 ， 可能 和 很多 人 share ， 并且 还 很 贵 ！,（ 对比 其他 地方 ， 可能 和 很多 人 共用 ， 并且 还 很 贵 ！,[],[0_9_10],[0_9_10],[0_4_10_15],[0_4_10_15]
80,有意 向 者 可以 联系 我 来看 房 ， 联系 方式 如下  ：  email  :  em@5,有意 向 者 可以 联系 我 来看 房 ， 联系 方式 如下  ：  电子 邮箱  :  em@5,[],[13_14_15],[13_14_15_16],[8_12_14_15],[8_12_15_16]
81,公寓 位 在 murray ave .,公寓 位于 梅瑞 大道 .,[],[3_4_5],[1_2_3_4],[5],[4]
83,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区  。,附近 街区 非常 安静 也 非常 安全 ， 临近 富人 区  。,[],[1],[1],[7_11],[7_11]
84,房子 目前 half furnished ，,房子 目前 装修 了 一半 。,[],[2_3_4],[2_3_4_5],[4],[5]
85,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全  。,房子 目前 几乎 装修 完成 ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全  。,[],[4_5_6],[3_4_5],[6_9_11_13_17_19_24],[5_8_10_12_16_18_23]
86,附近 有 cvs ， 餐厅 也 比较 多  。,附近 有 cvs ， 餐厅 也 比较 多  。,[cvs],[2_3],[2_3],[3_8],[3_8]
87,想 找 1-2 间 带 家具 的 house room 或者 apartment room ， 2018 .,想 找 1-2 间 带 家具 的 房屋 内 单间 或者 公寓 单间 ， 2018 .,[],[7_8_10_11_12_13_14],[7_8_9_11_12_13_14_15],[12_14],[2_13_15]
88,步行 / 公交 去 giant eagle/aldi/target 超市 10-15 min .,步行 / 公交 去 巨 鹰 / 阿尔迪/塔吉特 超市 10 - 15 分钟 .,[],[4_5_8_9],[4_5_6_7_9_10_11_12_13],[1_9],[1_6_7_10_13]
89,房间 是 一 栋 house 的 顶层 ， 非常 宽敞  。,房间 是 一 套 房子 的 顶层 ， 非常 宽敞  。,[],[4],[3_4],[7_10],[7_10]
90,一 层 有 doorman 帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,一 层 有 门卫 帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,[],[3],[3],[9_16],[9_16]
91,地址  ：  king edward apartment,地址 ： 爱德华 国王 公寓 。,[],[2_3_4],[2_3_4_5],[1],[1_5]
93,客厅 超大 ， walk-in closet 也 很 大  。,客厅 超大 ， 步入 式 衣柜 也 很 大 。,[],[4],[3_4_5],[2_8],[2_9]
94,户型  ：  一 楼 是 超大 living room ， dining room 及 厨房 ；,户型  ：  一 楼 是 超大 客厅 ， 餐厅 及 厨房 ；,[],[6_7_8_9_10],[6_7_8],[1_8_13],[1_7_11]
95,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 邮箱 联系 em@7,[],[6],[6],[3_8],[3_8]
96,出门 走 一 分钟 不到 就 有 81-83 bus  。,出门 走 一 分钟 不到 就 有 81 - 83 路 公交  。,[],[8_9],[7_8_9_10_11_12],[9],[8_12]
97,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决  。,租约 办公室 就 在 大堂 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决  。,[],[0_1_4_5],[0_1_4_5],[5_10_20],[5_10_20]
99,由 正规 公司 管理 ， 欢迎 email 联系 咨询 详细  。,由 正规 公司 管理 ， 欢迎 发 邮件 联系 咨询 详细  。,[],[6],[6_7],[4_10],[4_11]
100,半夜 两 点 走 block 都 不 怕  。,半夜 两 点 走在 街区 都 不 怕  。,[],[4],[3_4],[8],[8]
101,由于 是 在 terrace 的 最 里面 所以 非常 安静  。,由于 是 在 露台 的 最 里面 所以 非常 安静  。,[],[3],[3],[10],[10]
102,卧室 内 家具 齐全 ， queen size 床 ， 拎包 入住  。,卧室 内 家具 齐全 ， 标准 双人 床 ， 拎包 入住  。,[],[5_6],[5_6],[4_8_11],[4_8_11]
103,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa  。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 停车 。,[],[1_3_15_16],[1_3_14_15],[6_16],[6_15]
104,trader joe's 和 target 更 是 在 步行 范围 内  。,乔氏 超市 和 塔吉特 超市 更 是 在 步行 范围 内  。,[],[0_1_3],[0_1_3_4],[10],[11]
105,apt 隶属 franklin west 旗下 ， 物业 管理 良好 ， 有 任何 问题 能 快速 免费 解决  。,公寓 隶属 西 富兰克林 旗下 ， 物业 管理 良好 ， 有 任何 问题 能 快速 免费 解决  。,[],[0_2_3],[0_2_3],[5_9_17],[5_9_17]
106,还有 很多 知名 餐厅 ， 例如 noodle head ， spoon 等等 ， 吃喝 不 愁  。,还有 很多 知名 餐厅 ， 例如 面试 爱好者 餐厅 ， 勺子 餐厅 等等 ， 吃喝 不 愁  。,[],[6_7_8_9],[6_7_10],[4_8_11_15],[4_9_13_17]
107,我 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪  。,我 是 刚 毕业 没 多久 的 年轻 工作者 ， 安静 好 相处 ， 会 居家 也 爱 出去 浪  。,[],[7_8_9],[7_8_9],[9_13_20],[9_13_20]
108,整个 公寓 总共 两 人 share ， 两 人 比较 好 协调  。,整个 公寓 总共 两 人 共用 ， 两 人 比较 好 协调  。,[],[5_6],[5_6],[6_12],[6_12]
109,晚上 回来 有 学校 的 黄 线 escort 送 回来 ， 治安 非常 好  。,晚上 回来 有 学校 的 黄 线 护送 车 送 回来 ， 治安 非常 好  。,[],[7],[7_8],[10_14],[11_15]
110,户型  ：  一 楼 是 超大 living room ， dining room ， sun room 及 厨房  。,户型  ：  一 楼 是 超大 客厅 ， 餐厅 ， 阳光 房 及 厨房  。,[],[6_7_8_9_10_11_12_13],[6_7_8_9_10_11],[1_8_11_16],[1_7_9_14]
111,邮箱  ：  [ url ] em@9,邮箱  ：  [ 链接 ] em@9,[],[3_4_5],[3_4_5],[1_2_4_5],[1_2_4_5]
112,晚上 ， 有 学校 escort 直达 门口  。,晚上 ， 有 学校 护送 车直 达 门口  。,[],[4],[4_5_6],[1_7],[1_8]
113,guaizhu_person up 一下 up 一下,guaizhu_person 顶 一下 顶 一下,[],[0_1_3],[0_1_3],,[0]
114,北边 南 边 都 有 giant eagle ， 左右 邻居 都 是 young couple ， 非常 安静 ， neighborhood 相当 安全 ， 晚上 有 路灯  。,北边 南 边 都 有 巨鹰 超市 ， 左右 邻居 都 是 年轻 情侣 ， 非常 安静 ， 街区 相当 安全 ， 晚上 有 路灯  。,[],[5_6_7_12_13_14_18],[5_6_7_12_13_14_18],[7_14_17_21_25],[7_14_17_21_25]
115,三 楼 front room 600，12 ft x 10 .,三 楼 客厅 600，12 尺 x 10 .,[x],[2_3_4_5_6_7_8],[2_3_4_5_6_7],[8],[3_7]
116,户型  ：  12'0'' * 10'8' ， 有 足够 挂 衣服 的 地方 价格  ：  $480 / 间  (  包含  :  水 ， garbage ， 不 包含  ：  网 ， 电 ， 气  ),户型  ：  12'0'' * 10'8' ， 有 足够 挂 衣服 的 地方 价格  ：  $480 / 间  (  包含  :  水 ， 车库 ， 不 包含  ：  网 ， 电 ， 气  ),[],[22_23],[22_23],[1_3_5_13_15_17_19_21_23_26_28_30_32],[1_2_3_4_5_13_14_15_17_19_21_23_26_28_30_32]
117,还 有 其他 utility 吗 ？,还 有 其他 设施 或 服务 吗 ？,[],[3],[3_4_5],[5],[7]
118,房屋 出租 ， 独 栋 房子 ， 其中 一 大 间 带 独立 卫生间 ， 随时 入住 ， 位 于 greenfield ave 紧邻 giant eagle and murry ave .,房屋 出租 ， 独 栋 房子 ， 其中 一 大 间 带 独立 卫生间 ， 随时 入住 ， 位 于 绿地 大道 ， 紧邻 巨鹰 超市 和 梅瑞 大道 .,[],[20_21_23_24_25_26_27_28],[20_21_22_24_25_26_27_28_29],[2_6_14_17_28],[2_6_14_17_22_29]
119,大家 住 过 house 就 知道 房东 有 多 重要 了 ！,大家 住 过 整套 房子 就 知道 房东 有 多 重要 了 ！,[],[3],[3_4],[11],[12]
120,由 meyers management 公司 统一 管理 ， 非常 规范  。,由 梅耶 公司 统一 管理 ， 非常 规范  。,[],[1_2],[1],[6_9],[5_8]
121,也 有 parking  。,也 有 停车 坪 。,[],[2_3],[2_3_4],[3],[4]
122,步行 五 分钟 有 whole food  。,步行 五 分钟 有 全食 超市  。,[],[4_5_6],[4_5_6],[6],[6]
123,房子 干净 ， 家具 全 ， 网络 全 ， 有 免费 试用 的 washer dryer ， 可 包 utility ， queen 床 ， 厨具 和 床上 用品 都 可以 提供  。,房子 干净 ， 家具 全 ， 网络 全 ， 有 免费 试用 的 洗衣机 和 烘干机 ， 可 包 物业费 ， 标准 双人床 ， 厨具 和 床上 用品 都 可以 提供  。,[],[13_14_15_18_19_20],[13_15_16_19_20_21_22_23],[2_5_8_15_19_22_30],[2_5_8_16_20_23_31]
125,房型  ：  house 一 层 ， 与 二 层 完全 独立  。,房型  ：  房屋 一 层 与 二 层 完全 独立  。,[],[2],[2],[1_5_11],[1_10]
126,距离 giant eagle （ 10-15 min ） ， cvs （ 10-15 mins ） 可以 步行 可达 ， 周围 还有 很多 的 饭店  。,距离 巨 鹰 超市 （ 10 - 15 分钟 ） ， cvs （ 10 - 15 分钟 ） 可以 步行 可达 ， 周围 还有 很多 的 饭店  。,[cvs],[1_2_3_4_5_6_7_8_9_10_11_12],[1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17],[3_6_7_9_12_16_22],[4_6_9_10_12_14_17_21_27]
127,周边 有 一 个 pizza 店 ， 一 个 墨西哥 菜  。,周边 有 一 个 披萨店 ， 一 个 墨西哥 菜  。,[],[4],[4_5],[6_11],[5_10]
128,租户 将 与 mozart management 物业 直接 签约  。,租户 将 与 莫扎特 物业 管理 公司 直接 签约  。,[],[3_4],[3_5_6],[8],[9]
129,晚上 还 有 escort 直达 公寓 门口  。,晚上 还有 护送 车直 达 公寓 门口  。,[],[3],[1_2_3_4],[7],[7]
130,附近 有 giant eagle 和 府 河 人家  。,附近 有 巨鹰 超市 和 府 河 人家  。,[],[2_3],[2_3],[8],[8]
131,两 个 超大 walk in closet ， 还 可以 免费 申请 地下室 storage space  。,两 个 超大 步入 式 衣柜 ， 还 可以 免费 申请 地下室 的 储物 空间  。,[],[3_4_5_6_12_13_14],[3_4_5_6_12_13_14_15],[6_14],[6_15]
132,walnut street 上 餐厅 众多 ， 附近 还 有 giant eagle ， whole foods 等 大型 超市  。,沃尔纳特 街上 餐厅 众多 ， 附近 还有 巨 鹰 超市 ， 全食 超市 等 大型 超市  。,[],[0_1_9_10_11_12_13],[0_1_6_7_8_11],[5_11_17],[4_10_16]
133,女生 在 ibm 做 设计师 ， 男生 即将 完成 cs phd  。,女生 在 万国 商业 机器 公司 做 设计师 ， 男生 即将 完成 电脑 科学 博士 。,[],[2_9_10_11],[2_3_4_5_12_13_14_15],[5_11],[8_15]
134,餐厅 和 deck 之前 是 全 景 玻璃 门  。,餐厅 和 露台 之前 是 全 景 玻璃 门  。,[],[2],[2],[9],[9]
135,生活 不 只是 便利 ， 是 非常 丰富 ~ 关于 租约 和 价格 bedroom 1$600 ， bedroom 2$540 ， bedroom 3$520 ；,生活 不 只是 便利 ， 是 非常 丰富 ~ 关于 租约 和 价格 卧室 1$600 ， 卧室 2$540 ， 卧室 3$520 ；,[],[13_14_15_16_17_18_19_20_21],[13_14_15_16_17_18_19_20_21],[4_8_15_18_21],[4_8_14_15_17_18_20_21]
136,非常 宽敞 ， 可以 放 两 张 full-size 床 ， 还有 walk-in closet ！,非常 宽敞 ， 可以 放 两 张 单人床 ， 还有 步入 式 衣柜 ！,[],[12_13],[7_8_10_11_12_13],[2_9_13],[2_8_13]
137,royal garden 公寓 卧室 诚意 招租 因 本人 年底 毕业 ， 现 诚意 招租  。,皇家 花园 公寓 卧室 诚意 招租 因 本人 年底 毕业 ， 现 诚意 招租  。,[],[0_1],[0_1],[10_14],[10_14]
138,周边  ：  步行 五 分钟 到 giant eagle ， 十 分钟 到 熊猫 超市 和 rite aid 药店  。,周边  ：  步行 五 分钟 到 巨鹰 超市 ， 十 分钟 到 熊猫 超市 和 来 德 爱 药店  。,[],[6_7_8_15_16],[6_15_16_17],[1_8_18],[1_8_19]
139,位 于 escort yellow line 上 ， 熬夜 赶 due 回家 也 不用 担心 哦 ！,位于 护送 车 黄 线 上 ， 熬夜 赶 作业 回家 也 不用 担心 哦 ！,[],[2_3_4_9],[0_1_2_3_4_9],[6_15],[6_15]
140,风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 offer ！,风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 录取 ！,[],[14_15],[14_15],[2_15],[2_15]
141,我 在 greenfield 的 房子 的 一 个 大 卧室 出租  。,我 在 绿地 的 房子 的 一 个 大 卧室 出租  。,[],[2],[2],[11],[11]
142,yellow escort 站 走 半 分钟 ， 距离 61c，61d 3-5 分钟  。,黄 护送 车站 走 半 分钟 ， 距离 61c，61d 3-5 分钟  。,[],[0_1],[0_1_2],[6_11],[6_8_9_11]
143,需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 available  。,需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 可 租 。,[],[12_13],[12_13_14],[8_13],[8_14]
144,一 个 匹 大 的 phd 学长  (  有 车 周末 可以 出去 买 买 买 ！,一 个 匹 大 的 读 博学 长  (  有 车 周末 可以 出去 买 买 买 ！,[],[5],[5_6_7_8],[7_16],[8_17]
145,且 在 寒冷 的 匹兹堡 cover 所有 暖气 费 ！,且 在 寒冷 的 匹兹堡 包含 所有 暖气 费 ！,[],[5],[5],[9],[9]
146,租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， so easy ！,租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， 很 方便 ！,[],[29_30_31],[29_30_31],[12_22_28_31],[12_22_28_31]
149,家 对面 就是 一 个 cvs ， 食物 ， 药品 ， 和 一些 生活 用品 采购 很 方便  。,家 对面 就是 一 个 cvs ， 食物 ， 药品 ， 和 一些 生活 用品 采购 很 方便  。,[cvs],[5_6],[5_6],[6_8_10_18],[6_8_10_18]
150,房间 宽敞 ， 客厅 更大 ， 可 开 party ， 卧室 里 各 式 家具 齐全 ， 拎包 入住  。,房间 宽敞 ， 客厅 更大 ， 可 开 派对 ， 卧室 里 各 式 家具 齐全 ， 拎包 入住  。,[],[8_9],[8_9],[2_5_9_16_19],[2_5_9_16_19]
151,欢迎 text ， 不 能 时时 接 电话  。,欢迎 来 短信 ， 不 能 时时 接 电话  。,[],[1_2],[1_2_3],[2_8],[3_9]
153,步行 五 分钟 有 whole food  。,步行 五 分钟 有 全食 超市  。,[],[4_5_6],[4_5_6],[6],[6]
154,北面 五 分钟 是 shady 最 繁华 的 walnut street ， 再 过去 就是 giant eagle 等 超市  。,北面 五 分钟 是 沙地区 最 繁华 的 沃尔纳特 街 ， 再 过去 就是 巨鹰 超市 等 超市  。,[],[4_8_9_10_14_15],[4_8_9_10_14],[10_18],[10_18]
155,晚上 有 学校 shuttle 能 送到 家  。,晚上 有 学校 班车 能 送 到 家  。,[],[3],[3_5_6],[7],[8]
158,吃饭 地方 多 ， 出门 右 拐 即 是 ellsworth ave ， 有 很多 西餐 店 和 酒吧 ；,吃饭 地方 多 ， 出门 右 拐 即 是 艾斯沃兹 大道 ， 有 很多 西餐 店 和 酒吧 ；,[],[9_10_11],[9_10_11],[3_11_18],[3_11_18]
159,电话  ：  pn-1 ， email  :  em@13,电话  ：  pn-1 ， 邮箱 :  em@13,[],[4_5_6],[4_5_6],[1_2_3_5_6],[1_2_3_5_6]
160,价格  ：  $500 / 月 ， 包含 所有 utility  。,价格  ：  $500 / 月 ， 包含 所有 水电气 等 服务费 。,[],[8_9],[8_9_10_11],[1_3_5_9],[1_2_3_5_11]
161,五六 分钟 可以 走到 murray 大街 的 giant eagle  (  giant eagle 是 最 大 的 食品 超级 市场  ),五六 分钟 可以 走到 梅瑞 大街 的 巨 鹰 超市 (  巨鹰 超市 是 最 大 的 食品 超级 市场  ),[],[4_7_8_9_10_11],[4_7_8_9_10_11_12],[9_19],[10_20]
162,门口 有 bus 到 中国 店 等  。,门口 有 公交 到 中国 店 等  。,[],[2],[2],[7],[7]
163,whole foods 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,全食 超市 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,[],[0_1],[0],[10_17_21],[10_17_21]
164,路由器 是 dual band ！,路由器 是 双频的 ！,[],[2_3_4],[2_3],[4],[3]
165,价格 公道 ， 附近 其他 房子 算 utility fee 都 要 大概 700-800 左右  。,价格 公道 ， 附近 其他 房子 算 服务费 都 要 大概 700-800 左右  。,[],[7_8],[7],[2_14],[2_11_13]
166,公寓 的 管理 是 meyers management ， 有 任何 需要 修 的 地方 都 可以 叫 他们 免费 来 修  。,公寓 由 梅耶 物业 公司 管理 ， 有 任何 需要 修 的 地方 都 可以 叫 他们 免费 来 修  。,[],[4_5_6],[1_2_3_4],[6_20],[6_20]
167,本人 是 哥伦比亚 大学 的 学生 ， 来 pitts 实习 ， 男生 ， 求 8 .,本人 是 哥伦比亚 大学 的 学生 ， 来 匹兹堡 实习 ， 男生 ， 求 8 .,[],[8],[8_14_15],[6_10_12_15],[6_10_12_15]
168,房子 附近 有 giant eagle 和 各 类 饭店  。,房子 附近 有 巨鹰 超市 和 各 类 饭店  。,[],[3_4],[3_4],[9],[9]
169,（ utility 全 包 ）  。,（ 水电气 费 全 包 ）  。,[],[0_1],[0_1_2],[0_4_5],[0_5_6]
170,main office 就 在 地下 一 楼 ， 咨询 非常 方便  。,总 办公室 就 在 地下 一 楼 ， 咨询 非常 方便  。,[],[0_1],[0_1],[7_11],[7_11]
171,我 希望 租 一 个 房间 前 一 整 年 lease  。,我 希望 租 一 个 房间 前 一 整 年 的 租期 。,[],[10_11],[10_11_12],[11],[12]
172,market district 的 giant eagle 和 walnut street 都 在 步行 范围 内 ， 购物 非常 方便  。,市场 区 的 巨鹰 超市 和 沃尔纳特 街 都 在 步行 范围 内 ， 购物 非常 方便  。,[],[0_1_3_4_6_7],[0_1_3_4_6_7],[13_17],[13_17]
173,欢迎 text ， 不 能 时时 接 电话  。,欢迎 发 短信 ， 不 能 时时 接 电话  。,[],[1_2],[1_2_3],[2_8],[3_9]
174,html 联系 电话  ：  pn-2,链接 联系 电话  ：  pn-2,[],[0],[0],[3_4],[3_4]
175,lease 从 八月 开始 ， 具体 日期 可以 商量  。,租期 从 八月 开始 ， 具体 日期 可以 商量  。,[],[0],[0],[4_9],[4_9]
176,house 一共 有 两 层 + 地下室  。,房子 一共 有 两 层 + 地下室  。,[],[0],[0],[5_7],[5_7]
177,全新 的 宜家 买 的 twin size 的 床 和 书桌 柜子 ， 房间 内 有 closet  。,全新 的 宜家 买 的 小 单人床 的 床 和 书桌 柜子 ， 房间 内 有 衣柜 。,[],[5_6_16_17],[5_6_16_17],[12_17],[12_17]
