SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,CodeSwitch6,Translation6,CodeSwitch7,Translation7,TranslatedSentence,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,AddedWordList
431,二 楼 是 三 间 卧室 和 一 个 full 的 卫生间 。,2,full,完整,,,,,,,,,,,,,二 楼 是 三 间 卧室 和 一 个 完整的 卫生间 。,[9],[12],
432,三 楼 是 一 卧 一 卫 的 studio 。,2,studio,工作室,,,,,,,,,,,,,三 楼 是 一 卧 一 卫 的工作室。,[8],[9],
433,须 直接 和 物业 联系 ， 具体 公寓 信息 和 联系 方式 可 搜索 ： mozart cavendish apartment 房间 名称 ： latimer,3,mozart cavendish apartment,莫扎特卡文迪许公寓,latimer,拉蒂默,,,,,,,,,,,须 直接 和 物业 联系 ， 具体 公寓 信息 和 联系 方式 可 搜索 ：莫扎特卡文迪许公寓 房间 名称 ：拉蒂默,[15_16_17_21],[5_14_20],
434,步行 距离 至 mellon park ， bakery square （ shopping ， dinner ， etc ）,1,mellon park ， bakery square （ shopping ， dinner ， etc,美伦公园 ， 面板广场 （ 购物 ， 晚餐 ， 等,,,,,,,,,,,,,步行 距离 至 美伦公园 ， 面板广场 （ 购物，晚餐，等）,[3_4_6_7_9_11_13],[5_8_10_12_14],
435,如果 你 想 看 更多 图片 或 了解 更 多 信息 ， 也 可以 在 联系 物业 前 和 我 联系 ， 我 会 提供 更 多 个 人 的 居住 体验 ， tips ， 或是 公寓 更 多 细节 。,2,tips,忠告,,,,,,,,,,,,,如果 你 想 看 更多 图片 或 了解 更 多 信息 ， 也 可以 在 联系 物业 前 和 我 联系 ， 我 会 提供 更 多 个 人 的 居住 体验 ，忠告， 或是 公寓 更 多 细节 。,[33],[11_21_32_34_40],
436,电话 ： pn-10 （ text first ）,2,text first,短信优先,,,,,,,,,,,,,电话 ： pn-10 （短信优先 ）,[4_5],[1_2_3_6],
437,如 感 兴趣 ， 请 发 邮件 : yan em@18,2,yan,严,,,,,,,,,,,,,如 感 兴趣 ， 请 发 邮件 : yan em@18,[8],[3_7_9],
438,可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,2,share,共享,,,,,,,,,,,,,可以 共享大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,[1],[5_8_11],
439,地点 在 murray ave .,2,murray,默里,,,,,,,,,,,,,地点 在 默里街.,[2_3],[4],[ave]
440,另有 全套 基本 家具 （ full size 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让 。,2,full size,全尺寸大小,,,,,,,,,,,,,另有 全套 基本 家具 （ 全尺寸大小 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让 。,[5_6],[4_8_10_12_14_20],
441,请 联系 rent em@1,2,rent,租,,,,,,,,,,,,,请 联系 rent em@1,[2],[3],
442,因为 之前 要 租 的 同学 变卦 所以 房间 又 available 了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~,2,available,有效,,,,,,,,,,,,,因为 之前 要 租 的 同学 变卦 所以 房间 又 有效了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~,[10],[12_18_23],
443,mini van 包车 往返 pit 机场 及 匹兹堡 市区,3,mini van,小面包车,pit,匹兹堡,,,,,,,,,,,小面包车 包车 往返 pit 机场 及 匹兹堡 市区,[0_1_4],,
444,车辆 ： honda odyssey,2,honda odyssey,本田奥德赛,,,,,,,,,,,,,车辆 ：本田奥德赛,[2_3],[1],
445,豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,3,suv,城市功能越野车,pit,匹兹堡,,,,,,,,,,,豪华城市功能越野车包车 往返 pit 机场 及 匹兹堡 市区,[1_4],,
446,豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,3,suv,城市功能越野车,pit,匹兹堡,,,,,,,,,,,豪华城市功能越野车包车 往返 pit 机场 及 匹兹堡 市区,[1_4],,
447,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,2,greenfield,格林菲尔德,,,,,,,,,,,,,地处格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,[1],[2_6_9],
448,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,客厅,dining room ， ,餐厅 ， ,,,,,,,,,,,户型 ： 一 楼 是 超大客厅， 餐厅 及 厨房 ；,[6_7_9_10],[1_8_13],
449,八月 初 入住 ， 一 年 lease .,2,lease,合同,,,,,,,,,,,,,八月 初 入住 ， 一 年合同 .,[6],[3_7],
450,oakland 的 好 房 您 不 能 错过 ！,2,oakland,奥克兰,,,,,,,,,,,,,奥克兰的 好 房 您 不 能 错过 ！,[0],[8],
451,如果 感 兴趣 ， 欢迎 联系 wet em@19,2,wet,维特,,,,,,,,,,,,,如果 感 兴趣 ， 欢迎 联系 wet em@19,[6],[3_7],
452,oakland 有 一 栋 三 层 楼 六 个 卧室 ， 两 个 带 浴室 的 厕所 的 连 栋 房 。,2,oakland,奥克兰,,,,,,,,,,,,,奥克兰有 一 栋 三 层 楼 六 个 卧室 ， 两 个 带 浴室 的 厕所 的 连 栋 房 。,[0],[10_21],
453,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很多 。,2,shuttle,摆渡车,,,,,,,,,,,,,小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡车 从 门前 经过 ， 而且 很多 。,[10],[7_14_17],
454,八月 初 入住 ， 一 年 lease .,2,lease,合同,,,,,,,,,,,,,八月 初 入住 ， 一 年合同 .,[6],[3_7],
455,有意 请 email 至 em@10,2,email,电子邮件,,,,,,,,,,,,,有意 请 电子邮件 至 em@10,[2],[4],
456,月 租金 $450 ， 包 所有 utilities 。,2,utilities,水电气,,,,,,,,,,,,,月 租金 $450 ， 包 所有 水电气 。,[6],[3_7],
457,lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,2,lebanon,黎巴嫩,,,,,,,,,,,,,黎巴嫩 ， 该 区 高中 在 滨州 公立 排名 第九 。,[0],[1_10],
458,每个 房间 都 有 closet ， 图 中 黄色 部分 是 closet .,3,closet,衣橱,closet,衣橱,,,,,,,,,,,每个 房间 都 有 衣橱 ， 图 中 黄色 部分 是 衣橱 .,[4_11],[5_12],
459,oakland 的 好 房 您 不 能 错过 ！,2,oakland,奥克兰,,,,,,,,,,,,,奥克兰 的 好 房 您 不 能 错过 ！,[0],[8],
460,oakland 的 干净 精致 好 房 您 不 能 错过 ！,2,oakland,奥克兰,,,,,,,,,,,,,奥克兰 的 干净 精致 好 房 您 不 能 错过 ！,[0],[10],
461,地点 ： north oakland/shadyside,2,north,北,,,,,,,,,,,,,地点 ：北奥克兰/沙迪,[2],[1],
462,房型 ： house,2,house,住宅,,,,,,,,,,,,,房型 ： 独栋住宅,[2],[1],
463,欢迎 email 咨询,2,email,电子邮件,,,,,,,,,,,,,欢迎 电子邮件 咨询,[1],,
464,hello 大家 好,2,hello,嘿,,,,,,,,,,,,,嘿大家 好,[0],,
465,联系 电话 ： 412-6518342 jane li,2,jane li,李健,,,,,,,,,,,,,联系 电话 ： 412-6518342 jane li,[4_5],[2],
466,如 感 兴趣 ， 请 发 邮件 : yan em@18,2,yan,严,,,,,,,,,,,,,如 感 兴趣 ， 请 发 邮件 : yan em@18,[8],[3_7_9],
467,位于 安全 的 西 oakland ！,2,oakland,奥克兰,,,,,,,,,,,,,位于 安全 的 西奥克兰！,[4],[5],
468,apartment 网站 如下 ：,2,apartment,公寓,,,,,,,,,,,,,公寓网站 如下 ：,[0],[3],
469,在 walnut 附近 ， 附近 有 很多 吃饭 逛街 的 地方,2,walnut,核桃街,,,,,,,,,,,,,在核桃街附近 ， 附近 有 很多 吃饭 逛街 的 地方,[1],[3],
470,公共 家居 都 是 全 的 ， 房间 里 有 桌子 椅子 ， full size 的 床 ， 因为 我 之后 还 要 回来 住 ， 所以 柜子 ， 箱子 里面 的 东西 希望 你 不 要 动,2,full size,全尺寸大小,,,,,,,,,,,,,公共 家居 都 是 全 的 ， 房间 里 有 桌子 椅子 ，全尺寸大小 的 床 ， 因为 我 之后 还 要 回来 住 ， 所以 柜子 ， 箱子 里面 的 东西 希望 你 不 要 动,[13_14],[6_12_17_25_28],
471,已 降价 ， still available,2,still available,依旧有效,,,,,,,,,,,,,已 降价 ，依旧有效,[3_4],[2],
472,出租 的 这个 卧室 很 大 ， 阳光 充沛 ， 是 独 栋 三 层 大 house 四 个 卧室 中 的 一 个 。,2,house,住宅,,,,,,,,,,,,,出租 的 这个 卧室 很 大 ， 阳光 充沛 ， 是 独 栋 三 层 大 独栋住宅 四 个 卧室 中 的 一 个 。,[16],[6_9_24],
473,出租 的 这个 卧室 位于 第二 层 ， 一 层 是 share 的 客厅 餐厅 和 厨房 。,2,share,共享,,,,,,,,,,,,,出租 的 这个 卧室 位于 第二 层 ， 一 层 是共享的 客厅 餐厅 和 厨房 。,[11],[7_17],
474,家具 齐全 ， 书架 ， 衣柜 ， full size 床 ， 书桌 ， 椅子 等 ；,2,full size,全尺寸大小,,,,,,,,,,,,,家具 齐全 ， 书架 ， 衣柜 ，全尺寸大小 床 ， 书桌 ， 椅子 等 ；,[7_8],[2_4_6_10_12_15],
475,取暖 用 gas ， 暖气 很 足 ， 房东 付 。,2,gas,气,,,,,,,,,,,,,取暖 用 气， 暖气 很 足 ， 房东 付 。,[2],[3_7_10],
476,房子 的 大致 floor plan,2,floor plan,平面图,,,,,,,,,,,,,房子 的 大致 平面图,[3_4],,
477,二 楼 的 full bathroom,2,full bathroom,完整浴室,,,,,,,,,,,,,二 楼 的完整浴室,[3_4],,
478,家具 齐全 ， 书架 ， 衣柜 ， queen size 床 ， 书桌 ， 椅子 等 ；,2,queen size,大号尺寸的,,,,,,,,,,,,,家具 齐全 ， 书架 ， 衣柜 ， 大号尺寸的 床 ， 书桌 ， 椅子 等 ；,[7_8],[2_4_6_10_12_15],
479,走 五 分钟 过 一 个 街区 就 是 forbes 和 murray ave ， 各 种 餐馆 ， 超市 都 能 找到 。,3,forbes,福布斯物业,murray ave,默里街,,,,,,,,,,,走 五 分钟 过 一 个 街区 就 是 福布斯和 默里街， 各 种 餐馆 ， 超市 都 能 找到 。,[9_11_12],[13_17_22],
480,公寓 有 免费 gym ， 门口 有 免费 停车场 。,2,gym,体育馆,,,,,,,,,,,,,公寓 有 免费 体育馆 ， 门口 有 免费 停车场 。,[3],[4_9],
481,你 好 ， 可以 看看 我们 的 house ， 详见 我 的 帖子,2,house,住宅,,,,,,,,,,,,,你 好 ， 可以 看看 我们 的独栋住宅 ， 详见 我 的 帖子,[7],[2_8],
482,east liberty 超大 公寓 出租 啦 ！,2,east liberty,东方责任,,,,,,,,,,,,," """"""东方责任"""" 超大 公寓 出租 啦 ！""",[0_1],[6],
483,mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便 。,4,mozart,莫扎特,arlington,艾灵顿,mozart,莫扎特,,,,,,,,,莫扎特 是 匹兹堡 的 大 物业 ，艾灵顿 是莫扎特的 物业 总部 ， 物业 维修 都 很 方便 。,[0_7_9],[6_13_19],
484,门口 有 cvs 很 方便 。,2,cvs,超市名,,,,,,,,,,,,,门口 有 cvs(超市名) 很 方便 。,[2],[5],
485,如 感 兴趣 ， 请 发 邮件 : yan em@18,2,yan,严,,,,,,,,,,,,,如 感 兴趣 ， 请 发 邮件 : yan em@18,[8],[3_7_9],
486,位于 安全 的 西 oakland ！,2,oakland,奥克兰,,,,,,,,,,,,,位于 安全 的 西 奥克兰 ！,[4],[5],
487,房租 不 包括 utilities （ 水 / 电 / 气 ） 。,2,utilities,水电气,,,,,,,,,,,,,房租 不 包括水电气 （ 水 / 电 / 气 ） 。,[3],[4_6_8_10_11],
488,采光 充足 ， 物业 nice 。,2,nice,好,,,,,,,,,,,,,采光 充足 ， 物业 好。,[4],[2_5],
489,整 租 可以 直接 跟 物业 签 lease 一 年 。,2,lease,合同,,,,,,,,,,,,,整 租 可以 直接 跟 物业 签 合同一 年 。,[7],[10],
490,独立 house 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住 。,2,house,住宅,,,,,,,,,,,,,独立 独栋住宅 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住 。,[1],[7_11_14],
491,公寓 位 于 cvs 超市 旁 生活 十分 便利 ， 离 公交 车站 也 非常 近 十 分钟 可 到 giant eagle 等 大 超市 。,3,cvs,超市名,giant eagle,大老鹰,,,,,,,,,,,公寓 位 于 cvs(超市名) 超市 旁 生活 十分 便利 ， 离 公交 车站 也 非常 近 十 分钟 可 到 大老鹰 等 大 超市 。,[3_20_21],[9_25],
492,hello 大家 好,2,hello,嘿,,,,,,,,,,,,,嘿 大家 好,[0],,
493,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当 popular ， 相当 好 的 ~~~,2,popular,受追捧,,,,,,,,,,,,,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当受追捧 ， 相当 好 的 ~~~,[17],[2_13_18],
494,preferred 地点 ：,2,preferred,比较喜欢,,,,,,,,,,,,,比较喜欢的 地点 ：,[0],[2],
495,最 多 两 人 share 一 个 卫生间,2,share,共享,,,,,,,,,,,,,最 多 两 人 共享 一 个 卫生间,[4],,
496,研究生 social work 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作,2,social work,社会工作,,,,,,,,,,,,,研究生 社会工作 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作,[1_2],[4_14],
497,如 感 兴趣 ， 请 发 邮件 : yan em@18,2,yan,严,,,,,,,,,,,,,如 感 兴趣 ， 请 发 邮件 : yan em@18,[8],[3_7_9],
498,公寓 house 皆 可 。,2,house,住宅,,,,,,,,,,,,,公寓 独栋住宅 皆 可 。,[1],[4],
499,距离 giant eagle 步行 十 分钟 。,2,giant eagle,大老鹰,,,,,,,,,,,,,距离 大老鹰 步行 十 分钟 。,[1_2],[6],
500,utility : 自理,2,utility,水电气,,,,,,,,,,,,,水电气: 自理,[0],[1],
501,tel ： pn-11 （ 短信 优先 ）,2,tel,电话,,,,,,,,,,,,,电话： pn-11 （ 短信 优先 ）,[0],[1_2_3_6],
502,后院 有 鱼池 ， 有 阳台 ， 可以 barbecue ；,2,barbecue,烧烤,,,,,,,,,,,,,后院 有 鱼池 ， 有 阳台 ， 可以 烧烤 ；,[8],[3_6_9],
503,在 murray ave 上 ， 步行 去 giant eagle 和 餐馆,3,murray ave,默里街,giant eagle,大老鹰,,,,,,,,,,,在 默里街 上 ， 步行 去 大老鹰 和 餐馆,[1_2_7_8],[4],
504,周围 有 饭店 超市 逛街 场所 walnut st 。,2,walnut st,核桃街,,,,,,,,,,,,,周围 有 饭店 超市 逛街 场所 核桃街 。,[6_7],[8],
505,是 house 。,2,house,住宅,,,,,,,,,,,,,是独栋住宅。,[1],[2],
506,available 时间 是 5.,2,available,有效,,,,,,,,,,,,,有效 时间 是 5.,[0],,
507,房型 ： studio ( efficiency ),2,studio,工作室,efficiency ( ,效率 ( ,,,,,,,,,,,房型 ： 工作室( 效率 ),[2_4],[1_3_5],
508,走路 10-15 min 可 到 pitt&cmu ；,2,min,分钟,,,,,,,,,,,,,走路 10-15 分钟 可 到 匹大/卡耐基梅隆；,[2],[6],
509,house 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生 。,2,house,住宅,,,,,,,,,,,,,独栋住宅 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生 。,[0],[6_20_29],
510,房租 ： $400 / 月 全 包 ， 已 包含 所有 utilities + 网 费 + management 申请 费$200 .,3,utilities,水电气,management,物业,,,,,,,,,,,房租 ： $400 / 月 全 包 ， 已 包含 所有 水电气 + 网 费 +物业 申请 费$200 .,[11_16],[1_3_7_12_15_19],
511,house 宽敞 整洁 ， 4b1.,2,house,住宅,,,,,,,,,,,,,独栋住宅 宽敞 整洁 ， 4b1.,[0],[3],
512,不 开 party ！,2,party,聚会,,,,,,,,,,,,,不 开聚会 ！,[2],[3],
513,独立 house 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住 。,2,house,住宅,,,,,,,,,,,,,独立 住宅 二 层 整 层 出租 ， 无需 准备 家具 ， 拎包 入住 。,[1],[7_11_14],
514,house 里面 的 一 个 客厅 ， 带 家具,2,house,住宅,,,,,,,,,,,,,独栋住宅 里面 的 一 个 客厅 ， 带 家具,[0],[6],
515,本人 pitt master ， 暑期 要 去 别 州 ， 短期 出租 一 室 一 厅 的 apartment ， 公寓 环境 非常 好 ， 基本 都 是 pitt/cmu 的 学生 或 工作 人员 。,3,pitt master,匹兹堡硕士,apartment,公寓,,,,,,,,,,,本人 匹兹堡硕士 ， 暑期 要 去 别 州 ， 短期 出租 一 室 一 厅 的 公寓 ， 公寓 环境 非常 好 ， 基本 都 是匹大/卡耐基梅隆 的 学生 或 工作 人员 。,[1_2_17],[3_9_18_23_33],
516,朋友 来 聚餐 ， 开 party 都 有 足够 空间 。,2,party,聚会,,,,,,,,,,,,,朋友 来 聚餐 ， 开 聚会 都 有 足够 空间 。,[5],[3_10],
517,有 pet 可以 商量,2,pet,宠物,,,,,,,,,,,,,有 宠物可以 商量,[1],,
518,房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便 。,2,house,住宅,,,,,,,,,,,,,房子 是 一 个 大 独栋住宅有 院子 ， 门口 就 可以 免费 停车 很 方便 。,[5],[8_16],
519,房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便 。,2,house,住宅,,,,,,,,,,,,,房子 是 一 个 大 独栋住宅有 院子 ， 门口 就 可以 免费 停车 很 方便 。,[5],[8_16],
520,联系 方式 ： email : em@20,2,email,电子邮件,,,,,,,,,,,,,联系 方式 ： 电子邮件 : em@20,[3],[2_4_5],
521,可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,2,share,共享,,,,,,,,,,,,,可以共享 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,[1],[5_8_11],
522,utility : 自理 （ 约 80-100 / 月 ）,2,utility,水电气,,,,,,,,,,,,,水电气 : 自理 （ 约 80-100 / 月 ）,[0],[1_3_6_8],
523,本人 pitt 研究生 ， 女生 。,2,pitt,匹兹堡,,,,,,,,,,,,,本人匹兹堡大学研究生 ， 女生 。,[1],[3_5],
524,north oakland 好 房 暑期 出租 ！,2,north oakland,北奥克兰,,,,,,,,,,,,,北奥克兰 好 房 暑期 出租 ！,[0_1],[6],
525,附近 有 rite aid ， iga 超市 ， 满足 日常 需求 。,2,rite aid,连锁超市名,iga ， ,iga ， ,,,,,,,,,,,附近 有 rite aid(连锁超市名) ， iga(连锁超市名) 超市 ， 满足 日常 需求 。,[2_3_5],[4_7_11],
526,下面 是 自己 对 这个 apartment 的 一些 总结 。,2,apartment,公寓,,,,,,,,,,,,,下面 是 自己 对 这个公寓 的 一些 总结 。,[5],[9],
527,入住 需要 和 meyer 签 合约 。,2,meyer,迈耶斯,,,,,,,,,,,,,入住 需要 和 迈耶斯 签 合约 。,[3],[6],
528,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party 。,2,party,聚会,,,,,,,,,,,,,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会 。,[17],[3_7_10_11_18],
529,离 target ， trader joe ’ s ~ 1.,2,target,塔吉特,trader joe ， s ’ ,缺德舅 ，  ’ ,,,,,,,,,,,离 塔吉特 ，缺德舅 ~ 1.,[1_3_4_6],[2_5_7],
530,有 兴趣 同学 可以 联系 mil em@21,2,mil,米尔,,,,,,,,,,,,,有 兴趣 同学 可以 联系 mil em@21,[5],[6],
531,有 车库 ， drive way parking 和 street parking 。,3,drive way parking,车道停车,street parking,路边停车,,,,,,,,,,," ""有 车库 ， """"车道停车"""" 和 路边停车。""",[3_4_5_7_8],[2_9],
532,周围 有 饭店 超市 逛街 场所 walnut st 。,2,walnut st,核桃街,,,,,,,,,,,,,周围 有 饭店 超市 逛街 场所 核桃街 。,[6_7],[8],
533,位于 trees hall 附近 ， 步行 至 trees hall 仅 三 分钟,3,trees hall,大树厅,trees hall,大树厅,,,,,,,,,,,位于大树厅 附近 ， 步行 至 大树厅 仅 三 分钟,[1_2_7_8],[4],
534,地址 位 于 beacon st ， 是 独 栋 房屋 的 一 层 。,2,beacon st,烽火街,,,,,,,,,,,,,地址 位 于 烽火街 ， 是 独 栋 房屋 的 一 层 。,[3_4],[5_13],
535,后院 有 私家 车库 ， beacon st 两 侧 也 可 免费 趴 车 。,2,beacon st,烽火街,,,,,,,,,,,,,后院 有 私家 车库 ，烽火街两 侧 也 可 免费 趴 车 。,[5_6],[4_14],
536,紧邻 cvs ， 和 south craig street 上 众多 餐馆 。,3,cvs,超市名,south craig street,南克列戈街,,,,,,,,,,,紧邻 cvs(超市名) ， 和 南克列戈街 上 众多 餐馆 。,[1_4_5_6],[2_10],
537,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,2,meyer management,迈耶斯物业,,,,,,,,,,,,,卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 迈耶斯物业， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,[12_13],[5_14_20_23],
538,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,2,appliances,器具,,,,,,,,,,,,,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 .,[25],[4_13_16_20_26],
539,如果 有 兴趣 可以 联系 我 email : em@22,2,email,电子邮件,,,,,,,,,,,,,如果 有 兴趣 可以 联系 我 电子邮件 : em@22,[6],[7_8],
540,小区 环境 非常 幽静 ： 有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,2,playground,操场,,,,,,,,,,,,,小区 环境 非常 幽静 ： 有 多 处 操场 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,[8],[4_11_16_19],
541,步行 可 达 whole fruit ( 大型 食品 超市 ) ， target ( 家居 卖场 ） 。,3,whole fruit,全果,target,塔吉特,,,,,,,,,,,步行 可 达 全果( 大型 食品 超市 ) ， 塔吉特 ( 家居 卖场 ） 。,[3_4_11],[5_9_10_12_15_16],
542,距离 cvs 5-10 分钟 ；,2,cvs,超市名,,,,,,,,,,,,,距离 cvs(超市名) 5-10 分钟 ；,[1],[4],
543,still available 价格 可以 商议,2,still available,依旧有效,,,,,,,,,,,,,依旧有效; 价格 可以 商议,[0_1],,
544,房型 ： mozart 最大 一 套 ， 两 室 一 厅 ， 客厅 不 住 人 ， 出租 中央 卧室 。,2,mozart,莫扎特,,,,,,,,,,,,,房型 ： 莫扎特最大 一 套 ， 两 室 一 厅 ， 客厅 不 住 人 ， 出租 中央 卧室 。,[2],[1_6_11_16_20],
545,有 pet 可以 商量,2,pet,宠物,,,,,,,,,,,,,有宠物 可以 商量,[1],,
546,距离 cvs 5-10 分钟 ；,2,cvs,超市名,,,,,,,,,,,,,距离 cvs(超市名) 5-10 分钟 ；,[1],[4],
547,utility : 自理,2,utility,水电气,,,,,,,,,,,,,水电气 : 自理,[0],[1],
548,有 一 个 fireplace ， 中央 空调 。,2,fireplace,壁炉,,,,,,,,,,,,,有 一 个壁炉， 中央 空调 。,[3],[4_7],
549,如果 感 兴趣 ， 请 通过 email 联系 em@11,2,email,电子邮件,,,,,,,,,,,,,如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,[6],[3_8],
550,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,2,appliances,器具,,,,,,,,,,,,,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 .,[25],[4_13_16_20_26],
551,如果 有 兴趣 可以 联系 我 email : em@22,2,email,电子邮件,,,,,,,,,,,,,如果 有 兴趣 可以 联系 我 电子邮件 : em@22,[6],[7_8],
552,apartment ， 两 室 一 厅 ， 出租 其中 一 间 卧室 。,2,apartment,公寓,,,,,,,,,,,,,公寓 ， 两 室 一 厅 ， 出租 其中 一 间 卧室 。,[0],[1_6_12],
553,可以 share 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等 。,2,share,共享,,,,,,,,,,,,,可以 公寓 大部分 家用 电器 ， 厨房 用品 ， 客厅 家具 等 。,[1],[5_8_12],
554,房租 不 包括 utilities （ 水 / 电 / 气 ） 。,2,utilities,水电气,,,,,,,,,,,,,房租 不 包括 水电气（ 水 / 电 / 气 ） 。,[3],[4_6_8_10_11],
555,房租 不 包括 utilities （ 水 / 电 / 气 ） 。,2,utilities,水电气,,,,,,,,,,,,,房租 不 包括水电气（ 水 / 电 / 气 ） 。,[3],[4_6_8_10_11],
556,入住 需要 和 meyer 签 合约 。,2,meyer,迈耶斯,,,,,,,,,,,,,入住 需要 和 迈耶斯 签 合约 。,[3],[6],
557,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party 。,2,party,聚会,,,,,,,,,,,,,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会 。,[17],[3_7_10_11_18],
558,apartment 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴 。,2,apartment,公寓,,,,,,,,,,,,,公寓是 一 房 一 厅 ， 一 厨房 ， 一 卫浴 。,[0],[6_9_12],
559,meyer 管理 ， 绝对 安全 。,2,meyer,迈耶斯,,,,,,,,,,,,,迈耶斯管理 ， 绝对 安全 。,[0],[2_5],
560,非常 适合 coupon 或者 一 个 人 ！,2,coupon,优惠卷？（是不是想说couple 一对儿）,,,,,,,,,,,,,非常 适合 一对儿 或者 一 个 人 ！,[2],[7],
561,本人 是 pitt master 在 读 已经 在 这 住 一 年 了,2,pitt master,匹兹堡大学硕士,,,,,,,,,,,,,本人 是匹兹堡大学硕士在 读 已经 在 这 住 一 年 了,[2_3],,
562,现有 两 名 女生 居住 ， 一 名 匹 大 phd ， 另 一 名 匹 大 master ， 都 是 很 好 相处 的 女生 。,3,phd,博士,master,硕士,,,,,,,,,,,现有 两 名 女生 居住 ， 一 名 匹 大 博士， 另 一 名 匹 大 硕士 ， 都 是 很 好 相处 的 女生 。,[10_17],[5_11_18_26],
563,物业 是 口碑 很 好 的 mayer ’ s management ， 上门 修 东西 十分 及时 且 免费 。,2,mayer,迈耶斯,s management ’ ,物业 ’ ,,,,,,,,,,,物业 是 口碑 很 好 的迈耶斯物业， 上门 修 东西 十分 及时 且 免费 。,[6_8_9],[7_10_18],
564,apartment : 一 室 一 厅 。,2,apartment,公寓,,,,,,,,,,,,,公寓: 一 室 一 厅 。,[0],[1_6],
565,roommate ： 匹 大 硕士 第二 年 ， 温柔 安静 好 相处 。,2,roommate,室友,,,,,,,,,,,,,室友 ： 匹 大 硕士 第二 年 ， 温柔 安静 好 相处 。,[0],[1_7_12],
